## FlyBase disease model annotation report
## Generated: Thu Jul 21 06:25:05 2022
## Using datasource: fb_2022_04_reporting
##
## FBgn ID	Gene symbol	HGNC ID	DO qualifier	DO ID	DO term	Allele used in model (FBal ID)	Allele used in model (symbol)	Based on orthology with (HGNC ID)	Based on orthology with (symbol)	Evidence/interacting alleles	Reference (FBrf ID)
FBgn0000008	a		exacerbates	DOID:2129	atypical teratoid rhabdoid tumor	FBal0299140	a[HMC03685]			modeled by FLYBASE:Snr1[KK101602]; FB:FBal0231379	FBrf0241270
FBgn0283477	SF2		ameliorates	DOID:332	amyotrophic lateral sclerosis	FBal0208442	SF2[GD12097]			modeled by FLYBASE:Zzzz\GGGGCC[36.UAS]; FB:FBal0304408	FBrf0236005
FBgn0283477	SF2		ameliorates	DOID:0060201	amyotrophic lateral sclerosis type 10	FBal0208442	SF2[GD12097]			modeled by FLYBASE:Hsap\TARDBP[UAS.TDPBR]; FB:FBal0344470	FBrf0236504
FBgn0283477	SF2		exacerbates	DOID:0060201	amyotrophic lateral sclerosis type 10	FBal0323542	SF2[UAS.GFP]			modeled by FLYBASE:Hsap\TARDBP[UAS.TDPBR]; FB:FBal0344470	FBrf0236504
FBgn0283477	SF2		ameliorates	DOID:0060201	amyotrophic lateral sclerosis type 10	FBal0248123	SF2[HMS00358]			modeled by FLYBASE:TBPH[N493D.UAS]; FB:FBal0362239	FBrf0246190
FBgn0283477	SF2		ameliorates	DOID:0060201	amyotrophic lateral sclerosis type 10	FBal0248123	SF2[HMS00358]			modeled by FLYBASE:Hsap\TARDBP[M.UAS.Tag:FLAG]; FB:FBal0248853	FBrf0251837
FBgn0283477	SF2		ameliorates	DOID:0060201	amyotrophic lateral sclerosis type 10	FBal0371226	SF2[gRNA.pCFD3-1]			modeled by FLYBASE:Hsap\TARDBP[M.UAS.Tag:FLAG]; FB:FBal0248853	FBrf0251837
FBgn0283477	SF2		ameliorates	DOID:0060201	amyotrophic lateral sclerosis type 10	FBal0371227	SF2[gRNA.pCFD3-2]			modeled by FLYBASE:Hsap\TARDBP[M.UAS.Tag:FLAG]; FB:FBal0248853	FBrf0251837
FBgn0283477	SF2		ameliorates	DOID:162	cancer	FBal0208442	SF2[GD12097]			modeled by FLYBASE:Pten[KK109278]; FB:FBal0236192	FBrf0246063
FBgn0283477	SF2		ameliorates	DOID:162	cancer	FBal0242118	SF2[HM05199]			modeled by FLYBASE:Pten[KK109278]; FB:FBal0236192	FBrf0246063
FBgn0283477	SF2		ameliorates	DOID:162	cancer	FBal0248123	SF2[HMS00358]			modeled by FLYBASE:Pten[KK109278]; FB:FBal0236192	FBrf0246063
FBgn0283477	SF2		ameliorates	DOID:0050879	fragile X-associated tremor/ataxia syndrome	FBal0242118	SF2[HM05199]			modeled by FLYBASE:Zzzz\CGG[90.UAS.EGFP]; FB:FBal0280774	FBrf0243366
FBgn0283477	SF2		ameliorates	DOID:0050879	fragile X-associated tremor/ataxia syndrome	FBal0248123	SF2[HMS00358]			modeled by FLYBASE:Zzzz\CGG[90.UAS.EGFP]; FB:FBal0280774	FBrf0243366
FBgn0283477	SF2		ameliorates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0208442	SF2[GD12097]			modeled by FLYBASE:Zzzz\GGGGCC[36.UAS]; FB:FBal0304408	FBrf0246346
FBgn0283477	SF2		ameliorates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0208442	SF2[GD12097]			modeled by FLYBASE:Zzzz\GGGGCC[36.UAS]; FB:FBal0304408	FBrf0250120
FBgn0283479	Alp1		model of	DOID:0110913	adult hypophosphatasia			HGNC:438	ALPL	IEA	FBrf0241599
FBgn0283479	Alp1		model of	DOID:0110915	childhood hypophosphatasia			HGNC:438	ALPL	IEA	FBrf0241599
FBgn0283479	Alp1		model of	DOID:0110914	infantile hypophosphatasia			HGNC:438	ALPL	IEA	FBrf0241599
FBgn0283494	Ak2		model of	DOID:0060020	reticular dysgenesis			HGNC:362	AK2	IEA	FBrf0241599
FBgn0283499	InR		model of	DOID:0050470	Donohue syndrome			HGNC:6091	INSR	IEA	FBrf0241599
FBgn0283499	InR		exacerbates	DOID:0050204	Epstein-Barr virus hepatitis	FBal0094021	InR[E19]			modeled by FLYBASE:EBV\BRLF1[GMR.PA]; FB:FBal0297399	FBrf0218446
FBgn0283499	InR		ameliorates	DOID:12858	Huntington's disease	FBal0156356	InR[UAS.Exel]			modeled by FLYBASE:Hsap\HTT[Q138.UAS.mRFP1]; FB:FBal0267405	FBrf0241730
FBgn0283499	InR		ameliorates	DOID:12858	Huntington's disease	FBal0156356	InR[UAS.Exel]			modeled by FLYBASE:Hsap\HTT[Q93.ex1.UAS]; FB:FBal0127292	FBrf0241730
FBgn0283499	InR		ameliorates	DOID:12858	Huntington's disease	FBal0156356	InR[UAS.Exel]			modeled by FLYBASE:Hsap\HTT[Q138.UAS.mRFP1]; FB:FBal0267405	FBrf0248680
FBgn0283499	InR		ameliorates	DOID:12858	Huntington's disease	FBal0156359	InR[K1409A.UAS]			modeled by FLYBASE:Hsap\HTT[Q128.UAS]; FB:FBal0156385	FBrf0248853
FBgn0283499	InR		ameliorates	DOID:1440	Machado-Joseph disease	FBal0156356	InR[UAS.Exel]			modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630	FBrf0241730
FBgn0283499	InR		ameliorates	DOID:1440	Machado-Joseph disease	FBal0291091	InR[UAS.ECFP]			modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630	FBrf0241730
FBgn0283499	InR		exacerbates	DOID:1440	Machado-Joseph disease	FBal0302210	InR[dsRNA.UAS.cUa]			modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630	FBrf0241730
FBgn0283499	InR		ameliorates	DOID:1440	Machado-Joseph disease	FBal0156356	InR[UAS.Exel]			modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630	FBrf0248680
FBgn0283499	InR		model of	DOID:0050741	alcohol dependence	FBal0321362	InR[CA.UAS.cUa]			CEA	FBrf0230199
FBgn0283499	InR		exacerbates	DOID:162	cancer	FBal0156362	InR[A1325D.UAS]			modeled by FLYBASE:Csk[Q156Stop]; FB:FBal0193619, FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0222251
FBgn0283499	InR		exacerbates	DOID:162	cancer	FBal0156356	InR[UAS.Exel]			modeled by FLYBASE:scrib[1]; FB:FBal0103577	FBrf0245703
FBgn0283499	InR		ameliorates	DOID:162	cancer	FBal0156359	InR[K1409A.UAS]			modeled by FLYBASE:scrib[1]; FB:FBal0103577	FBrf0245703
FBgn0283499	InR		model of	DOID:4362	cervical cancer	FBal0284595	InR[UAS.cUa]			CEA with FLYBASE:HPV18\E6[UAS.Tag:MYC]; FB:FBal0327418, FLYBASE:Hsap\UBE3A[UAS.cRa]; FB:FBal0241351	FBrf0233222
FBgn0283499	InR		ameliorates	DOID:9256	colorectal cancer	FBal0156359	InR[K1409A.UAS]			modeled by FLYBASE:SH3PX1[JF02730]; FB:FBal0242314	FBrf0242427
FBgn0283499	InR		model of	DOID:0070220	familial hyperinsulinemic hypoglycemia 5			HGNC:6091	INSR	IEA	FBrf0241599
FBgn0283499	InR		exacerbates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0156359	InR[K1409A.UAS]			modeled by FLYBASE:Zzzz\GGGGCC[36.UAS]; FB:FBal0304408	FBrf0248520
FBgn0283499	InR		exacerbates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0156359	InR[K1409A.UAS]			modeled by FLYBASE:Zzzz\poly-GR[PO-100.UAS]; FB:FBal0300899	FBrf0248520
FBgn0283499	InR		ameliorates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0156362	InR[A1325D.UAS]			modeled by FLYBASE:Zzzz\poly-GR[PO-100.UAS]; FB:FBal0300899	FBrf0248520
FBgn0283499	InR		model of	DOID:4194	glucose metabolism disease	FBal0094021	InR[E19]			CEA with FLYBASE:InR[3T5]; FB:FBal0268608	FBrf0246342
FBgn0283499	InR		model of	DOID:4194	glucose metabolism disease	FBal0268608	InR[3T5]			CEA with FLYBASE:InR[E19]; FB:FBal0094021	FBrf0246342
FBgn0283499	InR		model of	DOID:3070	high grade glioma	FBal0284595	InR[UAS.cUa]			CEA	FBrf0208764
FBgn0283499	InR		exacerbates	DOID:8568	infectious mononucleosis	FBal0094021	InR[E19]			modeled by FLYBASE:EBV\BRLF1[GMR.PA]; FB:FBal0297399	FBrf0218446
FBgn0283499	InR		ameliorates	DOID:3910	lung adenocarcinoma	FBal0293553	InR[HMS03166]			modeled by FLYBASE:Hsap\KIF5B::Hsap\RET[UAS.cDa]; FB:FBal0346148	FBrf0236560
FBgn0283499	InR		model of	DOID:535	sleep disorder	FBal0156359	InR[K1409A.UAS]			CEA	FBrf0224598
FBgn0283499	InR		ameliorates	DOID:225	syndrome	FBal0156356	InR[UAS.Exel]			modeled by FLYBASE:NSD[EY01950]; FB:FBal0217108	FBrf0248433
FBgn0283499	InR		model of	DOID:9352	type 2 diabetes mellitus	FBal0009539	InR[05545]			CEA with FLYBASE:InR[3T5]; FB:FBal0268608	FBrf0213585
FBgn0283499	InR		model of	DOID:9352	type 2 diabetes mellitus	FBal0094021	InR[E19]			CEA with FLYBASE:InR[3T5]; FB:FBal0268608	FBrf0213585
FBgn0283499	InR		model of	DOID:9352	type 2 diabetes mellitus	FBal0268608	InR[3T5]			CEA with FLYBASE:InR[05545]; FB:FBal0009539	FBrf0213585
FBgn0283499	InR		model of	DOID:9352	type 2 diabetes mellitus	FBal0268608	InR[3T5]			CEA with FLYBASE:InR[E19]; FB:FBal0094021	FBrf0213585
FBgn0283499	InR		exacerbates	DOID:934	viral infectious disease	FBal0094021	InR[E19]			modeled by FLYBASE:EBV\BRLF1[GMR.PA]; FB:FBal0297399	FBrf0218446
FBgn0283500	Sac1		exacerbates	DOID:1441	autosomal dominant cerebellar ataxia	FBal0125489	Sac1[BG02228]			modeled by FLYBASE:Hsap\ATXN8OS[CTG112.UAS]; FB:FBal0156378	FBrf0174476
FBgn0283513	Hsap\DNM2	HGNC:2974	model of	DOID:14717	centronuclear myopathy	FBal0316793	Hsap\DNM2[R465W.UAS.Tag:HA]			CEA	FBrf0229613
FBgn0283513	Hsap\DNM2	HGNC:2974	model of	DOID:14717	centronuclear myopathy	FBal0316794	Hsap\DNM2[A618T.UAS.Tag:HA]			CEA	FBrf0229613
FBgn0283513	Hsap\DNM2	HGNC:2974	model of	DOID:14717	centronuclear myopathy	FBal0316795	Hsap\DNM2[S619L.UAS.Tag:HA]			CEA	FBrf0229613
FBgn0283520	Hsap\GJB3	HGNC:4285	model of	DOID:0050467	erythrokeratodermia variabilis	FBal0316797	Hsap\GJB3[F137L.UAS.Tag:MYC]			CEA	FBrf0229808
FBgn0283520	Hsap\GJB3	HGNC:4285	model of	DOID:0050467	erythrokeratodermia variabilis	FBal0316797	Hsap\GJB3[F137L.UAS.Tag:MYC]			is ameliorated by FLYBASE:Hsc70-3[UAS.cEa]; FB:FBal0098845	FBrf0229808
FBgn0283520	Hsap\GJB3	HGNC:4285	model of	DOID:0050467	erythrokeratodermia variabilis	FBal0316797	Hsap\GJB3[F137L.UAS.Tag:MYC]			is ameliorated by FLYBASE:Hsc70-4[UAS.cEa]; FB:FBal0098844	FBrf0229808
FBgn0283520	Hsap\GJB3	HGNC:4285	model of	DOID:0050467	erythrokeratodermia variabilis	FBal0316797	Hsap\GJB3[F137L.UAS.Tag:MYC]			is exacerbated by FLYBASE:Hsc70-4[K71S.UAS]; FB:FBal0060645	FBrf0229808
FBgn0283521	lola		model of	DOID:162	cancer	FBal0190040	lola[GS88A8]			CEA with FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0191239
FBgn0283521	lola		model of	DOID:162	cancer	FBal0190040	lola[GS88A8]			CEA with FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0207469
FBgn0283521	lola		model of	DOID:162	cancer	FBal0190040	lola[GS88A8]			CEA with FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0210661
FBgn0283521	lola		model of	DOID:162	cancer	FBal0190040	lola[GS88A8]			CEA with FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0213063
FBgn0283521	lola		model of	DOID:162	cancer	FBal0190040	lola[GS88A8]			CEA with FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0213063
FBgn0283521	lola		model of	DOID:162	cancer	FBal0190040	lola[GS88A8]			CEA with FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0239832
FBgn0283521	lola		model of	DOID:162	cancer	FBal0190040	lola[GS88A8]			CEA with FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0241681
FBgn0283521	lola		model of	DOID:2531	hematologic cancer	FBal0190040	lola[GS88A8]			CEA with FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:ct[dsRNA.cGa.UAS]; FB:FBal0220357, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0217859
FBgn0283521	lola		exacerbates	DOID:10584	retinitis pigmentosa	FBal0236738	lola[KK110256]			modeled by FLYBASE:ninaE[G69D.UAS]; FB:FBal0230353	FBrf0231075
FBgn0283525	l(2)10685		model of	DOID:0112112	combined oxidative phosphorylation deficiency 48			HGNC:26208	NSUN3	IEA	FBrf0241599
FBgn0283526	Hsap\VPS35	HGNC:13487	model of	DOID:14330	Parkinson's disease	FBal0321385	Hsap\VPS35[UAS.cWa.Tag:HA]			CEA	FBrf0228249
FBgn0283526	Hsap\VPS35	HGNC:13487	model of	DOID:14330	Parkinson's disease	FBal0321386	Hsap\VPS35[P316S.UAS.Tag:HA]			CEA	FBrf0228249
FBgn0283526	Hsap\VPS35	HGNC:13487	model of	DOID:14330	Parkinson's disease	FBal0321387	Hsap\VPS35[D620N.UAS.Tag:HA]			CEA	FBrf0228249
FBgn0283526	Hsap\VPS35	HGNC:13487	ameliorates	DOID:14330	Parkinson's disease	FBal0316898	Hsap\VPS35[UAS.cMa]			modeled by FLYBASE:Vps35[MH20]; FB:FBal0221635, FLYBASE:Vps35[E42]; FB:FBal0221801	FBrf0229809
FBgn0283526	Hsap\VPS35	HGNC:13487	ameliorates	DOID:14330	Parkinson's disease	FBal0316899	Hsap\VPS35[D620N.UAS]			modeled by FLYBASE:park[25]; FB:FBal0146938	FBrf0229809
FBgn0283526	Hsap\VPS35	HGNC:13487	model of	DOID:14330	Parkinson's disease	FBal0316899	Hsap\VPS35[D620N.UAS]			CEA with FLYBASE:Vps35[MH20]; FB:FBal0221635, FLYBASE:Vps35[E42]; FB:FBal0221801	FBrf0229809
FBgn0283526	Hsap\VPS35	HGNC:13487	ameliorates	DOID:14330	Parkinson's disease	FBal0316900	Hsap\VPS35[R524W.UAS]			modeled by FLYBASE:Vps35[MH20]; FB:FBal0221635, FLYBASE:Vps35[E42]; FB:FBal0221801	FBrf0229809
FBgn0283526	Hsap\VPS35	HGNC:13487	model of	DOID:14330	Parkinson's disease	FBal0316900	Hsap\VPS35[R524W.UAS]			CEA with FLYBASE:Vps35[MH20]; FB:FBal0221635, FLYBASE:Vps35[E42]; FB:FBal0221801	FBrf0229809
FBgn0283531	Duox		model of	DOID:0070195	X-linked chronic granulomatous disease			HGNC:2578	CYBB	IEA	FBrf0241599
FBgn0283531	Duox		model of	DOID:0112000	immunodeficiency 34			HGNC:2578	CYBB	IEA	FBrf0241599
FBgn0283531	Duox		model of	DOID:0050338	primary bacterial infectious disease	FBal0302859	Duox[dsRNA.UAS.cUa]			CEA	FBrf0227504
FBgn0283531	Duox		model of	DOID:0112189	thyroid dyshormonogenesis 6			HGNC:13273	DUOX2	IEA	FBrf0241599
FBgn0283535	Vha26		model of	DOID:0070140	autosomal recessive cutis laxa type IIC			HGNC:857	ATP6V1E1	IEA	FBrf0241599
FBgn0283542	Alk::Hsap\NPM1		exacerbates	DOID:680	tauopathy	FBal0152789	Alk::Hsap\NPM1[UAS.act]			modeled by FLYBASE:Hsap\MAPT[GMR.Ex.PJ]; FB:FBal0137485	FBrf0252374
FBgn0283542	Alk::Hsap\NPM1		exacerbates	DOID:680	tauopathy	FBal0152789	Alk::Hsap\NPM1[UAS.act]			modeled by FLYBASE:Hsap\MAPT[UAS.cWa]; FB:FBal0126526	FBrf0252374
FBgn0283543	Hsap\PPP2R2B	HGNC:9305	model of	DOID:1441	autosomal dominant cerebellar ataxia	FBal0256738	Hsap\PPP2R2B[UAS.cYa]			CEA	FBrf0213866
FBgn0283649	elgi		model of	DOID:1289	neurodegenerative disease	FBal0267933	elgi[UAS.Tag:HA]			CEA	FBrf0216900
FBgn0283649	elgi		model of	DOID:1289	neurodegenerative disease	FBal0267933	elgi[UAS.Tag:HA]			is ameliorated by FLYBASE:Hsap\PRKN[UAS.cYa]; FB:FBal0152456	FBrf0216900
FBgn0283656	Hsap\FLCN	HGNC:27310	ameliorates	DOID:0050676	Birt-Hogg-Dube syndrome	FBal0318442	Hsap\FLCN[UAS.cLa]			modeled by FLYBASE:BHD[null]; FB:FBal0318439	FBrf0221975
FBgn0283657	Tlk		exacerbates	DOID:162	cancer	FBal0257613	Tlk[HMS00943]			modeled by FLYBASE:Rbf[HMS03004]; FB:FBal0266576	FBrf0248245
FBgn0283658	muc		model of	DOID:3649	pyruvate decarboxylase deficiency			HGNC:2896	DLAT	IEA	FBrf0241599
FBgn0283658	muc		model of	DOID:3649	pyruvate decarboxylase deficiency			HGNC:21350	PDHX	IEA	FBrf0241599
FBgn0283671	Hsap\CLUH	HGNC:29094	DOES NOT ameliorate	DOID:14330	Parkinson's disease	FBal0318525	Hsap\CLUH[UASp.cSa]			modeled by FLYBASE:park[25]; FB:FBal0146938	FBrf0228603
FBgn0283671	Hsap\CLUH	HGNC:29094	ameliorates	DOID:14330	Parkinson's disease	FBal0318525	Hsap\CLUH[UASp.cSa]			modeled by FLYBASE:Pink1[B9]; FB:FBal0193144	FBrf0228603
FBgn0283676	Hsap\RHBDF1	HGNC:20561	ameliorates	DOID:12858	Huntington's disease	FBal0318533	Hsap\RHBDF1[UAS.cLa]			modeled by FLYBASE:Hsap\HTT[Q128.UAS]; FB:FBal0156385	FBrf0228817
FBgn0283681	Tcs3		model of	DOID:0080245	Galloway-Mowat syndrome 3			HGNC:18028	OSGEP	IEA	FBrf0241599
FBgn0283683	Hsap\DUX4	HGNC:50800	model of	DOID:11727	facioscapulohumeral muscular dystrophy	FBal0318787	Hsap\DUX4[UASp.MAL.Tag:HA]			CEA	FBrf0231179
FBgn0283686	Hsap\APOE	HGNC:613	model of	DOID:10652	Alzheimer's disease	FBal0319826	Hsap\APOE[3.UAS]			CEA	FBrf0230730
FBgn0283686	Hsap\APOE	HGNC:613	model of	DOID:10652	Alzheimer's disease	FBal0319827	Hsap\APOE[4.UAS]			CEA	FBrf0230730
FBgn0283688	Hsap\NSF	HGNC:8016	model of	DOID:0050709	early infantile epileptic encephalopathy	FBal0358393	Hsap\NSF[A459T.UAS]			CEA	FBrf0244012
FBgn0283688	Hsap\NSF	HGNC:8016	model of	DOID:0050709	early infantile epileptic encephalopathy	FBal0358395	Hsap\NSF[P563L.UAS]			CEA	FBrf0244012
FBgn0283712	LIMK1		model of	DOID:1928	Williams-Beuren syndrome	FBal0000392	LIMK1[agn-ts3]			CEA	FBrf0225802
FBgn0283712	LIMK1		model of	DOID:1928	Williams-Beuren syndrome	FBal0000392	LIMK1[agn-ts3]			CEA	FBrf0251460
FBgn0283712	LIMK1		ameliorates	DOID:1574	alcohol use disorder	FBal0160256	LIMK1[EY08757]			modeled by FLYBASE:RhoGAP18B[1]; FB:FBal0240542	FBrf0229576
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0324702	Zzzz\CCTG[UAS.475]			CEA	FBrf0229679
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0324703	Zzzz\CCTG[UAS.525]			CEA	FBrf0229679
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0324704	Zzzz\CCTG[UAS.700]			CEA	FBrf0229679
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0324704	Zzzz\CCTG[UAS.700]			is ameliorated by FLYBASE:Hsap\MBNL1[35.UAS]; FB:FBal0283318	FBrf0229679
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0324704	Zzzz\CCTG[UAS.700]			is ameliorated by FLYBASE:Hsap\MBNL1[UAS.cGCa]; FB:FBal0141723	FBrf0229679
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0326783	Zzzz\CCTG[1100.UAS]			CEA	FBrf0235776
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0362013	Zzzz\CCTG[UAS.106]			CEA	FBrf0236241
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0362013	Zzzz\CCTG[UAS.106]			is ameliorated by FLYBASE:BacA\p35[UAS.cUa]; FB:FBal0247620	FBrf0236241
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0362013	Zzzz\CCTG[UAS.106]			is ameliorated by FLYBASE:Hsap\MBNL1[UAS.cYa]; FB:FBal0362011	FBrf0236241
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0362013	Zzzz\CCTG[UAS.106]			is exacerbated by FLYBASE:mbl[KG08885]; FB:FBal0147019	FBrf0236241
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0326783	Zzzz\CCTG[1100.UAS]			CEA	FBrf0239001
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0326783	Zzzz\CCTG[1100.UAS]			is ameliorated by FLYBASE:Hsap\MBNL1[UAS.cGCa]; FB:FBal0141723	FBrf0239001
FBgn0283713	Zzzz\CCTG		model of	DOID:0050759	myotonic dystrophy type 2	FBal0326783	Zzzz\CCTG[1100.UAS]			is ameliorated by FLYBASE:Hsap\RBFOX1[UAS.EGFP]; FB:FBal0361110	FBrf0239001
FBgn0283724	Girdin		ameliorates	DOID:162	cancer	FBal0231442	Girdin[KK101725]			modeled by FLYBASE:Pten[KK109278]; FB:FBal0236192	FBrf0246063
FBgn0283724	Girdin		exacerbates	DOID:305	carcinoma	FBal0304748	Girdin[2]			modeled by FLYBASE:l(2)gl[4]; FB:FBal0009225	FBrf0245281
FBgn0283724	Girdin		model of	DOID:10908	hydrocephalus			HGNC:19967	CCDC88C	IEA	FBrf0241599
FBgn0283724	Girdin		model of	DOID:0050986	spinocerebellar ataxia type 40			HGNC:19967	CCDC88C	IEA	FBrf0241599
FBgn0283729	Hsap\WDFY3	HGNC:20751	model of	DOID:10907	microcephaly	FBal0319771	Hsap\WDFY3[R2637W.Cterm.UAS.EGFP]			CEA	FBrf0231381
FBgn0283732	Hsap\BNIP3L	HGNC:1085	ameliorates	DOID:14330	Parkinson's disease	FBal0319785	Hsap\BNIP3L[UAS.cGa]			modeled by FLYBASE:Pink1[B9]; FB:FBal0193144	FBrf0227979
FBgn0283732	Hsap\BNIP3L	HGNC:1085	ameliorates	DOID:14330	Parkinson's disease	FBal0319785	Hsap\BNIP3L[UAS.cGa]			modeled by FLYBASE:park[25]; FB:FBal0146938	FBrf0227979
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			CEA	FBrf0228953
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			is ameliorated by FLYBASE:CG4968[GD11489]; FB:FBal0204489	FBrf0228953
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			is ameliorated by FLYBASE:DnaJ-1[UAS.cKa]; FB:FBal0104861	FBrf0228953
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			is ameliorated by FLYBASE:Kap-α3[D93]; FB:FBal0160265	FBrf0228953
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			is ameliorated by FLYBASE:Kap-α3[JF02686]; FB:FBal0242274	FBrf0228953
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			is ameliorated by FLYBASE:trbd[GD14218]; FB:FBal0206230	FBrf0228953
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			is exacerbated by FLYBASE:DnaJ-1[dsRNA.UAS.cUa]; FB:FBal0319786	FBrf0228953
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			is exacerbated by FLYBASE:Hsap\ATXN3[Scer\UAS.T:Zzzz\His6]; FB:FBal0291745	FBrf0228953
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			is exacerbated by FLYBASE:Hsap\ATXN3[UAS.Tag:polyHis]; FB:FBal0326968	FBrf0228953
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			CEA	FBrf0234224
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0343880	Hsap\CACNA1A[UAS.alpha1ACT.33Q]			CEA	FBrf0234224
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			CEA	FBrf0251804
FBgn0283733	Hsap\CACNA1A	HGNC:1388	model of	DOID:0050956	spinocerebellar ataxia type 6	FBal0319788	Hsap\CACNA1A[UAS.alphaACT.Q70]			CEA	FBrf0252803
FBgn0283751	Hsap\TPI1	HGNC:12009	DOES NOT model	DOID:0050884	triosephosphate isomerase deficiency	FBal0320059	Hsap\TPI1[Tpi.WT]			CEA with FLYBASE:Tpi[hTPI.WT]; FB:FBal0320061, FLYBASE:Tpi[sgk-js10]; FB:FBal0195201	FBrf0233082
FBgn0283751	Hsap\TPI1	HGNC:12009	model of	DOID:0050884	triosephosphate isomerase deficiency	FBal0327052	Hsap\TPI1[M82T.Tpi]			CEA with FLYBASE:Tpi[hTPI.M82T]; FB:FBal0327051, FLYBASE:Tpi[sgk-js10]; FB:FBal0195201	FBrf0233082
