mmus_gene_id,mmus_gene_name,dmel_gene_id,dmel_gene_name,diopt_score
ENSMUSG00000021248,Tmed10,FBgn0045866,bai,16
ENSMUSG00000017405,Nek8,FBgn0045980,niki,14
ENSMUSG00000028124,Gclm,FBgn0046114,Gclm,16
ENSMUSG00000036371,Serbp1,FBgn0046214,vig2,13
ENSMUSG00000021476,Habp4,FBgn0046214,vig2,12
ENSMUSG00000024400,Wdr33,FBgn0046222,Wdr33,13
ENSMUSG00000029229,Chic2,FBgn0046247,CG5938,15
ENSMUSG00000031327,Chic1,FBgn0046247,CG5938,14
ENSMUSG00000001482,Def8,FBgn0046296,DEF8,17
ENSMUSG00000022812,Gsk3b,FBgn0046332,gskt,12
ENSMUSG00000069631,Strada,FBgn0046692,Stlk,15
ENSMUSG00000026027,Stradb,FBgn0046692,Stlk,11
ENSMUSG00000056598,Drc3,FBgn0046697,Ppr-Y,13
ENSMUSG00000040385,Ppp1ca,FBgn0046698,Pp1-Y2,8
ENSMUSG00000053825,Ppfia2,FBgn0046704,Liprin-alpha,15
ENSMUSG00000003863,Ppfia3,FBgn0046704,Liprin-alpha,14
ENSMUSG00000026458,Ppfia4,FBgn0046704,Liprin-alpha,13
ENSMUSG00000037519,Ppfia1,FBgn0046704,Liprin-alpha,13
ENSMUSG00000050107,Haspin,FBgn0046706,Haspin,13
ENSMUSG00000023089,Ndufa5,FBgn0047038,ND-13B,16
ENSMUSG00000027808,Serp1,FBgn0047135,CG32276,15
ENSMUSG00000052584,Serp2,FBgn0047135,CG32276,15
ENSMUSG00000056204,Pgpep1,FBgn0047178,CG32147,17
ENSMUSG00000001663,Gstt1,FBgn0050000,GstT1,16
ENSMUSG00000001665,Gstt3,FBgn0050000,GstT1,15
ENSMUSG00000033318,Gstt2,FBgn0050000,GstT1,15
ENSMUSG00000001663,Gstt1,FBgn0050005,GstT2,13
ENSMUSG00000033318,Gstt2,FBgn0050005,GstT2,13
ENSMUSG00000001665,Gstt3,FBgn0050005,GstT2,12
ENSMUSG00000009093,Gstt4,FBgn0050005,GstT2,12
ENSMUSG00000116138,C030006K11Rik,FBgn0050010,CG30010,14
ENSMUSG00000009733,Tfcp2,FBgn0050011,gem,13
ENSMUSG00000026380,Tfcp2l1,FBgn0050011,gem,12
ENSMUSG00000009741,Ubp1,FBgn0050011,gem,10
ENSMUSG00000025481,Urah,FBgn0050016,CG30016,16
ENSMUSG00000052373,Mpp3,FBgn0050021,metro,15
ENSMUSG00000057440,Mpp7,FBgn0050021,metro,15
ENSMUSG00000064254,Ethe1,FBgn0050022,CG30022,15
ENSMUSG00000026791,Slc2a8,FBgn0050035,Tret1-1,13
ENSMUSG00000036067,Slc2a6,FBgn0050035,Tret1-1,13
ENSMUSG00000034780,B3galt1,FBgn0050036,CG30036,8
ENSMUSG00000034780,B3galt1,FBgn0050037,CG30037,9
ENSMUSG00000046324,Ermp1,FBgn0050043,CG30043,15
ENSMUSG00000038156,Spon1,FBgn0050046,CG30046,11
ENSMUSG00000046324,Ermp1,FBgn0050047,CG30047,16
ENSMUSG00000046324,Ermp1,FBgn0050049,CG30049,15
ENSMUSG00000043061,Tmem18,FBgn0050051,Tmem18,15
ENSMUSG00000090247,Bloc1s1,FBgn0050077,Blos1,15
ENSMUSG00000036202,Rif1,FBgn0050085,Rif1,8
ENSMUSG00000030785,Cox6a2,FBgn0050093,COX6AL,13
ENSMUSG00000041697,Cox6a1,FBgn0050093,COX6AL,12
ENSMUSG00000047635,Mtrfr,FBgn0050100,CG30100,15
ENSMUSG00000032420,Nt5e,FBgn0050103,CG30103,13
ENSMUSG00000032420,Nt5e,FBgn0050104,NT5E-2,16
ENSMUSG00000024925,Rnaseh2c,FBgn0050105,CG30105,12
ENSMUSG00000019865,Nmbr,FBgn0050106,CCHa1-R,10
ENSMUSG00000031130,Brs3,FBgn0050106,CCHa1-R,10
ENSMUSG00000031364,Grpr,FBgn0050106,CCHa1-R,10
ENSMUSG00000029535,Triap1,FBgn0050108,CG30108,15
ENSMUSG00000029535,Triap1,FBgn0050109,CG30109,13
ENSMUSG00000052609,Plekhg3,FBgn0050115,GEFmeso,12
ENSMUSG00000040624,Plekhg1,FBgn0050115,GEFmeso,11
ENSMUSG00000039630,Hnrnpu,FBgn0050122,CG30122,12
ENSMUSG00000040725,Hnrnpul1,FBgn0050122,CG30122,12
ENSMUSG00000035606,Ky,FBgn0050147,Hil,12
ENSMUSG00000074212,Dnajb14,FBgn0050156,CG30156,8
ENSMUSG00000051502,Ufsp1,FBgn0050157,CG30157,13
ENSMUSG00000001707,Eef1e1,FBgn0050185,AIMP3,12
ENSMUSG00000038156,Spon1,FBgn0050203,CG30203,12
ENSMUSG00000003354,Ccdc65,FBgn0050259,CG30259,14
ENSMUSG00000037143,Cfap61,FBgn0050268,CG30268,11
ENSMUSG00000037143,Cfap61,FBgn0050275,CG30275,10
ENSMUSG00000026841,Fibcd1,FBgn0050280,CG30280,11
ENSMUSG00000026835,Fcnb,FBgn0050281,CG30281,10
ENSMUSG00000026841,Fibcd1,FBgn0050281,CG30281,10
ENSMUSG00000063849,Ppcdc,FBgn0050290,Ppcdc,15
ENSMUSG00000018669,Cdk5rap3,FBgn0050291,CG30291,14
ENSMUSG00000021385,Ippk,FBgn0050295,Ipk1,11
ENSMUSG00000041079,Rwdd2b,FBgn0050338,CG30338,15
ENSMUSG00000032417,Rwdd2a,FBgn0050338,CG30338,14
ENSMUSG00000063800,Prpf38a,FBgn0050342,Prp38,14
ENSMUSG00000020829,Slc46a1,FBgn0050344,CG30344,11
ENSMUSG00000029650,Slc46a3,FBgn0050344,CG30344,10
ENSMUSG00000020829,Slc46a1,FBgn0050345,CG30345,11
ENSMUSG00000029650,Slc46a3,FBgn0050345,CG30345,10
ENSMUSG00000041057,Wdr43,FBgn0050349,CG30349,14
ENSMUSG00000063882,Uqcrh,FBgn0050354,UQCR-11L,16
ENSMUSG00000024131,Slc3a1,FBgn0050359,Mal-A5,12
ENSMUSG00000024131,Slc3a1,FBgn0050360,Mal-A6,11
ENSMUSG00000022377,Asap1,FBgn0050372,Asap,14
ENSMUSG00000052632,Asap2,FBgn0050372,Asap,14
ENSMUSG00000023791,Pigx,FBgn0050381,PIG-X,8
ENSMUSG00000021024,Psma6,FBgn0050382,CG30382,15
ENSMUSG00000028826,Maco1,FBgn0050389,CG30389,13
ENSMUSG00000030714,Sgf29,FBgn0050390,Sgf29,16
ENSMUSG00000029073,Cptp,FBgn0050392,CG30392,14
ENSMUSG00000061306,Slc38a10,FBgn0050394,CG30394,13
ENSMUSG00000026088,Mitd1,FBgn0050398,CG30398,13
ENSMUSG00000026150,Mff,FBgn0050404,Tango11,11
ENSMUSG00000053604,Rpia,FBgn0050410,Rpi,16
ENSMUSG00000049001,Ndnf,FBgn0050418,nord,12
ENSMUSG00000020905,Usp43,FBgn0050421,Usp15-31,12
ENSMUSG00000063317,Usp31,FBgn0050421,Usp15-31,12
ENSMUSG00000031513,Leprotl1,FBgn0050423,CG30423,13
ENSMUSG00000035212,Leprot,FBgn0050423,CG30423,11
ENSMUSG00000029477,Morn3,FBgn0050429,CG30429,13
ENSMUSG00000032854,Ugt8a,FBgn0050438,Ugt50B3,10
ENSMUSG00000031442,Mcf2l,FBgn0050440,CG30440,8
ENSMUSG00000001105,Ift20,FBgn0050441,IFT20,14
ENSMUSG00000020182,Ddc,FBgn0050446,Tdc2,9
ENSMUSG00000006763,Saal1,FBgn0050467,CG30467,8
ENSMUSG00000058656,Samd12,FBgn0050476,ave,13
ENSMUSG00000038605,Samd10,FBgn0050476,ave,11
ENSMUSG00000030037,Mrpl53,FBgn0050481,mRpL53,8
ENSMUSG00000008435,Rdh13,FBgn0050491,CG30491,13
ENSMUSG00000021123,Rdh12,FBgn0050491,CG30491,13
ENSMUSG00000066441,Rdh11,FBgn0050491,CG30491,12
ENSMUSG00000031782,Coq9,FBgn0050493,Coq9,15
ENSMUSG00000021123,Rdh12,FBgn0050495,CG30495,12
ENSMUSG00000066441,Rdh11,FBgn0050495,CG30495,12
ENSMUSG00000008435,Rdh13,FBgn0050495,CG30495,11
ENSMUSG00000029276,Glmn,FBgn0050496,CG30496,14
ENSMUSG00000026005,Rpe,FBgn0050499,Rpe,14
ENSMUSG00000033579,Fa2h,FBgn0050502,fa2h,16
ENSMUSG00000035780,Ugt2a3,FBgn0051002,Ugt35D1,13
ENSMUSG00000035836,Ugt2b1,FBgn0051002,Ugt35D1,11
ENSMUSG00000057425,Ugt2b37,FBgn0051002,Ugt35D1,11
ENSMUSG00000089675,Ugt1a8,FBgn0051002,Ugt35D1,11
ENSMUSG00000089943,Ugt1a5,FBgn0051002,Ugt35D1,11
ENSMUSG00000090124,Ugt1a7c,FBgn0051002,Ugt35D1,11
ENSMUSG00000006342,Susd2,FBgn0051004,mesh,15
ENSMUSG00000026784,Pdss1,FBgn0051005,qless,16
ENSMUSG00000051048,P4ha3,FBgn0051014,PH4alphaSG1,8
ENSMUSG00000061298,Agbl4,FBgn0051019,CG31019,16
ENSMUSG00000034951,Cog7,FBgn0051040,Cog7,15
ENSMUSG00000112858,Rnf212b,FBgn0051053,nenya,9
ENSMUSG00000020070,Rufy2,FBgn0051064,CG31064,15
ENSMUSG00000020375,Rufy1,FBgn0051064,CG31064,15
ENSMUSG00000029291,Rufy3,FBgn0051064,CG31064,10
ENSMUSG00000023830,Igf2r,FBgn0051072,Lerp,12
ENSMUSG00000024747,Aldh1a7,FBgn0051075,CG31075,10
ENSMUSG00000029455,Aldh2,FBgn0051075,CG31075,10
ENSMUSG00000063458,Lrmda,FBgn0051076,CG31076,11
ENSMUSG00000024771,Lipk,FBgn0051089,CG31089,10
ENSMUSG00000024781,Lipa,FBgn0051089,CG31089,10
ENSMUSG00000024766,Lipo3,FBgn0051091,CG31091,10
ENSMUSG00000079342,Lipo1,FBgn0051091,CG31091,10
ENSMUSG00000079344,Lipo4,FBgn0051091,CG31091,10
ENSMUSG00000087303,Lipo2,FBgn0051091,CG31091,10
ENSMUSG00000024924,Vldlr,FBgn0051092,LpR2,13
ENSMUSG00000028613,Lrp8,FBgn0051092,LpR2,12
ENSMUSG00000032193,Ldlr,FBgn0051092,LpR2,12
ENSMUSG00000012609,Ttll5,FBgn0051108,TTLL5,15
ENSMUSG00000011114,Tbrg1,FBgn0051111,CG31111,12
ENSMUSG00000062937,Mtap,FBgn0051115,CG31115,11
ENSMUSG00000022843,Clcn2,FBgn0051116,ClC-a,16
ENSMUSG00000029862,Clcn1,FBgn0051116,ClC-a,13
ENSMUSG00000034245,Hdac11,FBgn0051119,HDAC11,16
ENSMUSG00000038323,1700066M21Rik,FBgn0051122,CG31122,12
ENSMUSG00000015943,Bola1,FBgn0051126,CG31126,15
ENSMUSG00000034064,Poglut1,FBgn0051139,CG31139,8
ENSMUSG00000004815,Dgkq,FBgn0051140,CG31140,15
ENSMUSG00000025854,Fam20c,FBgn0051145,CG31145,14
ENSMUSG00000028048,Gba,FBgn0051148,Gba1a,15
ENSMUSG00000039477,Tnrc18,FBgn0051151,wge,11
ENSMUSG00000039741,Bahcc1,FBgn0051151,wge,10
ENSMUSG00000071662,Polr2g,FBgn0051155,Rpb7,15
ENSMUSG00000024135,Srbd1,FBgn0051156,CG31156,16
ENSMUSG00000037126,Psd,FBgn0051158,Efa6,13
ENSMUSG00000024347,Psd2,FBgn0051158,Efa6,12
ENSMUSG00000030465,Psd3,FBgn0051158,Efa6,10
ENSMUSG00000021666,Gfm2,FBgn0051159,mRRF2,17
ENSMUSG00000027931,Npr1,FBgn0051183,CG31183,13
ENSMUSG00000028469,Npr2,FBgn0051183,CG31183,13
ENSMUSG00000034192,Lsm3,FBgn0051184,LSm3,14
ENSMUSG00000032017,Grik4,FBgn0051201,GluRIIE,10
ENSMUSG00000008763,Man1a2,FBgn0051202,alpha-Man-Ic,12
ENSMUSG00000003746,Man1a,FBgn0051202,alpha-Man-Ic,11
ENSMUSG00000037306,Man1c1,FBgn0051202,alpha-Man-Ic,10
ENSMUSG00000028248,Pnisr,FBgn0051211,CG31211,12
ENSMUSG00000075227,Znhit2,FBgn0051223,CG31223,12
ENSMUSG00000020843,Timm22,FBgn0051229,CG31229,17
ENSMUSG00000021807,Rtraf,FBgn0051249,CG31249,16
ENSMUSG00000053838,Nudcd3,FBgn0051251,CG31251,12
ENSMUSG00000039428,Tmem135,FBgn0051259,CG31259,15
ENSMUSG00000000792,Slc5a5,FBgn0051262,CG31262,10
ENSMUSG00000078931,Pdf,FBgn0051278,CG31278,13
ENSMUSG00000044149,Nkrf,FBgn0051301,CG31301,10
ENSMUSG00000025857,Dnaaf5,FBgn0051320,HEATR2,15
ENSMUSG00000039676,Capsl,FBgn0051345,CG31345,16
ENSMUSG00000025085,Ablim1,FBgn0051352,Unc-115a,14
ENSMUSG00000032735,Ablim3,FBgn0051352,Unc-115a,14
ENSMUSG00000029095,Ablim2,FBgn0051352,Unc-115a,13
ENSMUSG00000079562,Maea,FBgn0051357,CG31357,15
ENSMUSG00000040383,Aqr,FBgn0051368,CG31368,17
ENSMUSG00000078931,Pdf,FBgn0051373,CG31373,12
ENSMUSG00000020397,Med7,FBgn0051390,MED7,12
ENSMUSG00000036327,Qsox2,FBgn0051413,Qsox4,12
ENSMUSG00000028048,Gba,FBgn0051414,Gba1b,15
ENSMUSG00000039062,Anpep,FBgn0051445,CG31445,11
ENSMUSG00000023967,Mrps18a,FBgn0051450,mRpS18A,13
ENSMUSG00000021569,Trip13,FBgn0051453,pch2,16
ENSMUSG00000039428,Tmem135,FBgn0051454,CG31454,13
ENSMUSG00000042747,Krtcap2,FBgn0051460,CG31460,16
ENSMUSG00000044573,Acp1,FBgn0051469,CG31469,11
ENSMUSG00000018659,Pnpo,FBgn0051472,sgll,17
ENSMUSG00000029076,Sdf4,FBgn0051475,CG31475,16
ENSMUSG00000016252,Atp5e,FBgn0051477,ATPsynepsilonL,11
ENSMUSG00000075588,Hoxb2,FBgn0051481,pb,11
ENSMUSG00000014704,Hoxa2,FBgn0051481,pb,10
ENSMUSG00000028480,Glipr2,FBgn0051482,CG31482,15
ENSMUSG00000021696,Elovl7,FBgn0051522,CG31522,14
ENSMUSG00000006390,Elovl1,FBgn0051522,CG31522,13
ENSMUSG00000021696,Elovl7,FBgn0051523,CG31523,14
ENSMUSG00000006390,Elovl1,FBgn0051523,CG31523,11
ENSMUSG00000030825,Hsd17b14,FBgn0051546,CG31546,9
ENSMUSG00000024597,Slc12a2,FBgn0051547,NKCC,10
ENSMUSG00000031766,Slc12a3,FBgn0051547,NKCC,10
ENSMUSG00000030825,Hsd17b14,FBgn0051548,CG31548,9
ENSMUSG00000011306,Sugp1,FBgn0051550,CG31550,11
ENSMUSG00000068082,Grxcr1,FBgn0051559,CG31559,11
ENSMUSG00000060678,H4c3,FBgn0051611,His4:CG31611,11
ENSMUSG00000060093,H4c1,FBgn0051611,His4:CG31611,10
ENSMUSG00000060639,H4c9,FBgn0051611,His4:CG31611,10
ENSMUSG00000061482,H4c4,FBgn0051611,His4:CG31611,10
ENSMUSG00000064288,H4c12,FBgn0051611,His4:CG31611,10
ENSMUSG00000067455,H4c11,FBgn0051611,His4:CG31611,10
ENSMUSG00000069266,H4c2,FBgn0051611,His4:CG31611,10
ENSMUSG00000069274,H4c6,FBgn0051611,His4:CG31611,10
ENSMUSG00000069305,H4c18,FBgn0051611,His4:CG31611,10
ENSMUSG00000069306,H4c17,FBgn0051611,His4:CG31611,10
ENSMUSG00000091405,H4c14,FBgn0051611,His4:CG31611,10
ENSMUSG00000096010,H4f16,FBgn0051611,His4:CG31611,10
ENSMUSG00000093769,H3c14,FBgn0051613,His3:CG31613,13
ENSMUSG00000049932,H2ax,FBgn0051618,His2A:CG31618,14
ENSMUSG00000060032,H2aj,FBgn0051618,His2A:CG31618,14
ENSMUSG00000060081,H2ac1,FBgn0051618,His2A:CG31618,13
ENSMUSG00000061991,H2ac10,FBgn0051618,His2A:CG31618,13
ENSMUSG00000069302,H2ac12,FBgn0051618,His2A:CG31618,13
ENSMUSG00000078851,H2aw,FBgn0051618,His2A:CG31618,13
ENSMUSG00000066113,Adamtsl1,FBgn0051619,nolo,13
ENSMUSG00000070469,Adamtsl3,FBgn0051619,nolo,12
ENSMUSG00000026815,Gfi1b,FBgn0051632,sens-2,10
ENSMUSG00000029275,Gfi1,FBgn0051632,sens-2,10
ENSMUSG00000038963,Slco4a1,FBgn0051634,Oatp26F,18
ENSMUSG00000051403,Ppp1r37,FBgn0051635,CG31635,11
ENSMUSG00000027221,Chst1,FBgn0051637,CG31637,12
ENSMUSG00000031952,Chst5,FBgn0051637,CG31637,12
ENSMUSG00000037347,Chst7,FBgn0051637,CG31637,11
ENSMUSG00000057337,Chst3,FBgn0051637,CG31637,11
ENSMUSG00000063605,Ccdc102a,FBgn0051638,CG31638,14
ENSMUSG00000027086,Fastkd1,FBgn0051643,CG31643,11
ENSMUSG00000062257,Opcml,FBgn0051646,DIP-theta,13
ENSMUSG00000059974,Ntm,FBgn0051646,DIP-theta,11
ENSMUSG00000013367,Iglon5,FBgn0051646,DIP-theta,10
ENSMUSG00000020544,Cox11,FBgn0051648,CG31648,15
ENSMUSG00000000792,Slc5a5,FBgn0051668,CG31668,10
ENSMUSG00000035637,Grhpr,FBgn0051673,CG31673,9
ENSMUSG00000035637,Grhpr,FBgn0051674,CG31674,10
ENSMUSG00000040297,Suco,FBgn0051678,CG31678,12
ENSMUSG00000031903,Pla2g15,FBgn0051683,CG31683,16
ENSMUSG00000035237,Lcat,FBgn0051683,CG31683,14
ENSMUSG00000024370,Cdc23,FBgn0051687,CG31687,14
ENSMUSG00000036019,Tmtc2,FBgn0051690,CG31690,15
ENSMUSG00000030450,Oca2,FBgn0051693,CG31693,8
ENSMUSG00000001627,Ifrd1,FBgn0051694,CG31694,17
ENSMUSG00000010048,Ifrd2,FBgn0051694,CG31694,14
ENSMUSG00000040037,Negr1,FBgn0051708,DIP-zeta,11
ENSMUSG00000059974,Ntm,FBgn0051708,DIP-zeta,11
ENSMUSG00000062257,Opcml,FBgn0051708,DIP-zeta,11
ENSMUSG00000040459,Arglu1,FBgn0051712,CG31712,13
ENSMUSG00000028443,Nudt2,FBgn0051713,Apf,15
ENSMUSG00000029840,Mtpn,FBgn0051715,CG31715,14
ENSMUSG00000038784,Cnot4,FBgn0051716,Cnot4,13
ENSMUSG00000040105,Plpp6,FBgn0051717,CG31717,15
ENSMUSG00000051373,Plpp7,FBgn0051717,CG31717,13
ENSMUSG00000027324,Rpusd2,FBgn0051719,RluA-1,14
ENSMUSG00000021071,Trim9,FBgn0051721,Trim9,15
ENSMUSG00000036913,Trim67,FBgn0051721,Trim9,11
ENSMUSG00000024566,Atp9b,FBgn0051729,CG31729,18
ENSMUSG00000027546,Atp9a,FBgn0051729,CG31729,12
ENSMUSG00000026709,Dars2,FBgn0051739,AspRS-m,16
ENSMUSG00000037936,Scarb1,FBgn0051741,CG31741,9
ENSMUSG00000022193,Psmb5,FBgn0051742,Prosbeta5R2,12
ENSMUSG00000024338,Psmb8,FBgn0051742,Prosbeta5R2,10
ENSMUSG00000043702,Pde12,FBgn0051759,CG31759,16
ENSMUSG00000009566,Fpgs,FBgn0051773,CG31773,8
ENSMUSG00000070531,Wfdc6b,FBgn0051779,Acp24A4,8
ENSMUSG00000032180,Tmed1,FBgn0051787,CG31787,10
ENSMUSG00000032849,Abcc4,FBgn0051792,CG31792,14
ENSMUSG00000032849,Abcc4,FBgn0051793,CG31793,12
ENSMUSG00000078584,AU022252,FBgn0051800,CG31800,15
ENSMUSG00000023966,Rsph9,FBgn0051803,Rsph9,14
ENSMUSG00000034189,Hsdl1,FBgn0051809,CG31809,14
ENSMUSG00000034189,Hsdl1,FBgn0051810,CG31810,13
ENSMUSG00000042389,Tsen2,FBgn0051812,Tsen2,13
ENSMUSG00000062257,Opcml,FBgn0051814,DIP-kappa,12
ENSMUSG00000059974,Ntm,FBgn0051814,DIP-kappa,11
ENSMUSG00000000278,Scpep1,FBgn0051821,CG31821,13
ENSMUSG00000000278,Scpep1,FBgn0051823,CG31823,14
ENSMUSG00000055239,Kcmf1,FBgn0051835,CG31835,9
ENSMUSG00000042428,Mgat3,FBgn0051849,CG31849,14
ENSMUSG00000031221,Igbp1,FBgn0051852,Tap42,17
ENSMUSG00000046717,Igbp1b,FBgn0051852,Tap42,14
ENSMUSG00000074247,Dda1,FBgn0051855,CG31855,14
ENSMUSG00000029151,Slc30a3,FBgn0051860,ZnT33D,12
ENSMUSG00000028836,Slc30a2,FBgn0051860,ZnT33D,11
ENSMUSG00000022315,Slc30a8,FBgn0051860,ZnT33D,10
ENSMUSG00000026563,Tada1,FBgn0051865,Ada1-1,14
ENSMUSG00000026563,Tada1,FBgn0051866,Ada1-2,14
ENSMUSG00000024768,Lipf,FBgn0051871,CG31871,15
ENSMUSG00000024781,Lipa,FBgn0051871,CG31871,15
ENSMUSG00000056078,Lipm,FBgn0051871,CG31871,15
ENSMUSG00000026526,Fh1,FBgn0051874,Fum4,11
ENSMUSG00000044594,Serpinb3a,FBgn0051902,Spn28Da,10
ENSMUSG00000040842,Szrd1,FBgn0051908,CG31908,8
ENSMUSG00000034807,Colgalt1,FBgn0051915,CG31915,16
ENSMUSG00000039787,Cercam,FBgn0051915,CG31915,15
ENSMUSG00000032649,Colgalt2,FBgn0051915,CG31915,14
ENSMUSG00000009076,Zmat5,FBgn0051922,CG31922,12
ENSMUSG00000048875,Pudp,FBgn0051924,CG31924,13
ENSMUSG00000002204,Napsa,FBgn0051928,CG31928,8
ENSMUSG00000036104,Rab3gap1,FBgn0051935,CG31935,16
ENSMUSG00000059278,Naa38,FBgn0051950,Sbat,14
ENSMUSG00000036938,Try5,FBgn0051954,CG31954,11
ENSMUSG00000054106,Try4,FBgn0051954,CG31954,11
ENSMUSG00000057163,Prss2,FBgn0051954,CG31954,11
ENSMUSG00000020520,Galnt10,FBgn0051956,Pgant4,14
ENSMUSG00000096914,Galntl6,FBgn0051956,Pgant4,12
ENSMUSG00000024841,Eif1ad,FBgn0051957,CG31957,15
ENSMUSG00000036430,Tbcc,FBgn0051961,TBCC,15
ENSMUSG00000025571,Tnrc6c,FBgn0051992,gw,9
ENSMUSG00000006369,Fbln1,FBgn0051999,CG31999,10
ENSMUSG00000022533,Atp13a3,FBgn0052000,anne,16
ENSMUSG00000038094,Atp13a4,FBgn0052000,anne,14
ENSMUSG00000048939,Atp13a5,FBgn0052000,anne,13
ENSMUSG00000023147,Get1,FBgn0052022,CG32022,8
ENSMUSG00000032279,Idh3a,FBgn0052026,CG32026,11
ENSMUSG00000032369,Plscr1,FBgn0052056,scramb1,14
ENSMUSG00000032372,Plscr2,FBgn0052056,scramb1,13
ENSMUSG00000074139,1700057G04Rik,FBgn0052056,scramb1,11
ENSMUSG00000008658,Rbfox1,FBgn0052062,Rbfox1,10
ENSMUSG00000025576,Rbfox3,FBgn0052062,Rbfox1,10
ENSMUSG00000039682,Lap3,FBgn0052064,S-Lap4,12
ENSMUSG00000022378,Cyrib,FBgn0052066,CG32066,16
ENSMUSG00000020589,Cyria,FBgn0052066,CG32066,14
ENSMUSG00000020629,Adi1,FBgn0052068,Adi1,15
ENSMUSG00000090000,Ier3ip1,FBgn0052069,CG32069,13
ENSMUSG00000032262,Elovl4,FBgn0052072,Elo68alpha,13
ENSMUSG00000075470,Alg10b,FBgn0052076,Alg10,15
ENSMUSG00000025372,Baiap2,FBgn0052082,IRSp53,10
ENSMUSG00000025738,Fbxl16,FBgn0052085,CG32085,15
ENSMUSG00000023931,Efhb,FBgn0052086,CG32086,8
ENSMUSG00000018171,Vmp1,FBgn0052087,CG32087,10
ENSMUSG00000025894,Aasdhppt,FBgn0052099,CG32099,16
ENSMUSG00000026819,Slc25a25,FBgn0052103,SCaMC,15
ENSMUSG00000040322,Slc25a24,FBgn0052103,SCaMC,15
ENSMUSG00000046329,Slc25a23,FBgn0052103,SCaMC,14
ENSMUSG00000034032,Rpap1,FBgn0052104,CG32104,14
ENSMUSG00000038765,Lmx1b,FBgn0052105,Lmx1a,13
ENSMUSG00000026686,Lmx1a,FBgn0052105,Lmx1a,12
ENSMUSG00000057116,Semp2l2a,FBgn0052110,CG32110,12
ENSMUSG00000091318,Semp2l1,FBgn0052110,CG32110,12
ENSMUSG00000022855,Senp2,FBgn0052110,CG32110,11
ENSMUSG00000033075,Senp1,FBgn0052110,CG32110,11
ENSMUSG00000069712,Semp2l2b,FBgn0052110,CG32110,11
ENSMUSG00000037818,Abhd18,FBgn0052112,CG32112,15
ENSMUSG00000020220,Vps13d,FBgn0052113,Vps13D,15
ENSMUSG00000002221,Paxip1,FBgn0052133,Ptip,11
ENSMUSG00000041609,Bicdl1,FBgn0052137,CG32137,17
ENSMUSG00000026798,Coq4,FBgn0052174,Coq4,15
ENSMUSG00000024425,Ndfip1,FBgn0052177,Ndfip,13
ENSMUSG00000019997,Ccn2,FBgn0052183,Ccn,8
ENSMUSG00000030659,Nucb2,FBgn0052190,NUCB1,13
ENSMUSG00000030824,Nucb1,FBgn0052190,NUCB1,10
ENSMUSG00000036412,Arsi,FBgn0052191,CG32191,12
ENSMUSG00000042082,Arsb,FBgn0052191,CG32191,11
ENSMUSG00000046561,Arsj,FBgn0052191,CG32191,10
ENSMUSG00000002797,Ggct,FBgn0052196,CG32196,15
ENSMUSG00000030282,Cmas,FBgn0052220,Csas,11
ENSMUSG00000066621,Tecpr1,FBgn0052226,Pex23,16
ENSMUSG00000029632,Ndufa4,FBgn0052230,ND-MLRQ,11
ENSMUSG00000040280,Ndufa4l2,FBgn0052230,ND-MLRQ,11
ENSMUSG00000022442,Ttll1,FBgn0052238,TTLL1B,17
ENSMUSG00000022404,Slc25a17,FBgn0052250,PMP34,15
ENSMUSG00000042489,Clspn,FBgn0052251,Claspin,11
ENSMUSG00000035559,Mpv17l2,FBgn0052262,CG32262,14
ENSMUSG00000035559,Mpv17l2,FBgn0052263,CG32263,10
ENSMUSG00000062866,Phactr2,FBgn0052264,CG32264,13
ENSMUSG00000066043,Phactr4,FBgn0052264,CG32264,11
ENSMUSG00000054728,Phactr1,FBgn0052264,CG32264,10
ENSMUSG00000004071,Cdip1,FBgn0052280,CG32280,10
ENSMUSG00000034442,Trmt5,FBgn0052281,CG32281,16
ENSMUSG00000009569,Mrtfb,FBgn0052296,Mrtf,10
ENSMUSG00000036282,Naa30,FBgn0052319,Naa30B,10
ENSMUSG00000109293,Dcst2,FBgn0052320,CG32320,13
ENSMUSG00000026153,Fam135a,FBgn0052333,CG32333,14
ENSMUSG00000036800,Fam135b,FBgn0052333,CG32333,13
ENSMUSG00000029599,Ddx54,FBgn0052344,CG32344,18
ENSMUSG00000032127,Vps11,FBgn0052350,Vps11,14
ENSMUSG00000039682,Lap3,FBgn0052351,S-Lap2,16
ENSMUSG00000016239,Lonrf3,FBgn0052369,CG32369,15
ENSMUSG00000048814,Lonrf2,FBgn0052369,CG32369,13
ENSMUSG00000039633,Lonrf1,FBgn0052369,CG32369,11
ENSMUSG00000027479,Mapre1,FBgn0052371,CG32371,10
ENSMUSG00000029166,Mapre3,FBgn0052371,CG32371,10
ENSMUSG00000021770,Samd8,FBgn0052380,SMSr,15
ENSMUSG00000023806,Rsph3b,FBgn0052392,Rsph3,15
ENSMUSG00000073471,Rsph3a,FBgn0052392,Rsph3,14
ENSMUSG00000061778,Mospd2,FBgn0052407,CG32407,9
ENSMUSG00000061024,Rrs1,FBgn0052409,CG32409,16
ENSMUSG00000024084,Qpct,FBgn0052412,QC,14
ENSMUSG00000030407,Qpctl,FBgn0052412,QC,11
ENSMUSG00000033099,Nol12,FBgn0052418,vito,8
ENSMUSG00000040043,Rbms2,FBgn0052423,shep,13
