"","gene_id","Gene name","description","Datasets with significant neurite enrichment (p<0.1)","Average of significant (p<0.1) log2 enrichment","Datasets with neurite TPM > 10","Detection Rank (extended Table1)","Exclusive significant enrichment in specific cells","Studies with neurite ribosome association","primary motor neurons B","Ascl1 induced neurons B","primary dorsal root ganglia","neuroblastoma line CAD","primary cortical neurons B","neuroblastoma line N2A","Ascl1 induced neurons A","primary motor neurons C","iPSC derived motor neurons","hippocampal tissue B","hippocampal tissue C","Zappulo2017_loc.translation","Shigeoka2016_loc.translation","Ouwenga2017_loc.translation","Ainsley2014_loc.translation"
"601","ENSMUSG00000026083","Eif5b","eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772]","5","0.851277606282957","13","592","not exclusive","1","","1.13549939543911","1.35637142273606","","","0.926095466956177","","3.4074086318799","0.48675572061939","-0.674087139668153","-0.679100253981787","","","","0.154489682097044"
"1044","ENSMUSG00000030602","Pak4","p21 (RAC1) activated kinase 4 [Source:MGI Symbol;Acc:MGI:1917834]","4","0.851378194004998","6","6836","not exclusive","0","1.88920680991255","","0.792176608763314","","1.07576052990219","","0.926232333044417","","-0.42648531159748","","","","","",""
"169","ENSMUSG00000021486","Prelid1","PRELI domain containing 1 [Source:MGI Symbol;Acc:MGI:1913744]","7","0.851910028834908","10","2594","not exclusive","1","","2.01318579033286","1.36832718622438","0.869175429106759","0.540248434156312","0.921178463477269","0.784217278860199","0.680529040892341","","","-0.361581392370855","","0.666014861165428","",""
"85","ENSMUSG00000028063","Lmna","lamin A [Source:MGI Symbol;Acc:MGI:96794]","8","0.852702300303193","10","2722","not exclusive","2","2.29867757737169","1.62428267690733","0.5761866900282","0.87337137170753","0.662123509705095","","1.12916547698957","0.983474446800409","0.416005935755698","","-0.888966982536782","0.402704733283246","0.305827141181072","",""
"2955","ENSMUSG00000025647","Shisa5","shisa family member 5 [Source:MGI Symbol;Acc:MGI:1915044]","2","0.85297038941023","12","1163","not exclusive","1","","","0.558738402647679","","","","1.14720237617278","","","","","","","","0.988287785833798"
"1798","ENSMUSG00000002900","Lamb1","laminin B1 [Source:MGI Symbol;Acc:MGI:96743]","3","0.853475066463529","7","5325","not exclusive","1","","1.54776527893092","0.541593502723788","","","","2.12055934940443","","","","-0.796017865205016","0.550713749060856","","",""
"4626","ENSMUSG00000066306","Numa1","nuclear mitotic apparatus protein 1 [Source:MGI Symbol;Acc:MGI:2443665]","1","0.853595624625063","11","1918","Non-primary","0","","0.853595624625063","","","","","","","","","","","","",""
"2954","ENSMUSG00000040675","Mthfd1l","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836]","2","0.853670247865868","7","5864","not exclusive","0","","","0.775963834482555","","","","0.931376661249182","","","","","","","",""
"1797","ENSMUSG00000005087","Cd44","CD44 antigen [Source:MGI Symbol;Acc:MGI:88338]","3","0.85381753080879","5","7835","not exclusive","0","","1.83169637303928","-2.37975240708203","","-0.470097339985682","","0.523584276380913","","","","4.76365675169147","","","",""
"1043","ENSMUSG00000019738","Polr2i","polymerase (RNA) II (DNA directed) polypeptide I [Source:MGI Symbol;Acc:MGI:1917170]","4","0.853822196914188","11","2109","not exclusive","0","","","1.05952006050197","1.49650554287245","0.440581912866106","","","","0.41868127141622","","","","","",""
"2953","ENSMUSG00000034875","Nudt19","nudix (nucleoside diphosphate linked moiety X)-type motif 19 [Source:MGI Symbol;Acc:MGI:94203]","2","0.854298029596925","9","4192","Primary","1","","","","","0.533893310418127","","","1.17470274877572","","","","","","","0.365867261572783"
"2952","ENSMUSG00000050730","Arhgap42","Rho GTPase activating protein 42 [Source:MGI Symbol;Acc:MGI:1918794]","2","0.854533567349077","4","9292","not exclusive","0","","0.968547595462998","-0.658783024669477","","","","","","","","2.25383613125371","","","",""
"1042","ENSMUSG00000038762","Abcf1","ATP-binding cassette, sub-family F (GCN20), member 1 [Source:MGI Symbol;Acc:MGI:1351658]","4","0.855422998995853","12","950","not exclusive","2","1.81573227478247","","0.620643506544463","","","","0.557690651301904","1.67668021258893","","","-0.393631650238507","","0.816581931951506","","0.557166759620747"
"1041","ENSMUSG00000034271","Jdp2","Jun dimerization protein 2 [Source:MGI Symbol;Acc:MGI:1932093]","4","0.855453868486764","6","7266","not exclusive","1","","1.37996850110681","1.02961294274402","","","","1.49138231785333","1.56628495554702","","","-1.18997937481735","0.696468820435763","","",""
"2951","ENSMUSG00000014907","Naf1","nuclear assembly factor 1 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:2682306]","2","0.855858990499177","6","7298","not exclusive","1","","0.638375669262645","","","1.07334231173571","","","","","","","","","","0.847741215839375"
"1796","ENSMUSG00000056131","Pgm3","phosphoglucomutase 3 [Source:MGI Symbol;Acc:MGI:97566]","3","0.856491130598825","4","9132","not exclusive","0","","2.52680024864732","0.912756688494585","","-0.605380432707893","","0.591788017961284","","","","","","","",""
"2950","ENSMUSG00000020902","Ntn1","netrin 1 [Source:MGI Symbol;Acc:MGI:105088]","2","0.856518582149439","3","9614","not exclusive","0","","","1.68392410946798","","","","-0.853359597321749","","-0.649779531804423","","3.24528934825595","","","",""
"330","ENSMUSG00000041801","Phlda3","pleckstrin homology like domain, family A, member 3 [Source:MGI Symbol;Acc:MGI:1351485]","6","0.856600759091373","8","4805","not exclusive","1","","1.31759470832014","1.42868587622081","","1.50164294561925","0.86069977741748","0.587749672219155","","-0.529627311712841","","0.829459645555612","","0.0187719984356668","",""
"1795","ENSMUSG00000021681","Aggf1","angiogenic factor with G patch and FHA domains 1 [Source:MGI Symbol;Acc:MGI:1913799]","3","0.856905753844106","9","3841","Primary","0","","","0.520320355021749","","0.731534492003779","","","2.34914681812678","","","-0.173378649775888","","","",""
"4625","ENSMUSG00000061374","Fiz1","Flt3 interacting zinc finger protein 1 [Source:MGI Symbol;Acc:MGI:1344336]","1","0.857033007441235","6","7194","Primary","0","","","","","0.857033007441235","","","","","","","","","",""
"600","ENSMUSG00000026764","Kif5c","kinesin family member 5C [Source:MGI Symbol;Acc:MGI:1098269]","5","0.857583120092698","17","15","not exclusive","1","","0.46614179363825","0.74201293791249","","0.457576682691019","","-1.46391361222092","3.18815611982855","1.75552479870679","","","","0.601095033242081","",""
"1040","ENSMUSG00000029310","Nudt9","nudix (nucleoside diphosphate linked moiety X)-type motif 9 [Source:MGI Symbol;Acc:MGI:1921417]","4","0.857830862855326","11","2379","not exclusive","0","","","","1.0209714307049","0.555232974133498","","0.402855221345393","1.45226382523751","","","","","","",""
"1039","ENSMUSG00000067367","Lyar","Ly1 antibody reactive clone [Source:MGI Symbol;Acc:MGI:107470]","4","0.857852867139351","11","2243","not exclusive","0","","1.0711501100035","1.36198001522162","","","","0.518634835361969","1.91709026055344","","","-0.579590885443776","","","",""
"4624","ENSMUSG00000035351","Nup37","nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964]","1","0.857993736818045","4","8963","Non-primary","0","","0.857993736818045","","","","","","","","","","","","",""
"1794","ENSMUSG00000005583","Mef2c","myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]","3","0.858131743471589","8","4639","not exclusive","3","","2.42314051438299","-0.500121979505665","","-0.472810258678291","","1.81790797467409","1.02254246648482","","","","0.0608564988730278","0.258114978490418","","0.230340211935304"
"84","ENSMUSG00000001313","Rnd2","Rho family GTPase 2 [Source:MGI Symbol;Acc:MGI:1338755]","8","0.859172632283792","12","1418","not exclusive","1","-1.35715406928893","","0.828742980827463","0.872202101972713","1.03276567611284","0.849022069122427","-0.380720853281313","2.86182295669958","0.35871111314514","0.98496955959331","2.5413647879347","","0.629253030895581","",""
"1038","ENSMUSG00000029823","Luc7l2","LUC7-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2183260]","4","0.859183344416042","12","1324","not exclusive","0","","0.361914529587217","0.410471181897107","","","","","2.29096658895072","","","0.373381077229124","","","",""
"2949","ENSMUSG00000004768","Rab23","RAB23, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:99833]","2","0.859249978286979","3","10041","Primary","0","","","","","","","","1.43765274356042","","","0.280847213013539","","","",""
"1037","ENSMUSG00000027968","Larp7","La ribonucleoprotein domain family, member 7 [Source:MGI Symbol;Acc:MGI:107634]","4","0.859284325191486","9","3708","not exclusive","0","","1.06525790435232","1.05818739979226","","","0.984787160762953","","2.36133591511202","","","-1.17314675406212","","","",""
"1036","ENSMUSG00000050552","Lamtor4","late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:MGI Symbol;Acc:MGI:1913346]","4","0.85941375763312","11","2307","not exclusive","1","","","0.40847310891764","1.50240857541079","0.437244276677732","1.08952906952632","","","","","","","0.878764176769652","",""
"329","ENSMUSG00000014932","Yes1","YES proto-oncogene 1, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:99147]","6","0.859676186015825","3","9628","not exclusive","1","","2.1204850516821","","-2.2601392291215","0.60366416216338","","0.589559748511992","2.2827920170772","0.338730518320268","","2.34264103347733","","","","0.345789180145008"
"328","ENSMUSG00000025867","Cplx2","complexin 2 [Source:MGI Symbol;Acc:MGI:104726]","6","0.859861562752555","10","2551","not exclusive","0","-1.78042480713338","-1.18308828943123","2.26201768173784","1.96996767174898","0.595566584018453","2.14977265073882","-1.98446928078568","4.80617843670988","","","0.903233417169295","","","",""
"327","ENSMUSG00000031538","Plat","plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610]","6","0.860137206884897","11","1964","not exclusive","0","","1.65653093285167","1.04142241154514","","-0.634542658026435","","2.0311828746054","","0.781608555645064","0.702330163525579","0.442428168047861","","","",""
"2948","ENSMUSG00000026880","Stom","stomatin [Source:MGI Symbol;Acc:MGI:95403]","2","0.860504852850709","5","7537","not exclusive","0","","","","","-0.51370032480118","","0.962273455903557","","","","2.13294142744975","","","",""
"4623","ENSMUSG00000010290","AI597479","expressed sequence AI597479 [Source:MGI Symbol;Acc:MGI:2138299]","1","0.86118641904202","4","8693","not exclusive","0","","","","","-0.474748459024077","","-0.437465708012479","3.49577342416262","","","","","","",""
"1793","ENSMUSG00000030346","Rad51ap1","RAD51 associated protein 1 [Source:MGI Symbol;Acc:MGI:1098224]","3","0.861332068771667","5","8138","not exclusive","0","","1.27319595397586","0.943847765211958","","","","0.366952487127182","","","","","","","",""
"1035","ENSMUSG00000038740","Mvb12b","multivesicular body subunit 12B [Source:MGI Symbol;Acc:MGI:1919793]","4","0.861432528160526","12","1219","not exclusive","0","","","","","0.715922175907172","","0.524142195647371","","","0.742427600832688","1.46323814025487","","","",""
"2947","ENSMUSG00000062110","Scfd2","Sec1 family domain containing 2 [Source:MGI Symbol;Acc:MGI:2443446]","2","0.861548274576013","3","10440","Primary","0","","","0.551630688665873","","","","","2.73802184464018","","","-0.705007709578017","","","",""
"599","ENSMUSG00000064254","Ethe1","ethylmalonic encephalopathy 1 [Source:MGI Symbol;Acc:MGI:1913321]","5","0.86167950261784","5","8348","not exclusive","1","","","1.18206538572864","1.01339529958201","0.51665184940465","","1.11055525127676","","0.48572972709714","","","","0.124364489636293","",""
"598","ENSMUSG00000033701","Acbd6","acyl-Coenzyme A binding domain containing 6 [Source:MGI Symbol;Acc:MGI:1919732]","5","0.86201064512274","9","3930","not exclusive","0","","","0.789693722476832","0.85554185653352","1.1810073671428","0.803619187020219","","1.8590569692908","","","-0.316855231727723","","","",""
"1792","ENSMUSG00000040913","Fbxw4","F-box and WD-40 domain protein 4 [Source:MGI Symbol;Acc:MGI:1354698]","3","0.862811403000506","6","6636","not exclusive","1","","","0.887399197086085","","","","-0.535271872861981","2.07570861972755","1.02340966805037","","","","0.254595228783731","",""
"326","ENSMUSG00000073982","Rhog","ras homolog family member G [Source:MGI Symbol;Acc:MGI:1928370]","6","0.865005139508061","7","5893","not exclusive","2","","","0.665926070172348","0.921479689541126","0.696242617877206","","0.581570414482929","","-0.693317359548804","0.760237632354032","3.12289691167759","0.166040570999249","","","0.103736754043503"
"168","ENSMUSG00000016344","Ppdpf","pancreatic progenitor cell differentiation and proliferation factor [Source:MGI Symbol;Acc:MGI:1913746]","7","0.865202408682381","11","1973","not exclusive","0","","","0.943503514254959","1.09475858015356","0.824509841205545","1.15714692356741","","0.922348094285425","0.701351269792624","","0.412798637517146","","","",""
"325","ENSMUSG00000026385","Dbi","diazepam binding inhibitor [Source:MGI Symbol;Acc:MGI:94865]","6","0.86566175268859","14","235","not exclusive","1","","0.674545090639699","-0.329502996931898","0.757662502490979","0.640368976009529","","0.592572538107839","","","0.742435716147948","2.98155044235604","0.321562734785875","","",""
"2946","ENSMUSG00000020409","Slu7","SLU7 splicing factor homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2385598]","2","0.866607892880835","11","2294","not exclusive","1","","0.912838082578978","","","","","","0.820377703182693","","","","","0.32225263981228","",""
"324","ENSMUSG00000001729","Akt1","thymoma viral proto-oncogene 1 [Source:MGI Symbol;Acc:MGI:87986]","6","0.86689470565116","11","1665","not exclusive","1","","0.441344657697116","0.807748787631445","","1.25128880051588","","","0.672439900663549","","0.795520761577281","1.23302532582169","","0.766914352757137","",""
"323","ENSMUSG00000025204","Ndufb8","NADH:ubiquinone oxidoreductase subunit B8 [Source:MGI Symbol;Acc:MGI:1914514]","6","0.867112500355625","13","515","not exclusive","0","","","0.889388932332593","1.31043993971186","","1.11146056064306","0.356444318071935","1.01909793643941","0.515843314934894","","","","","",""
"2945","ENSMUSG00000037351","Actr1b","ARP1 actin-related protein 1B, centractin beta [Source:MGI Symbol;Acc:MGI:1917446]","2","0.867622504707296","13","509","not exclusive","1","","","","","","","0.879773055672035","2.45030134538553","","","-0.72720688693568","","","","0.0686001115448968"
"597","ENSMUSG00000030538","Cib1","calcium and integrin binding 1 (calmyrin) [Source:MGI Symbol;Acc:MGI:1344418]","5","0.867748711361726","9","4211","not exclusive","1","","","0.604491174961792","0.856988736330387","0.829917579426051","","0.449483281025449","","","","1.59786278506495","","0.184982401251467","",""
"4622","ENSMUSG00000043059","Zfp513","zinc finger protein 513 [Source:MGI Symbol;Acc:MGI:2141255]","1","0.867780291602584","7","6202","Primary","0","","","","","0.867780291602584","","","","","","","","","",""
"1791","ENSMUSG00000001666","Ddt","D-dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:1298381]","3","0.868058047898342","6","7023","not exclusive","1","","","0.812180224931956","","","1.35324017719033","","","","0.438753741572743","","","","","0.848856664807585"
"596","ENSMUSG00000039298","Cdk5rap2","CDK5 regulatory subunit associated protein 2 [Source:MGI Symbol;Acc:MGI:2384875]","5","0.868159513763492","8","4679","not exclusive","0","","1.07333407602034","0.799550900894203","","0.607680336350728","","-0.408850576198159","1.42885963497514","","","1.7083827105387","","","",""
"2944","ENSMUSG00000055612","Cdca7","cell division cycle associated 7 [Source:MGI Symbol;Acc:MGI:1914203]","2","0.868802610745742","8","5102","not exclusive","0","","","1.15064207699374","","","","-0.410794402645596","","","","1.86656015788909","","","",""
"595","ENSMUSG00000021290","Atp5mpl","ATP synthase membrane subunit 6.8PL [Source:MGI Symbol;Acc:MGI:1917507]","5","0.868858740809497","13","478","not exclusive","0","","0.453550939150844","1.2422493733047","","0.585833502471772","","","1.33770666183922","0.724953227280953","","","","","",""
"2943","ENSMUSG00000021411","Pxdc1","PX domain containing 1 [Source:MGI Symbol;Acc:MGI:1914145]","2","0.86913858492651","3","10703","Non-primary","0","","0.973436419884027","","","","","0.764840749968993","","","","","","","",""
"1790","ENSMUSG00000028647","Mycbp","MYC binding protein [Source:MGI Symbol;Acc:MGI:1891750]","3","0.869190228659753","5","8196","not exclusive","1","","1.43074319390775","","","","","0.51402408102533","","","","0.662803411046179","","","","0.630786391522588"
"1789","ENSMUSG00000028898","Trnau1ap","tRNA selenocysteine 1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1919037]","3","0.869293812239456","10","3051","not exclusive","0","","","0.731622613407916","0.90264184492841","","0.973616978382043","","","","","","","","",""
"4621","ENSMUSG00000030423","Pop4","processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913411]","1","0.870385298869812","9","4080","Non-primary","0","","0.870385298869812","","","","","","","","","","","","",""
"322","ENSMUSG00000022452","Smdt1","single-pass membrane protein with aspartate rich tail 1 [Source:MGI Symbol;Acc:MGI:1916279]","6","0.871938218594387","13","565","not exclusive","0","","","0.541366471145122","1.29483659337105","1.08352120437019","0.804505384904975","","1.00483366409747","","","0.502565993677514","","","",""
"4620","ENSMUSG00000022204","Ngdn","neuroguidin, EIF4E binding protein [Source:MGI Symbol;Acc:MGI:1916216]","1","0.872121152949527","11","1864","Non-primary","1","","","","","","0.872121152949527","","","","","","","","","0.604015616285555"
"1034","ENSMUSG00000028990","Lzic","leucine zipper and CTNNBIP1 domain containing [Source:MGI Symbol;Acc:MGI:1916401]","4","0.87290252767506","11","2445","not exclusive","0","","1.48225422021372","0.459275807733913","","","","0.439619352977861","","","","1.11046072977475","","","",""
"1788","ENSMUSG00000048707","Tprn","taperin [Source:MGI Symbol;Acc:MGI:2139535]","3","0.873783607298323","3","10706","not exclusive","1","","","","","0.873710548914164","","0.537653122919183","","","","1.20998715006162","","0.230739147438404","",""
"2942","ENSMUSG00000026192","Atic","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:MGI Symbol;Acc:MGI:1351352]","2","0.873840201966283","9","3839","Non-primary","0","","0.898439851513051","","","","","0.849240552419515","","","","","","","",""
"321","ENSMUSG00000037499","Nenf","neuron derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1913458]","6","0.873998062139375","12","1588","not exclusive","1","","-0.574171895129211","1.04649884822259","1.58221060252481","1.06341975094215","1.34486386141766","","1.17236603822944","0.482799228768184","","","","","","0.843837144450641"
"1033","ENSMUSG00000071076","Jund","jun D proto-oncogene [Source:MGI Symbol;Acc:MGI:96648]","4","0.874506204568382","7","5475","not exclusive","0","","","0.977424024659771","","1.08343642536992","0.809013705606984","0.628150662636858","","","","","","","",""
"2941","ENSMUSG00000036160","Surf6","surfeit gene 6 [Source:MGI Symbol;Acc:MGI:98447]","2","0.874983183393686","9","4188","not exclusive","1","","","","","","","0.409572752564404","1.34039361422297","","","","","0.935471255377395","",""
"1787","ENSMUSG00000034192","Lsm3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:1914928]","3","0.875266724294535","9","4011","not exclusive","1","","1.36044322625898","0.913124704002383","","","","","","0.352232242622242","","","","0.113023073914744","",""
"4619","ENSMUSG00000025785","Exosc7","exosome component 7 [Source:MGI Symbol;Acc:MGI:1913696]","1","0.875887408915517","7","5807","Non-primary","1","","","","0.875887408915517","","","","","","","","","","","0.401561628555494"
"4618","ENSMUSG00000003500","Impdh1","inosine monophosphate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:96567]","1","0.87593672541591","7","5714","Non-primary","0","","","","","","","0.87593672541591","","","","","","","",""
"1032","ENSMUSG00000029730","Mcm7","minichromosome maintenance complex component 7 [Source:MGI Symbol;Acc:MGI:1298398]","4","0.876240076456028","10","2562","not exclusive","0","1.41950175050988","","0.963137647926411","","","","","1.70994305156259","-0.48710112380776","","0.77571905608902","","","",""
"1786","ENSMUSG00000001768","Rin2","Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280]","3","0.876552864156366","6","6679","not exclusive","1","","-0.889463374485642","0.643122399112616","","","","-0.874847122880471","2.57319947442925","","","2.93075294460608","","","","0.876185164528723"
"4617","ENSMUSG00000031505","Naxd","NAD(P)HX dehydratase [Source:MGI Symbol;Acc:MGI:1913353]","1","0.876692578864427","11","2383","Non-primary","0","","","","0.876692578864427","","","","","","","","","","",""
"1785","ENSMUSG00000023883","Phf10","PHD finger protein 10 [Source:MGI Symbol;Acc:MGI:1919307]","3","0.876903221852281","9","4176","Primary","0","","","0.495170096434545","","0.514180502839999","","","1.6213590662823","","","","","","",""
"1031","ENSMUSG00000028668","Eloa","elongin A [Source:MGI Symbol;Acc:MGI:1351315]","4","0.877372049903176","6","7031","not exclusive","0","","1.31661898177759","0.564550881935442","","","","0.511105475771451","1.11721286012822","","","","","","",""
"1784","ENSMUSG00000035683","Melk","maternal embryonic leucine zipper kinase [Source:MGI Symbol;Acc:MGI:106924]","3","0.877528200067597","6","6960","not exclusive","0","","1.23425513551076","0.845782222595346","","","","0.552547242096684","","","","","","","",""
"1030","ENSMUSG00000049230","Gm9833","predicted gene 9833 [Source:MGI Symbol;Acc:MGI:3641855]","4","0.87836588915991","9","4242","not exclusive","0","","1.08493506823939","0.577089938844652","","","","-0.679172176438235","2.94543770004426","0.463538915109491","","","","","",""
"1783","ENSMUSG00000015149","Sirt2","sirtuin 2 [Source:MGI Symbol;Acc:MGI:1927664]","3","0.878380397537646","11","1868","Primary","1","","","","","0.766929290455366","","","","","0.515866130755168","1.3523457714024","","","","0.841048522030117"
"2940","ENSMUSG00000038954","Supt3","SPT3, SAGA and STAGA complex component [Source:MGI Symbol;Acc:MGI:1923723]","2","0.878516258445898","3","10252","Non-primary","1","","","","","","0.828120465832992","","","0.928912051058804","","","","0.336722721939773","",""
"1029","ENSMUSG00000025745","Hadha","hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit [Source:MGI Symbol;Acc:MGI:2135593]","4","0.878586260534409","11","1763","not exclusive","2","","0.510730485600705","","","","","0.45426777271682","1.26974364833974","","","1.27960313548037","","0.0625733281188893","0.261437908496732",""
"320","ENSMUSG00000030605","Mfge8","milk fat globule-EGF factor 8 protein [Source:MGI Symbol;Acc:MGI:102768]","6","0.878857592991491","11","1790","not exclusive","2","","0.435445749039682","0.723661385273316","1.01849913157946","-0.434390459789513","","1.50270877502191","","-0.401512277558237","0.913072377611364","3.27337606275395","","0.751271020727415","","0.514779698828779"
"1782","ENSMUSG00000037364","Srrt","serrate RNA effector molecule homolog (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1933527]","3","0.878903597467748","11","1808","not exclusive","1","","","0.471088190951316","","","","0.56388991866001","1.60173268279192","","","","","0.685177942901838","",""
"2939","ENSMUSG00000021193","Pitrm1","pitrilysin metallepetidase 1 [Source:MGI Symbol;Acc:MGI:1916867]","2","0.878915451261671","10","2806","not exclusive","0","","2.65049941784224","","","-0.575941941346842","","0.562188877289616","","","","","","","",""
"1028","ENSMUSG00000004451","Ralb","v-ral simian leukemia viral oncogene B [Source:MGI Symbol;Acc:MGI:1927244]","4","0.878936374133479","9","3887","not exclusive","1","","0.867759156472413","0.598507427424024","","","","1.01184389224221","","","","1.03763502039527","0.817430503380917","","",""
"4616","ENSMUSG00000028729","Ebna1bp2","EBNA1 binding protein 2 [Source:MGI Symbol;Acc:MGI:1916322]","1","0.879065212193828","11","2104","Non-primary","1","","0.879065212193828","","","","","","","","","","","0.770825185764568","",""
"1781","ENSMUSG00000026203","Dnajb2","DnaJ heat shock protein family (Hsp40) member B2 [Source:MGI Symbol;Acc:MGI:1928739]","3","0.879170599938828","10","3103","Primary","0","","","","","0.578320358497541","","","1.11171833046564","","","0.947473110853307","","","",""
"1780","ENSMUSG00000026269","Rnpepl1","arginyl aminopeptidase (aminopeptidase B)-like 1 [Source:MGI Symbol;Acc:MGI:1914170]","3","0.879723331304663","9","4298","not exclusive","2","","","","","0.698107184894015","","0.553925613416998","","","","1.38713719560298","0.955672426746807","0.479468126710989","",""
"319","ENSMUSG00000017493","Igfbp4","insulin-like growth factor binding protein 4 [Source:MGI Symbol;Acc:MGI:96439]","6","0.879872112889655","9","3549","not exclusive","0","","0.756017625048493","1.4114392174164","0.727641842766659","0.904291299284804","","1.03720954846626","1.85260158172798","-0.530096324483015","","","","","",""
"1779","ENSMUSG00000032077","Bud13","BUD13 homolog [Source:MGI Symbol;Acc:MGI:2443443]","3","0.879996401973417","5","8315","not exclusive","0","","1.48171223658892","0.579096456899408","","","","0.579180512431926","","","","","","","",""
"594","ENSMUSG00000026626","Ppp2r5a","protein phosphatase 2, regulatory subunit B', alpha [Source:MGI Symbol;Acc:MGI:2388479]","5","0.880091525577244","12","1573","not exclusive","1","","0.956477481321703","1.05139717932373","","1.04769816604617","","0.56020892813995","","","","0.784675873054669","","0.469691044192413","",""
"593","ENSMUSG00000024845","Tmem134","transmembrane protein 134 [Source:MGI Symbol;Acc:MGI:1914240]","5","0.880266863721851","9","4174","not exclusive","0","","","1.21388769098764","0.922114778251707","0.888191178943464","","0.416911973477524","","","","0.960228696948924","","","",""
"1778","ENSMUSG00000018849","Wwc1","WW, C2 and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:2388637]","3","0.880332176001192","7","5427","not exclusive","0","","","1.95682179837915","","1.00834803502236","","-0.693927209112214","","","","1.25008607971547","","","",""
"1027","ENSMUSG00000028173","Wls","wntless WNT ligand secretion mediator [Source:MGI Symbol;Acc:MGI:1915401]","4","0.880376511667736","7","5851","not exclusive","1","","0.440331639660904","0.462094726597407","","","","0.513444486782954","","","","2.10563519362968","0.930879038317055","","",""
"2938","ENSMUSG00000041734","Kirrel","kirre like nephrin family adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1891396]","2","0.880477380619334","4","8602","not exclusive","1","","","","-0.908850783651117","","","1.48443413131231","","","","2.06584879419681","0.587528174305034","","",""
"2937","ENSMUSG00000015790","Surf1","surfeit gene 1 [Source:MGI Symbol;Acc:MGI:98443]","2","0.880858486622876","12","1546","not exclusive","0","","","","","","0.779791221486579","","0.981925751759172","","","","","","",""
"1026","ENSMUSG00000024790","Sac3d1","SAC3 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913656]","4","0.881540692916419","6","7056","not exclusive","0","","","","1.23592213089012","0.893247896159745","0.984120662148165","0.412872082467645","","","","","","","",""
"167","ENSMUSG00000020307","Cdc34","cell division cycle 34 [Source:MGI Symbol;Acc:MGI:102657]","7","0.881800672464559","11","1735","not exclusive","0","1.87049541283262","1.05557349301014","0.908448313968241","1.23182106558321","0.84555716629245","1.0448821733295","0.395204305348375","","-0.297576550648067","","","","","",""
"1777","ENSMUSG00000000738","Spg7","SPG7, paraplegin matrix AAA peptidase subunit [Source:MGI Symbol;Acc:MGI:2385906]","3","0.882002656639249","11","2112","not exclusive","0","","","","","0.747526712002658","","0.395336870856323","1.50314438705877","","","","","","",""
"1025","ENSMUSG00000005054","Cstb","cystatin B [Source:MGI Symbol;Acc:MGI:109514]","4","0.882187380836617","13","658","not exclusive","0","","0.50750597645019","1.32069777371869","1.07831708300578","","","0.622228690171811","","","","","","","",""
"43","ENSMUSG00000031818","Cox4i1","cytochrome c oxidase subunit 4I1 [Source:MGI Symbol;Acc:MGI:88473]","9","0.882632575387991","14","210","not exclusive","2","","0.41701047093443","0.919100795580035","1.34782991843787","0.886711902334684","0.933741455078751","0.397394701207714","1.7066005661443","0.488003408301889","","0.847299960472246","","0.831834180680485","","0.313998884551032"
"1024","ENSMUSG00000008090","Fgfrl1","fibroblast growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:2150920]","4","0.88269247876509","6","6624","not exclusive","1","","-0.885461289295264","0.586225236628603","1.36218672250685","1.50382665108896","","","","-0.520764351894378","","3.25014190355577","","0.465780211184982","",""
"1023","ENSMUSG00000030259","Rassf8","Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 [Source:MGI Symbol;Acc:MGI:1918573]","4","0.882821019942397","5","7695","not exclusive","1","","1.97533315880558","0.998285325245474","-0.895659346058627","","","0.748371167995473","","","","1.58777479372408","0.823441021788129","","",""
