ensembl_gene_id	Gene	flygene	flygenename	soma_log2FC	neurite_log2FC	log2FC_LR_v1	pvalue_v1	minusdox_log2LR	plusdox_log2LR	log2FC_LR_v2	pvalue_v2	log2FC_LR_final	pvalue_final	pvalue.adjust	CLIPin3UTR
ENSMUSG00000003604	Aven			 2.30e-01	-7.04e-02	-0.300893	 9.20e-03	 5.45e-01	 2.45e-01	-0.300869	 6.00e-03	-0.300893	 9.20e-03	 7.86e-02	no
ENSMUSG00000070953	Rabepk			 9.19e-02	-9.64e-02	-0.188234	 1.69e-01	 6.28e-01	 4.40e-01	-0.188452	 1.85e-01	-0.188452	 1.85e-01	 4.66e-01	no
ENSMUSG00000027067	Ssrp1	FBgn0026582	Hmg-2	 1.05e-01	 1.67e-01	 0.062104	 3.25e-01	 1.62e-01	 2.24e-01	 0.062104	 3.29e-01	 0.062104	 3.29e-01	 6.20e-01	no
ENSMUSG00000051950	B3glct	FBgn0031765	CG9109	-6.60e-01	-6.72e-01	-0.012036	 9.48e-01	-3.59e-01	-3.71e-01	-0.012036	 9.47e-01	-0.012036	 9.48e-01	 9.78e-01	no
ENSMUSG00000025583	Rptor	FBgn0029840	raptor	 2.20e-01	-1.91e-01	-0.411611	 3.22e-04	-7.32e-01	-1.14e+00	-0.411409	 1.65e-03	-0.411409	 1.65e-03	 2.42e-02	no
ENSMUSG00000025474	Tubgcp2	FBgn0035800	CG7716	 6.86e-02	 8.10e-02	 0.012391	 9.03e-01	-1.24e-01	-1.11e-01	 0.012391	 9.14e-01	 0.012391	 9.14e-01	 9.66e-01	no
ENSMUSG00000025474	Tubgcp2	FBgn0026430	Grip84	 6.86e-02	 8.10e-02	 0.012391	 9.03e-01	-1.24e-01	-1.11e-01	 0.012391	 9.14e-01	 0.012391	 9.14e-01	 9.66e-01	no
ENSMUSG00000027560	Dok5	FBgn0029944	Dok	-8.35e-01	-5.92e-01	 0.242491	 1.77e-01	 4.45e-01	 6.87e-01	 0.242382	 1.45e-01	 0.242491	 1.77e-01	 4.55e-01	no
ENSMUSG00000027560	Dok5	FBgn0032042	CG13398	-8.35e-01	-5.92e-01	 0.242491	 1.77e-01	 4.45e-01	 6.87e-01	 0.242382	 1.45e-01	 0.242491	 1.77e-01	 4.55e-01	no
ENSMUSG00000111375	Btbd8			 3.13e-01	 4.18e-01	 0.104584	 4.44e-01	-4.02e-01	-2.98e-01	 0.104953	 4.64e-01	 0.104953	 4.64e-01	 7.31e-01	no
ENSMUSG00000025470	Zfp511	FBgn0016970	l(2)k10201	-1.29e-02	-6.36e-02	-0.050747	 7.09e-01	 2.86e-01	 2.36e-01	-0.050633	 6.93e-01	-0.050747	 7.09e-01	 8.76e-01	no
ENSMUSG00000027495	Fam210b	FBgn0039970	CG17508	 4.31e-02	-2.17e-01	-0.259880	 1.20e-01	 1.71e-01	-8.93e-02	-0.260184	 1.38e-01	-0.260184	 1.38e-01	 3.95e-01	no
ENSMUSG00000027495	Fam210b	FBgn0031504	CG15403	 4.31e-02	-2.17e-01	-0.259880	 1.20e-01	 1.71e-01	-8.93e-02	-0.260184	 1.38e-01	-0.260184	 1.38e-01	 3.95e-01	no
ENSMUSG00000033955	Tnks1bp1			 1.90e-01	 3.91e-01	 0.200719	 3.48e-01	-2.53e-01	-5.20e-02	 0.200297	 5.20e-01	 0.200297	 5.20e-01	 7.67e-01	no
ENSMUSG00000025466	Fuom			 1.86e-01	 9.74e-02	-0.089147	 6.02e-01	 9.16e-01	 8.27e-01	-0.088969	 5.45e-01	-0.089147	 6.02e-01	 8.15e-01	no
ENSMUSG00000035949	Fbxw2			 2.38e-02	-2.91e-03	-0.026723	 7.90e-01	 3.50e-01	 3.23e-01	-0.026756	 7.83e-01	-0.026723	 7.90e-01	 9.14e-01	no
ENSMUSG00000029363	Rfc5	FBgn0032244	RfC3	 4.71e-01	 5.71e-01	 0.099760	 4.74e-01	 3.84e-01	 4.83e-01	 0.099820	 5.10e-01	 0.099820	 5.10e-01	 7.61e-01	yes
ENSMUSG00000025465	Echs1	FBgn0033879	Echs1	 5.63e-02	 5.79e-02	 0.001622	 9.83e-01	 6.16e-01	 6.18e-01	 0.001622	 9.84e-01	 0.001622	 9.84e-01	 9.92e-01	no
ENSMUSG00000025464	Paox	FBgn0002036	CG10561	-5.88e-02	-2.33e-01	-0.174758	 2.96e-01	 8.99e-02	-8.42e-02	-0.174121	 2.70e-01	-0.174758	 2.96e-01	 5.91e-01	no
ENSMUSG00000025464	Paox	FBgn0037606	CG8032	-5.88e-02	-2.33e-01	-0.174758	 2.96e-01	 8.99e-02	-8.42e-02	-0.174121	 2.70e-01	-0.174758	 2.96e-01	 5.91e-01	no
ENSMUSG00000025464	Paox	FBgn0036749	CG7460	-5.88e-02	-2.33e-01	-0.174758	 2.96e-01	 8.99e-02	-8.42e-02	-0.174121	 2.70e-01	-0.174758	 2.96e-01	 5.91e-01	no
ENSMUSG00000025464	Paox	FBgn0036750	CG6034	-5.88e-02	-2.33e-01	-0.174758	 2.96e-01	 8.99e-02	-8.42e-02	-0.174121	 2.70e-01	-0.174758	 2.96e-01	 5.91e-01	no
ENSMUSG00000025464	Paox	FBgn0035943	CG5653	-5.88e-02	-2.33e-01	-0.174758	 2.96e-01	 8.99e-02	-8.42e-02	-0.174121	 2.70e-01	-0.174758	 2.96e-01	 5.91e-01	no
ENSMUSG00000025464	Paox	FBgn0033584	CG7737	-5.88e-02	-2.33e-01	-0.174758	 2.96e-01	 8.99e-02	-8.42e-02	-0.174121	 2.70e-01	-0.174758	 2.96e-01	 5.91e-01	no
ENSMUSG00000061578	Ksr2			-4.38e-01	 4.18e+00	 4.620358	3.81e-218	-5.18e-01	 4.10e+00	 4.620358	1.61e-214	 4.620358	1.61e-214	3.26e-211	yes
ENSMUSG00000039018	Mtg1	FBgn0039020	CG17141	 4.21e-01	 3.58e-01	-0.063024	 6.93e-01	 7.94e-02	 1.69e-02	-0.062481	 6.69e-01	-0.063024	 6.93e-01	 8.67e-01	no
ENSMUSG00000027496	Aurka	FBgn0000147	aurA	 1.67e+00	 1.24e+00	-0.430198	 4.30e-03	 7.26e-01	 2.96e-01	-0.429310	 2.29e-03	-0.430198	 4.30e-03	 4.69e-02	no
ENSMUSG00000108218	Olfr1372-ps1			 3.51e-01	 2.78e-02	-0.323294	 1.73e-02	-1.84e-01	-5.07e-01	-0.323119	 4.04e-02	-0.323119	 4.04e-02	 1.94e-01	no
ENSMUSG00000102644	Thap6			 1.47e-01	-1.37e-01	-0.284417	 4.35e-02	 2.22e-01	-6.24e-02	-0.284464	 5.15e-02	-0.284464	 5.15e-02	 2.23e-01	no
ENSMUSG00000027346	Gpcpd1	FBgn0038008	CG3942	 5.36e-01	 5.15e-01	-0.020389	 8.20e-01	-3.51e-02	-5.54e-02	-0.020207	 8.22e-01	-0.020207	 8.22e-01	 9.26e-01	no
ENSMUSG00000027346	Gpcpd1	FBgn0034588	CG9394	 5.36e-01	 5.15e-01	-0.020389	 8.20e-01	-3.51e-02	-5.54e-02	-0.020207	 8.22e-01	-0.020207	 8.22e-01	 9.26e-01	no
ENSMUSG00000027346	Gpcpd1	FBgn0036836	CG11619	 5.36e-01	 5.15e-01	-0.020389	 8.20e-01	-3.51e-02	-5.54e-02	-0.020207	 8.22e-01	-0.020207	 8.22e-01	 9.26e-01	no
ENSMUSG00000027346	Gpcpd1	FBgn0036837	CG18135	 5.36e-01	 5.15e-01	-0.020389	 8.20e-01	-3.51e-02	-5.54e-02	-0.020207	 8.22e-01	-0.020207	 8.22e-01	 9.26e-01	no
ENSMUSG00000027346	Gpcpd1	FBgn0031566	CG2818	 5.36e-01	 5.15e-01	-0.020389	 8.20e-01	-3.51e-02	-5.54e-02	-0.020207	 8.22e-01	-0.020207	 8.22e-01	 9.26e-01	no
ENSMUSG00000083844	Ube2d-ps			-1.09e-02	-1.01e-01	-0.090474	 5.19e-01	 4.37e-01	 3.47e-01	-0.090402	 4.86e-01	-0.090474	 5.19e-01	 7.66e-01	no
ENSMUSG00000078566	Bnip3	FBgn0037007	CG5059	-1.74e-01	-8.93e-02	 0.084926	 2.95e-01	 6.50e-01	 7.35e-01	 0.084926	 2.48e-01	 0.084926	 2.95e-01	 5.89e-01	no
ENSMUSG00000082286	Pisd-ps1			-3.72e-01	-4.74e-02	 0.324538	 2.42e-02	-1.18e+00	-8.54e-01	 0.324871	 3.78e-02	 0.324871	 3.78e-02	 1.87e-01	no
ENSMUSG00000015981	Stk32c	FBgn0267390	dop	-4.39e-01	-5.88e-01	-0.149430	 1.75e-01	 1.12e-01	-3.74e-02	-0.149430	 1.61e-01	-0.149430	 1.75e-01	 4.51e-01	no
ENSMUSG00000015981	Stk32c	FBgn0052944	CG32944	-4.39e-01	-5.88e-01	-0.149430	 1.75e-01	 1.12e-01	-3.74e-02	-0.149430	 1.61e-01	-0.149430	 1.75e-01	 4.51e-01	no
ENSMUSG00000015980	Lrrc27			 3.03e-01	 6.78e-01	 0.374644	 7.12e-03	-4.62e-02	 3.28e-01	 0.374959	 1.14e-02	 0.374959	 1.14e-02	 8.96e-02	no
ENSMUSG00000018921	Pelp1			 3.23e-01	 7.82e-02	-0.244931	 1.26e-02	-2.19e-02	-2.67e-01	-0.244706	 1.62e-02	-0.244706	 1.62e-02	 1.12e-01	no
ENSMUSG00000060260	Pwwp2b			 4.93e-02	-1.16e-01	-0.165759	 1.39e-01	 1.31e-02	-1.53e-01	-0.165759	 1.64e-01	-0.165759	 1.64e-01	 4.36e-01	no
ENSMUSG00000027498	Cstf1	FBgn0039867	CstF50	-1.48e-01	-7.09e-02	 0.076741	 4.95e-01	-8.11e-02	-4.19e-03	 0.076969	 4.75e-01	 0.076741	 4.95e-01	 7.51e-01	no
ENSMUSG00000026869	Psmd5	FBgn0030457	CG12096	 1.82e-01	 1.74e-01	-0.008235	 9.32e-01	 4.38e-01	 4.30e-01	-0.008235	 9.32e-01	-0.008235	 9.32e-01	 9.71e-01	yes
ENSMUSG00000060216	Arrb2			 3.75e-01	 9.27e-02	-0.282151	 1.95e-03	-9.62e-02	-3.78e-01	-0.282151	 2.14e-03	-0.282151	 2.14e-03	 2.88e-02	no
ENSMUSG00000097908	4933404O12Rik			-1.71e-01	 1.11e-01	 0.282090	 7.25e-02	-1.61e-01	 1.22e-01	 0.282439	 7.57e-02	 0.282439	 7.57e-02	 2.78e-01	no
ENSMUSG00000033961	Zfp446	FBgn0033581	CG12391	 1.28e-02	-2.24e-01	-0.236825	 1.18e-01	-4.12e-01	-6.49e-01	-0.237148	 1.61e-01	-0.237148	 1.61e-01	 4.32e-01	no
ENSMUSG00000033961	Zfp446	FBgn0001180	hb	 1.28e-02	-2.24e-01	-0.236825	 1.18e-01	-4.12e-01	-6.49e-01	-0.237148	 1.61e-01	-0.237148	 1.61e-01	 4.32e-01	no
ENSMUSG00000027350	Chgb			 1.10e+00	 1.21e+00	 0.116154	 1.40e-01	-7.95e-02	 3.67e-02	 0.116233	 1.36e-01	 0.116154	 1.40e-01	 3.99e-01	no
ENSMUSG00000005566	Trim28			 1.13e-01	 3.53e-02	-0.077750	 3.60e-01	-2.82e-01	-3.59e-01	-0.077750	 4.24e-01	-0.077750	 4.24e-01	 7.00e-01	no
ENSMUSG00000018923	Med11	FBgn0036811	MED11	 1.23e-01	 5.05e-02	-0.072163	 5.87e-01	 8.32e-01	 7.60e-01	-0.072430	 5.87e-01	-0.072163	 5.87e-01	 8.07e-01	no
ENSMUSG00000037376	Trmt6	FBgn0031832	CG9596	 2.99e-01	 4.24e-01	 0.124567	 9.74e-02	-1.42e-01	-1.76e-02	 0.124524	 1.22e-01	 0.124524	 1.22e-01	 3.64e-01	no
ENSMUSG00000049600	Zbtb45			-3.15e-01	-2.80e-01	 0.035215	 8.21e-01	-1.31e-01	-9.54e-02	 0.035215	 8.16e-01	 0.035215	 8.21e-01	 9.26e-01	no
ENSMUSG00000033916	Chmp2a	FBgn0039402	Vps2	 1.17e-02	-1.89e-02	-0.030574	 7.17e-01	 7.95e-01	 7.64e-01	-0.030659	 7.03e-01	-0.030574	 7.17e-01	 8.79e-01	no
ENSMUSG00000062825	Actg1	FBgn0000043	Act42A	-4.06e-01	-5.15e-01	-0.108774	 1.05e-01	 3.56e-01	 2.47e-01	-0.108774	 1.15e-01	-0.108774	 1.15e-01	 3.53e-01	no
ENSMUSG00000062825	Actg1	FBgn0000042	Act5C	-4.06e-01	-5.15e-01	-0.108774	 1.05e-01	 3.56e-01	 2.47e-01	-0.108774	 1.15e-01	-0.108774	 1.15e-01	 3.53e-01	no
ENSMUSG00000005575	Ube2m			-9.80e-02	-1.96e-01	-0.097986	 1.78e-01	 3.43e-01	 2.45e-01	-0.097986	 1.79e-01	-0.097986	 1.79e-01	 4.58e-01	no
ENSMUSG00000027502	Rtf2	FBgn0032290	CG6443	-2.51e-01	-2.52e-01	-0.001622	 9.84e-01	 2.19e-01	 2.17e-01	-0.001622	 9.84e-01	-0.001622	 9.84e-01	 9.92e-01	no
ENSMUSG00000025384	Faap100			-4.30e-01	-6.57e-01	-0.227832	 3.80e-02	-2.88e-01	-5.15e-01	-0.227832	 4.09e-02	-0.227832	 4.09e-02	 1.96e-01	no
ENSMUSG00000097772	5430416N02Rik			 2.75e-01	 5.56e-01	 0.281017	 1.07e-01	 1.61e-01	 4.42e-01	 0.281405	 1.05e-01	 0.281017	 1.07e-01	 3.38e-01	no
ENSMUSG00000070814	Zswim9			-4.20e-01	-6.51e-01	-0.230610	 1.90e-01	 2.18e+00	 1.95e+00	-0.231036	 1.13e-01	-0.230610	 1.90e-01	 4.71e-01	no
ENSMUSG00000049957	Ccdc137	FBgn0030851	CG8326	 4.14e-01	 4.47e-01	 0.033438	 7.72e-01	-3.23e-01	-2.89e-01	 0.033438	 8.14e-01	 0.033438	 8.14e-01	 9.23e-01	yes
ENSMUSG00000056394	Lig1	FBgn0262619	DNAlig1	 5.11e-01	 5.96e-01	 0.084863	 3.89e-01	-8.69e-03	 7.62e-02	 0.085072	 3.89e-01	 0.084863	 3.89e-01	 6.71e-01	yes
ENSMUSG00000027353	Mcm8	FBgn0003227	rec	 3.51e-02	 3.28e-01	 0.293181	 9.68e-02	 1.10e-01	 4.03e-01	 0.293506	 1.10e-01	 0.293506	 1.10e-01	 3.44e-01	no
ENSMUSG00000105987	AI506816			 1.97e-01	-1.28e-02	-0.209985	 1.57e-02	 1.66e+00	 1.45e+00	-0.210070	 3.72e-02	-0.210070	 3.72e-02	 1.85e-01	no
ENSMUSG00000057594	Arl16			 2.45e-01	-1.54e-01	-0.399719	 1.28e-02	 6.52e-01	 2.53e-01	-0.399449	 7.27e-03	-0.399719	 1.28e-02	 9.68e-02	no
ENSMUSG00000025793	Hgs	FBgn0031450	Hrs	 2.51e-02	-1.63e-01	-0.188130	 2.02e-01	-2.13e-01	-4.01e-01	-0.188409	 2.63e-01	-0.188409	 2.63e-01	 5.58e-01	no
ENSMUSG00000062116	Zfp954			-7.55e-02	 2.57e-02	 0.101111	 4.82e-01	-1.30e-02	 8.82e-02	 0.101307	 4.53e-01	 0.101111	 4.82e-01	 7.42e-01	no
ENSMUSG00000063535	Zfp773			 1.04e+00	 1.45e+00	 0.408853	 3.43e-03	-3.12e-01	 9.73e-02	 0.409449	 6.57e-03	 0.409449	 6.57e-03	 6.26e-02	no
ENSMUSG00000039640	Mrpl12	FBgn0011787	mRpL12	-5.47e-02	-4.07e-02	 0.013969	 8.70e-01	 8.51e-01	 8.65e-01	 0.013969	 8.67e-01	 0.013969	 8.70e-01	 9.48e-01	no
ENSMUSG00000041420	Meis3	FBgn0000611	exd	-1.89e-01	-3.26e-01	-0.136702	 2.11e-01	-1.04e-01	-2.41e-01	-0.136702	 2.06e-01	-0.136702	 2.11e-01	 4.99e-01	no
ENSMUSG00000041420	Meis3	FBgn0001235	hth	-1.89e-01	-3.26e-01	-0.136702	 2.11e-01	-1.04e-01	-2.41e-01	-0.136702	 2.06e-01	-0.136702	 2.11e-01	 4.99e-01	no
ENSMUSG00000041420	Meis3	FBgn0033749	achi	-1.89e-01	-3.26e-01	-0.136702	 2.11e-01	-1.04e-01	-2.41e-01	-0.136702	 2.06e-01	-0.136702	 2.11e-01	 4.99e-01	no
ENSMUSG00000041420	Meis3	FBgn0033748	vis	-1.89e-01	-3.26e-01	-0.136702	 2.11e-01	-1.04e-01	-2.41e-01	-0.136702	 2.06e-01	-0.136702	 2.11e-01	 4.99e-01	no
ENSMUSG00000046808	Atp10d	FBgn0030746	CG9981	-5.35e-01	-3.35e-01	 0.199360	 1.72e-02	-5.93e-01	-3.94e-01	 0.199360	 2.43e-02	 0.199360	 2.43e-02	 1.43e-01	no
ENSMUSG00000046808	Atp10d	FBgn0030747	CG4301	-5.35e-01	-3.35e-01	 0.199360	 1.72e-02	-5.93e-01	-3.94e-01	 0.199360	 2.43e-02	 0.199360	 2.43e-02	 1.43e-01	no
ENSMUSG00000046808	Atp10d	FBgn0051729	CG31729	-5.35e-01	-3.35e-01	 0.199360	 1.72e-02	-5.93e-01	-3.94e-01	 0.199360	 2.43e-02	 0.199360	 2.43e-02	 1.43e-01	no
ENSMUSG00000008999	Bmp7			-9.31e-01	-8.32e-01	 0.099236	 4.02e-01	-2.97e-01	-1.98e-01	 0.099236	 4.22e-01	 0.099236	 4.22e-01	 6.98e-01	no
ENSMUSG00000037373	Ctbp1	FBgn0032889	CG9331	-6.65e-02	-2.52e-01	-0.185162	 1.09e-02	 3.20e-01	 1.35e-01	-0.185162	 8.48e-03	-0.185162	 1.09e-02	 8.75e-02	no
ENSMUSG00000037373	Ctbp1	FBgn0051674	CG31674	-6.65e-02	-2.52e-01	-0.185162	 1.09e-02	 3.20e-01	 1.35e-01	-0.185162	 8.48e-03	-0.185162	 1.09e-02	 8.75e-02	no
ENSMUSG00000037373	Ctbp1	FBgn0051673	CG31673	-6.65e-02	-2.52e-01	-0.185162	 1.09e-02	 3.20e-01	 1.35e-01	-0.185162	 8.48e-03	-0.185162	 1.09e-02	 8.75e-02	no
ENSMUSG00000027357	Crls1	FBgn0039360	CLS	 6.01e-01	 7.06e-01	 0.105365	 2.96e-01	 4.65e-01	 5.70e-01	 0.105365	 3.18e-01	 0.105365	 3.18e-01	 6.09e-01	no
ENSMUSG00000039703	Nploc4	FBgn0039348	Npl4	-1.51e-01	-1.80e-01	-0.028668	 6.99e-01	-2.05e-01	-2.34e-01	-0.028668	 7.04e-01	-0.028668	 7.04e-01	 8.73e-01	yes
ENSMUSG00000043110	Lrrn4			-1.77e-01	-3.10e-01	-0.132254	 3.09e-01	-2.36e-01	-3.68e-01	-0.132254	 3.23e-01	-0.132254	 3.23e-01	 6.13e-01	no
ENSMUSG00000058740	Kcnt1	FBgn0261698	SLO2	-5.27e-01	-6.33e-01	-0.105887	 7.14e-01	-1.72e+00	-1.82e+00	-0.105887	 7.59e-01	-0.105887	 7.59e-01	 9.00e-01	no
ENSMUSG00000041375	Ccdc9			 1.75e-01	 2.90e-01	 0.115378	 3.97e-01	-3.72e-01	-2.56e-01	 0.115378	 4.89e-01	 0.115378	 4.89e-01	 7.48e-01	no
ENSMUSG00000053094	Tmem248			 4.31e-02	-5.97e-02	-0.102686	 2.00e-01	 5.79e-02	-4.48e-02	-0.102759	 2.38e-01	-0.102759	 2.38e-01	 5.32e-01	no
ENSMUSG00000025337	Sbds	FBgn0035714	CG8549	 3.06e-01	 3.71e-01	 0.065114	 4.11e-01	 4.59e-01	 5.25e-01	 0.065114	 3.86e-01	 0.065114	 4.11e-01	 6.90e-01	no
ENSMUSG00000002083	Bbc3			 1.00e-01	 7.53e-02	-0.024920	 8.08e-01	-1.67e-02	-4.15e-02	-0.024698	 8.13e-01	-0.024698	 8.13e-01	 9.23e-01	no
ENSMUSG00000056310	Tyw1			 4.13e-01	 1.99e-01	-0.214102	 9.09e-02	-1.17e-01	-3.31e-01	-0.213880	 1.07e-01	-0.213880	 1.07e-01	 3.40e-01	no
ENSMUSG00000025439	Clns1a	FBgn0029079	icln	 2.00e-01	 2.24e-01	 0.024368	 7.45e-01	 4.93e-01	 5.17e-01	 0.024368	 7.57e-01	 0.024368	 7.57e-01	 8.99e-01	no
ENSMUSG00000020733	Slc9a3r1	FBgn0010620	CG10939	-4.29e-03	-8.94e-04	 0.003385	 9.79e-01	 2.43e-01	 2.47e-01	 0.003385	 9.78e-01	 0.003385	 9.79e-01	 9.91e-01	no
ENSMUSG00000015542	Nat9	FBgn0039859	CG11539	 1.66e-01	-3.38e-01	-0.504380	 1.30e-03	 6.58e-01	 1.54e-01	-0.504931	 3.29e-03	-0.504931	 3.29e-03	 3.92e-02	no
ENSMUSG00000034118	Tpst1	FBgn0086674	Tpst	-1.53e-02	 7.29e-03	 0.022602	 7.96e-01	 4.94e-02	 7.20e-02	 0.022655	 8.11e-01	 0.022655	 8.11e-01	 9.22e-01	no
ENSMUSG00000056938	Acbd4	FBgn0031478	CG8814	 2.10e-01	-7.17e-02	-0.281239	 3.43e-02	-1.35e-01	-4.17e-01	-0.281347	 4.84e-02	-0.281347	 4.84e-02	 2.16e-01	no
ENSMUSG00000056938	Acbd4	FBgn0010387	Acbp2	 2.10e-01	-7.17e-02	-0.281239	 3.43e-02	-1.35e-01	-4.17e-01	-0.281347	 4.84e-02	-0.281347	 4.84e-02	 2.16e-01	no
ENSMUSG00000080893	Ndufa12-ps			 4.38e-01	 2.68e-01	-0.169438	 1.21e-01	 1.10e+00	 9.33e-01	-0.169438	 9.57e-02	-0.169438	 1.21e-01	 3.64e-01	no
ENSMUSG00000041453	Rpl21	FBgn0032987	RpL21	 1.44e-01	 9.37e-03	-0.134604	 5.98e-02	 1.46e+00	 1.32e+00	-0.134604	 6.94e-02	-0.134604	 6.94e-02	 2.64e-01	no
ENSMUSG00000016503	Gtf3a	FBgn0000520	dwg	-4.11e-02	-2.25e-01	-0.183658	 5.50e-02	 4.92e-01	 3.09e-01	-0.183658	 5.04e-02	-0.183658	 5.50e-02	 2.32e-01	no
ENSMUSG00000016503	Gtf3a	FBgn0038301	CG6654	-4.11e-02	-2.25e-01	-0.183658	 5.50e-02	 4.92e-01	 3.09e-01	-0.183658	 5.04e-02	-0.183658	 5.50e-02	 2.32e-01	no
ENSMUSG00000036644	Tbc1d9b			-1.52e-01	-1.92e+00	-1.764681	 1.46e-57	 2.81e+00	 1.04e+00	-1.764855	 9.48e-53	-1.764855	 9.48e-53	 7.97e-50	no
ENSMUSG00000063229	Ldha			 1.33e-02	 4.28e-02	 0.029512	 6.41e-01	 4.80e-01	 5.10e-01	 0.029512	 6.30e-01	 0.029512	 6.41e-01	 8.37e-01	no
ENSMUSG00000020381	Mrnip			 2.35e-01	-9.14e-03	-0.245129	 1.76e-01	 4.32e-01	 1.87e-01	-0.244543	 1.58e-01	-0.245129	 1.76e-01	 4.54e-01	no
ENSMUSG00000015837	Sqstm1	FBgn0003231	ref(2)P	 3.15e-01	 4.56e-01	 0.140645	 3.57e-02	 1.91e-01	 3.32e-01	 0.140645	 3.81e-02	 0.140645	 3.81e-02	 1.88e-01	no
ENSMUSG00000051339	2900026A02Rik			 8.89e-02	 1.23e-01	 0.033716	 7.37e-01	-1.05e+00	-1.02e+00	 0.033716	 7.91e-01	 0.033716	 7.91e-01	 9.14e-01	yes
ENSMUSG00000036620	Mgat4b	FBgn0036447	CG17173	 1.93e-01	-5.92e-02	-0.252735	 2.83e-03	-9.52e-03	-2.62e-01	-0.252714	 3.25e-03	-0.252714	 3.25e-03	 3.89e-02	no
ENSMUSG00000036620	Mgat4b	FBgn0036446	CG9384	 1.93e-01	-5.92e-02	-0.252735	 2.83e-03	-9.52e-03	-2.62e-01	-0.252714	 3.25e-03	-0.252714	 3.25e-03	 3.89e-02	no
ENSMUSG00000042216	Sgsm1			 1.44e-01	-1.51e-01	-0.294906	 8.65e-03	-3.68e-01	-6.63e-01	-0.294657	 6.20e-03	-0.294906	 8.65e-03	 7.53e-02	no
ENSMUSG00000014402	Tsg101	FBgn0036666	TSG101	 3.81e-02	 9.27e-02	 0.054609	 4.67e-01	 3.89e-01	 4.43e-01	 0.054609	 4.69e-01	 0.054609	 4.69e-01	 7.36e-01	no
ENSMUSG00000050567	Maml1			-4.60e-02	-7.43e-02	-0.028526	 7.85e-01	-6.90e-01	-7.18e-01	-0.028303	 8.02e-01	-0.028303	 8.02e-01	 9.18e-01	no
ENSMUSG00000020368	Canx	FBgn0030377	CG1924	-3.63e-01	-1.19e-01	 0.244597	 5.54e-05	-5.59e-02	 1.89e-01	 0.244597	 4.73e-05	 0.244597	 5.54e-05	 1.88e-03	yes
ENSMUSG00000020368	Canx	FBgn0015622	Cnx99A	-3.63e-01	-1.19e-01	 0.244597	 5.54e-05	-5.59e-02	 1.89e-01	 0.244597	 4.73e-05	 0.244597	 5.54e-05	 1.88e-03	yes
ENSMUSG00000043262	Uevld	FBgn0036666	TSG101	 1.46e-01	 3.65e-01	 0.219853	 1.04e-01	-1.36e-01	 8.35e-02	 0.219906	 1.54e-01	 0.219906	 1.54e-01	 4.21e-01	no
ENSMUSG00000007850	Hnrnph1			 7.21e-02	 4.06e-01	 0.333771	 5.38e-07	-1.92e-01	 1.42e-01	 0.333766	 8.01e-07	 0.333766	 8.01e-07	 5.15e-05	yes
ENSMUSG00000049516	Spty2d1			 2.84e-02	 9.61e-02	 0.067582	 4.74e-01	-3.65e-01	-2.98e-01	 0.067582	 5.08e-01	 0.067582	 5.08e-01	 7.60e-01	no
ENSMUSG00000010307	Tmem86a	FBgn0039681	CG7582	 7.40e-01	 6.32e-01	-0.108179	 4.84e-01	-3.28e-01	-4.35e-01	-0.107353	 5.09e-01	-0.107353	 5.09e-01	 7.60e-01	no
ENSMUSG00000020375	Rufy1	FBgn0051064	CG31064	-5.06e-02	-6.56e-02	-0.015064	 8.82e-01	 4.89e-02	 3.39e-02	-0.015064	 8.87e-01	-0.015064	 8.87e-01	 9.54e-01	no
ENSMUSG00000020375	Rufy1	FBgn0039492	CG6051	-5.06e-02	-6.56e-02	-0.015064	 8.82e-01	 4.89e-02	 3.39e-02	-0.015064	 8.87e-01	-0.015064	 8.87e-01	 9.54e-01	no
ENSMUSG00000058013	Septin11	FBgn0011710	Sep1	-7.02e-02	 1.46e-02	 0.084788	 2.16e-01	-1.74e-01	-8.93e-02	 0.084788	 2.12e-01	 0.084788	 2.16e-01	 5.05e-01	yes
ENSMUSG00000058013	Septin11	FBgn0014029	Sep2	-7.02e-02	 1.46e-02	 0.084788	 2.16e-01	-1.74e-01	-8.93e-02	 0.084788	 2.12e-01	 0.084788	 2.16e-01	 5.05e-01	yes
ENSMUSG00000020716	Nf1	FBgn0015269	Nf1	 3.94e-01	-3.27e-01	-0.721195	 2.78e-05	-2.42e-01	-9.63e-01	-0.720783	 5.01e-05	-0.720783	 5.01e-05	 1.72e-03	yes
ENSMUSG00000034723	Tmx4	FBgn0033663	ERp60	-4.40e-01	-2.70e-01	 0.170233	 1.88e-02	-3.52e-01	-1.82e-01	 0.170233	 1.65e-02	 0.170233	 1.88e-02	 1.22e-01	yes
ENSMUSG00000034723	Tmx4	FBgn0036579	CG5027	-4.40e-01	-2.70e-01	 0.170233	 1.88e-02	-3.52e-01	-1.82e-01	 0.170233	 1.65e-02	 0.170233	 1.88e-02	 1.22e-01	yes
ENSMUSG00000034723	Tmx4	FBgn0286818	Pdi	-4.40e-01	-2.70e-01	 0.170233	 1.88e-02	-3.52e-01	-1.82e-01	 0.170233	 1.65e-02	 0.170233	 1.88e-02	 1.22e-01	yes
ENSMUSG00000031077	Fadd			 1.79e-01	-5.29e-02	-0.232089	 1.51e-01	 3.69e-01	 1.38e-01	-0.231726	 1.46e-01	-0.232089	 1.51e-01	 4.17e-01	no
