pathways_name_level0,gene_secondary_identifier,gene_symbol,pathways_identifier_level1,pathways_name_level1,datasets_name,gene_primary_identifier
Signal Transduction,CG5915,Rab7,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0015795
Metabolism,CG5919,Idi,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0038876
Chromatin organization,CG5920,RpS2,R-DME-3247509,Chromatin modifying enzymes,Reactome pathways data set,FBgn0004867
Metabolism of proteins,CG5920,RpS2,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0004867
Metabolism of RNA,CG5920,RpS2,R-DME-72312,rRNA processing,Reactome pathways data set,FBgn0004867
Metabolism of proteins,CG5920,RpS2,R-DME-72766,Translation,Reactome pathways data set,FBgn0004867
Metabolism of RNA,CG5920,RpS2,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0004867
DNA Replication,CG5923,PolA2,R-DME-69002,DNA Replication Pre-Initiation,Reactome pathways data set,FBgn0005696
DNA Replication,CG5923,PolA2,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0005696
Cell Cycle,CG5923,PolA2,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0005696
Metabolism,CG5925,Desat2,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0043043
Gene expression (Transcription),CG5930,TfIIA-L,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0011289
Signal Transduction,CG5930,TfIIA-L,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0011289
Metabolism of RNA,CG5931,Brr2,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0263599
Developmental Biology,CG5932,mag,R-DME-6805567,Keratinization,Reactome pathways data set,FBgn0036996
Digestion and absorption,CG5932,mag,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0036996
Metabolism of RNA,CG5933,Mettl3,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0039139
Vesicle-mediated transport,CG5934,CG5934,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0039505
Gene expression (Transcription),CG5935,Dek,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0026533
Immune System,CG5940,CycA,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0000404
Cellular responses to stimuli,CG5940,CycA,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0000404
DNA Repair,CG5940,CycA,R-DME-5693532,DNA Double-Strand Break Repair,Reactome pathways data set,FBgn0000404
Metabolism of proteins,CG5940,CycA,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0000404
DNA Replication,CG5940,CycA,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0000404
Cell Cycle,CG5940,CycA,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0000404
Cell Cycle,CG5940,CycA,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0000404
Gene expression (Transcription),CG5940,CycA,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0000404
Immune System,CG5942,brm,R-DME-1280215,Cytokine Signaling in Immune system,Reactome pathways data set,FBgn0000212
Chromatin organization,CG5942,brm,R-DME-3247509,Chromatin modifying enzymes,Reactome pathways data set,FBgn0000212
Gene expression (Transcription),CG5942,brm,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0000212
Cellular responses to stimuli,CG5948,CG5948,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0039386
DNA Replication,CG5949,PolD1,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0263600
Cell Cycle,CG5949,PolD1,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0263600
Gene expression (Transcription),CG5954,l(3)mbt,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0002441
Metabolism,CG5958,CG5958,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0031913
Metabolism of proteins,CG5959,Mco3,R-DME-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome pathways data set,FBgn0039387
Metabolism of proteins,CG5959,Mco3,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0039387
Immune System,CG5961,CG5961,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0038056
Metabolism of proteins,CG5961,CG5961,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0038056
Vesicle-mediated transport,CG5962,Arr2,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0000121
Signal Transduction,CG5962,Arr2,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0000121
Signal Transduction,CG5962,Arr2,R-DME-5683057,MAPK family signaling cascades,Reactome pathways data set,FBgn0000121
Metabolism of proteins,CG5962,Arr2,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0000121
Hemostasis,CG5962,Arr2,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0000121
Transport of small molecules,CG5966,CG5966,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0029831
Metabolism,CG5966,CG5966,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0029831
Digestion and absorption,CG5966,CG5966,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0029831
Metabolism of RNA,CG5970,cbc,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0033842
Gene expression (Transcription),CG5970,cbc,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0033842
Metabolism of RNA,CG5970,cbc,R-DME-75067,Processing of Capped Intronless Pre-mRNA,Reactome pathways data set,FBgn0033842
DNA Replication,CG5971,Cdc6,R-DME-69002,DNA Replication Pre-Initiation,Reactome pathways data set,FBgn0035918
DNA Replication,CG5971,Cdc6,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0035918
Cell Cycle,CG5971,Cdc6,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0035918
Cell Cycle,CG5971,Cdc6,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0035918
Immune System,CG5972,Arpc4,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0284255
Vesicle-mediated transport,CG5972,Arpc4,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0284255
Signal Transduction,CG5972,Arpc4,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0284255
Metabolism,CG5973,CG5973,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0031914
Drosophila signaling pathways,CG5974,pll,R-DME-209449,Toll pathway,Reactome pathways data set,FBgn0010441
Immune System,CG5976,isoQC,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0036999
Cell Cycle,CG5977,spas,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0039141
Vesicle-mediated transport,CG5978,GAPsec,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0035916
Neuronal System,CG5983,ACXC,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0040508
Metabolism,CG5983,ACXC,R-DME-163685,Integration of energy metabolism,Reactome pathways data set,FBgn0040508
Signal Transduction,CG5983,ACXC,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0040508
Signal Transduction,CG5983,ACXC,R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0040508
Signal Transduction,CG5983,ACXC,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0040508
Drosophila signaling pathways,CG5988,upd2,R-DME-209405,JAK/STAT pathway,Reactome pathways data set,FBgn0030904
Drosophila signaling pathways,CG5993,upd1,R-DME-209405,JAK/STAT pathway,Reactome pathways data set,FBgn0004956
Gene expression (Transcription),CG5994,Nelf-E,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0017430
Immune System,CG5996,Trpgamma,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0032593
Muscle contraction,CG5996,Trpgamma,R-DME-5576891,Cardiac conduction,Reactome pathways data set,FBgn0032593
Transport of small molecules,CG5996,Trpgamma,R-DME-983712,Ion channel transport,Reactome pathways data set,FBgn0032593
Immune System,CG5998,Adgf-B,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0036751
Metabolism of proteins,CG5998,Adgf-B,R-DME-5683826,Surfactant metabolism,Reactome pathways data set,FBgn0036751
Neuronal System,CG6006,CG6006,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0063649
Metabolism,CG6006,CG6006,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0063649
Drug ADME,CG6006,CG6006,R-DME-2161522,Abacavir ADME,Reactome pathways data set,FBgn0063649
Transport of small molecules,CG6006,CG6006,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0063649
Metabolism,CG6006,CG6006,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0063649
Drug ADME,CG6006,CG6006,R-DME-9749641,Aspirin ADME,Reactome pathways data set,FBgn0063649
Metabolism,CG6008,NP15.6,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0027785
Metabolism of RNA,CG6015,CG6015,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0038927
Gene expression (Transcription),CG6015,CG6015,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0038927
DNA Repair,CG6019,PolQ,R-DME-5693532,DNA Double-Strand Break Repair,Reactome pathways data set,FBgn0002905
Metabolism,CG6020,ND-39,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0037001
Vesicle-mediated transport,CG6025,Arl1,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0000115
Cell-Cell communication,CG6027,cdi,R-DME-446728,Cell junction organization,Reactome pathways data set,FBgn0004876
Metabolism,CG6030,ATPsynD,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0016120
Organelle biogenesis and maintenance,CG6030,ATPsynD,R-DME-1592230,Mitochondrial biogenesis,Reactome pathways data set,FBgn0016120
Immune System,CG6033,drk,R-DME-1280215,Cytokine Signaling in Immune system,Reactome pathways data set,FBgn0004638
Immune System,CG6033,drk,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0004638
Immune System,CG6033,drk,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0004638
Vesicle-mediated transport,CG6033,drk,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0004638
Hemostasis,CG6033,drk,R-DME-202733,Cell surface interactions at the vascular wall,Reactome pathways data set,FBgn0004638
Signal Transduction,CG6033,drk,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0004638
Signal Transduction,CG6033,drk,R-DME-5683057,MAPK family signaling cascades,Reactome pathways data set,FBgn0004638
Signal Transduction,CG6033,drk,R-DME-9006335,Signaling by Erythropoietin,Reactome pathways data set,FBgn0004638
Signal Transduction,CG6033,drk,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0004638
Signal Transduction,CG6033,drk,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0004638
Developmental Biology,CG6033,drk,R-DME-9675108,Nervous system development,Reactome pathways data set,FBgn0004638
Signal Transduction,CG6033,drk,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0004638
Signal Transduction,CG6036,CG6036,R-DME-165159,MTOR signalling,Reactome pathways data set,FBgn0039421
Gene expression (Transcription),CG6036,CG6036,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0039421
Signal Transduction,CG6036,CG6036,R-DME-9006936,Signaling by TGFB family members,Reactome pathways data set,FBgn0039421
Chromatin organization,CG6046,Bin1,R-DME-3247509,Chromatin modifying enzymes,Reactome pathways data set,FBgn0024491
Immune System,CG6052,CG6052,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0036747
Transport of small molecules,CG6052,CG6052,R-DME-382556,ABC-family proteins mediated transport,Reactome pathways data set,FBgn0036747
Drosophila signaling pathways,CG6054,Su(fu),R-DME-209392,Hedgehog pathway,Reactome pathways data set,FBgn0005355
Signal Transduction,CG6054,Su(fu),R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0005355
Transport of small molecules,CG6056,AP-2sigma,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0043012
Signal Transduction,CG6056,AP-2sigma,R-DME-195721,Signaling by WNT,Reactome pathways data set,FBgn0043012
Vesicle-mediated transport,CG6056,AP-2sigma,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0043012
Signal Transduction,CG6056,AP-2sigma,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0043012
Developmental Biology,CG6056,AP-2sigma,R-DME-9675108,Nervous system development,Reactome pathways data set,FBgn0043012
Cell Cycle,CG6057,SMC1,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0040283
Immune System,CG6058,Ald1,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0000064
Metabolism,CG6058,Ald1,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0000064
Hemostasis,CG6058,Ald1,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0000064
Cell Cycle,CG6061,mip120,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0033846
Immune System,CG6071,CG6071,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0036186
Metabolism of proteins,CG6071,CG6071,R-DME-2980736,Peptide hormone metabolism,Reactome pathways data set,FBgn0036186
Metabolism,CG6083,CG6083,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0036183
Sensory Perception,CG6083,CG6083,R-DME-2187338,Visual phototransduction,Reactome pathways data set,FBgn0036183
Metabolism,CG6083,CG6083,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0036183
Metabolism,CG6083,CG6083,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0036183
Signal Transduction,CG6083,CG6083,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0036183
Metabolism,CG6084,Akr1B,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0086254
Sensory Perception,CG6084,Akr1B,R-DME-2187338,Visual phototransduction,Reactome pathways data set,FBgn0086254
Metabolism,CG6084,Akr1B,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0086254
Metabolism,CG6084,Akr1B,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0086254
Signal Transduction,CG6084,Akr1B,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0086254
Metabolism,CG6092,Cmpk,R-DME-15869,Metabolism of nucleotides,Reactome pathways data set,FBgn0028833
Immune System,CG6093,abo,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0000018
Metabolism of proteins,CG6094,CG6094,R-DME-72766,Translation,Reactome pathways data set,FBgn0032261
Metabolism of proteins,CG6095,Exo84,R-DME-2980736,Peptide hormone metabolism,Reactome pathways data set,FBgn0266668
Organelle biogenesis and maintenance,CG6095,Exo84,R-DME-5617833,Cilium Assembly,Reactome pathways data set,FBgn0266668
Immune System,CG6103,CrebB,R-DME-1280215,Cytokine Signaling in Immune system,Reactome pathways data set,FBgn0265784
Immune System,CG6103,CrebB,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0265784
Signal Transduction,CG6103,CrebB,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0265784
Signal Transduction,CG6103,CrebB,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0265784
Signal Transduction,CG6103,CrebB,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0265784
Developmental Biology,CG6103,CrebB,R-DME-9675108,Nervous system development,Reactome pathways data set,FBgn0265784
Metabolism,CG6105,ATPsynG,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0010612
Organelle biogenesis and maintenance,CG6105,ATPsynG,R-DME-1592230,Mitochondrial biogenesis,Reactome pathways data set,FBgn0010612
Developmental Biology,CG6113,Lip4,R-DME-6805567,Keratinization,Reactome pathways data set,FBgn0032264
Digestion and absorption,CG6113,Lip4,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0032264
Autophagy,CG6116,Uvrag,R-DME-1632852,Macroautophagy,Reactome pathways data set,FBgn0032499
Cellular responses to stimuli,CG6121,Tip60,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0026080
DNA Repair,CG6121,Tip60,R-DME-5693532,DNA Double-Strand Break Repair,Reactome pathways data set,FBgn0026080
Cell Cycle,CG6121,Tip60,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0026080
Gene expression (Transcription),CG6121,Tip60,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0026080
Signal Transduction,CG6121,Tip60,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0026080
Neuronal System,CG6126,CG6126,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0038407
Metabolism,CG6126,CG6126,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0038407
Drug ADME,CG6126,CG6126,R-DME-2161522,Abacavir ADME,Reactome pathways data set,FBgn0038407
Transport of small molecules,CG6126,CG6126,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0038407
Metabolism,CG6126,CG6126,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0038407
Drug ADME,CG6126,CG6126,R-DME-9749641,Aspirin ADME,Reactome pathways data set,FBgn0038407
Immune System,CG6128,Fuca,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0285958
Metabolism of proteins,CG6128,Fuca,R-DME-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome pathways data set,FBgn0285958
Metabolism of proteins,CG6128,Fuca,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0285958
Drosophila signaling pathways,CG6134,spz,R-DME-209449,Toll pathway,Reactome pathways data set,FBgn0003495
Metabolism of proteins,CG6141,RpL9,R-DME-72766,Translation,Reactome pathways data set,FBgn0015756
Metabolism of RNA,CG6141,RpL9,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0015756
Metabolism,CG6145,NADK,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0033853
Drosophila signaling pathways,CG6147,Tsc1,R-DME-110526,Insulin receptor mediated signaling,Reactome pathways data set,FBgn0026317
Autophagy,CG6147,Tsc1,R-DME-1632852,Macroautophagy,Reactome pathways data set,FBgn0026317
Signal Transduction,CG6147,Tsc1,R-DME-165159,MTOR signalling,Reactome pathways data set,FBgn0026317
Vesicle-mediated transport,CG6147,Tsc1,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0026317
Gene expression (Transcription),CG6147,Tsc1,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0026317
Hemostasis,CG6148,Past1,R-DME-983231,Factors involved in megakaryocyte development and platelet production,Reactome pathways data set,FBgn0016693
Metabolism,CG6154,CG6154,R-DME-211859,Biological oxidations,Reactome pathways data set,FBgn0039420
Metabolism,CG6154,CG6154,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0039420
Metabolism of proteins,CG6159,Sec10,R-DME-2980736,Peptide hormone metabolism,Reactome pathways data set,FBgn0266673
Organelle biogenesis and maintenance,CG6159,Sec10,R-DME-5617833,Cilium Assembly,Reactome pathways data set,FBgn0266673
Immune System,CG6164,Npc2f,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0039154
Transport of small molecules,CG6164,Npc2f,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0039154
Immune System,CG6168,CG6168,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0036154
Metabolism of RNA,CG6169,DCP2,R-DME-429914,Deadenylation-dependent mRNA decay,Reactome pathways data set,FBgn0036534
Metabolism of RNA,CG6169,DCP2,R-DME-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,Reactome pathways data set,FBgn0036534
Autophagy,CG6170,HDAC6,R-DME-1632852,Macroautophagy,Reactome pathways data set,FBgn0026428
Cellular responses to stimuli,CG6170,HDAC6,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0026428
Gene expression (Transcription),CG6170,HDAC6,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0026428
Signal Transduction,CG6173,Kal1,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0039155
Immune System,CG6174,Arp1,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0011745
Vesicle-mediated transport,CG6174,Arp1,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0011745
Cellular responses to stimuli,CG6174,Arp1,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0011745
Metabolism of proteins,CG6174,Arp1,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0011745
Vesicle-mediated transport,CG6177,Cog2,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0026634
Metabolism of proteins,CG6177,Cog2,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0026634
Metabolism,CG6179,CG6179,R-DME-202131,Metabolism of nitric oxide: NOS3 activation and regulation,Reactome pathways data set,FBgn0030915
Signal Transduction,CG6180,CG6180,R-DME-5683057,MAPK family signaling cascades,Reactome pathways data set,FBgn0032453
Metabolism of RNA,CG6181,Ge-1,R-DME-429914,Deadenylation-dependent mRNA decay,Reactome pathways data set,FBgn0283682
Vesicle-mediated transport,CG6182,TBC1d7,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0039158
Immune System,CG6186,Tsf1,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0022355
Metabolism,CG6188,Gnmt,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0038074
Immune System,CG6190,Ube3a,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0061469
Vesicle-mediated transport,CG6192,Reps,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0032341
Programmed Cell Death,CG6193,Apc2,R-DME-109581,Apoptosis,Reactome pathways data set,FBgn0026598
Signal Transduction,CG6193,Apc2,R-DME-195721,Signaling by WNT,Reactome pathways data set,FBgn0026598
Drosophila signaling pathways,CG6193,Apc2,R-DME-209392,Hedgehog pathway,Reactome pathways data set,FBgn0026598
Drosophila signaling pathways,CG6193,Apc2,R-DME-209412,Wingless pathway,Reactome pathways data set,FBgn0026598
Drosophila signaling pathways,CG6193,Apc2,R-DME-432626,Circadian Clock pathway,Reactome pathways data set,FBgn0026598
Metabolism of proteins,CG6193,Apc2,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0026598
Autophagy,CG6194,Atg4b,R-DME-1632852,Macroautophagy,Reactome pathways data set,FBgn0038325
Vesicle-mediated transport,CG6196,Trs33,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0266722
Metabolism of proteins,CG6196,Trs33,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0266722
DNA Repair,CG6197,fand,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0033859
Metabolism of RNA,CG6197,fand,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0033859
Extracellular matrix organization,CG6199,Plod,R-DME-1474290,Collagen formation,Reactome pathways data set,FBgn0036147
Metabolism,CG6201,Idua,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0032343
Immune System,CG6202,Surf4,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0019925
Vesicle-mediated transport,CG6202,Surf4,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0019925
Immune System,CG6206,LManII,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0027611
Metabolism,CG6206,LManII,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0027611
Metabolism,CG6207,GlcAT-P,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0036144
Signal Transduction,CG6210,wls,R-DME-195721,Signaling by WNT,Reactome pathways data set,FBgn0036141
Immune System,CG6213,Vha13,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0283536
Cellular responses to stimuli,CG6213,Vha13,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0283536
Signal Transduction,CG6213,Vha13,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0283536
Transport of small molecules,CG6213,Vha13,R-DME-917937,Iron uptake and transport,Reactome pathways data set,FBgn0283536
Transport of small molecules,CG6213,Vha13,R-DME-983712,Ion channel transport,Reactome pathways data set,FBgn0283536
Metabolism,CG6214,MRP,R-DME-189445,Metabolism of porphyrins,Reactome pathways data set,FBgn0032456
Metabolism,CG6214,MRP,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0032456
Cellular responses to stimuli,CG6214,MRP,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0032456
Transport of small molecules,CG6214,MRP,R-DME-382556,ABC-family proteins mediated transport,Reactome pathways data set,FBgn0032456
Metabolism,CG6214,MRP,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0032456
Drug ADME,CG6214,MRP,R-DME-9749641,Aspirin ADME,Reactome pathways data set,FBgn0032456
Drug ADME,CG6214,MRP,R-DME-9753281,Paracetamol ADME,Reactome pathways data set,FBgn0032456
Metabolism of proteins,CG6218,CG6218,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0038321
Gene expression (Transcription),CG6222,su(sable),R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0003575
Immune System,CG6223,betaCOP,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0008635
Vesicle-mediated transport,CG6223,betaCOP,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0008635
Metabolism of proteins,CG6223,betaCOP,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0008635
Immune System,CG6224,dbo,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0040230
Metabolism of proteins,CG6224,dbo,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0040230
Metabolism of RNA,CG6227,Prp5,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0030631
Transport of small molecules,CG6230,CG6230,R-DME-983712,Ion channel transport,Reactome pathways data set,FBgn0027582
Neuronal System,CG6231,CG6231,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0038720
Metabolism,CG6231,CG6231,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0038720
