ontology,GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment
MF,GO:0019213,deacetylase activity,41,0,0.1,1.00000,1,1,0
MF,GO:0019239,deaminase activity,34,0,0.08,1.00000,1,1,0
MF,GO:0019706,protein-cysteine S-palmitoyltransferase ...,26,0,0.06,1.00000,1,1,0
MF,GO:0019707,protein-cysteine S-acyltransferase activ...,26,0,0.06,1.00000,1,1,0
MF,GO:0019783,ubiquitin-like protein-specific protease...,129,0,0.31,1.00000,1,1,0
MF,GO:0019789,SUMO transferase activity,30,0,0.07,1.00000,1,1,0
MF,GO:0019825,oxygen binding,40,0,0.1,1.00000,1,1,0
MF,GO:0019829,ATPase-coupled cation transmembrane tran...,55,0,0.13,1.00000,1,1,0
MF,GO:0019838,growth factor binding,153,0,0.37,1.00000,1,1,0
MF,GO:0019840,isoprenoid binding,41,0,0.1,1.00000,1,1,0
MF,GO:0019842,vitamin binding,154,0,0.37,1.00000,1,1,0
MF,GO:0019843,rRNA binding,82,0,0.2,1.00000,1,1,0
MF,GO:0019865,immunoglobulin binding,39,0,0.09,1.00000,1,1,0
MF,GO:0019894,kinesin binding,43,0,0.1,1.00000,1,1,0
MF,GO:0019905,syntaxin binding,84,0,0.2,1.00000,1,1,0
MF,GO:0019955,cytokine binding,153,0,0.37,1.00000,1,1,0
MF,GO:0019956,chemokine binding,33,0,0.08,1.00000,1,1,0
MF,GO:0019957,C-C chemokine binding,24,0,0.06,1.00000,1,1,0
MF,GO:0020037,heme binding,153,0,0.37,1.00000,1,1,0
MF,GO:0022804,active transmembrane transporter activit...,463,0,1.12,1.00000,1,1,0
MF,GO:0022824,transmitter-gated ion channel activity,63,0,0.15,1.00000,1,1,0
MF,GO:0022829,wide pore channel activity,31,0,0.07,1.00000,1,1,0
MF,GO:0022832,voltage-gated channel activity,213,0,0.52,1.00000,1,1,0
MF,GO:0022835,transmitter-gated channel activity,63,0,0.15,1.00000,1,1,0
MF,GO:0022839,ion gated channel activity,48,0,0.12,1.00000,1,1,0
MF,GO:0022843,voltage-gated cation channel activity,148,0,0.36,1.00000,1,1,0
MF,GO:0022853,active ion transmembrane transporter act...,287,0,0.69,1.00000,1,1,0
MF,GO:0022884,macromolecule transmembrane transporter ...,29,0,0.07,1.00000,1,1,0
MF,GO:0023023,MHC protein complex binding,126,0,0.3,1.00000,1,1,0
MF,GO:0023026,MHC class II protein complex binding,109,0,0.26,1.00000,1,1,0
MF,GO:0023029,MHC class Ib protein binding,104,0,0.25,1.00000,1,1,0
MF,GO:0030020,extracellular matrix structural constitu...,47,0,0.11,1.00000,1,1,0
MF,GO:0030021,extracellular matrix structural constitu...,23,0,0.06,1.00000,1,1,0
MF,GO:0030109,HLA-B specific inhibitory MHC class I re...,37,0,0.09,1.00000,1,1,0
MF,GO:0030145,manganese ion binding,71,0,0.17,1.00000,1,1,0
MF,GO:0030165,PDZ domain binding,91,0,0.22,1.00000,1,1,0
MF,GO:0030170,pyridoxal phosphate binding,58,0,0.14,1.00000,1,1,0
MF,GO:0030215,semaphorin receptor binding,24,0,0.06,1.00000,1,1,0
MF,GO:0030246,carbohydrate binding,302,0,0.73,1.00000,1,1,0
MF,GO:0030247,polysaccharide binding,38,0,0.09,1.00000,1,1,0
MF,GO:0030291,protein serine/threonine kinase inhibito...,36,0,0.09,1.00000,1,1,0
MF,GO:0030295,protein kinase activator activity,108,0,0.26,1.00000,1,1,0
MF,GO:0030296,protein tyrosine kinase activator activi...,23,0,0.06,1.00000,1,1,0
MF,GO:0030332,cyclin binding,33,0,0.08,1.00000,1,1,0
MF,GO:0030371,translation repressor activity,27,0,0.07,1.00000,1,1,0
MF,GO:0030374,nuclear receptor coactivator activity,57,0,0.14,1.00000,1,1,0
MF,GO:0030414,peptidase inhibitor activity,212,0,0.51,1.00000,1,1,0
MF,GO:0030506,ankyrin binding,22,0,0.05,1.00000,1,1,0
MF,GO:0030507,spectrin binding,28,0,0.07,1.00000,1,1,0
MF,GO:0030515,snoRNA binding,32,0,0.08,1.00000,1,1,0
MF,GO:0030544,Hsp70 protein binding,52,0,0.13,1.00000,1,1,0
MF,GO:0030545,signaling receptor regulator activity,630,0,1.52,1.00000,1,1,0
MF,GO:0030546,signaling receptor activator activity,564,0,1.36,1.00000,1,1,0
MF,GO:0030547,signaling receptor inhibitor activity,55,0,0.13,1.00000,1,1,0
MF,GO:0030548,acetylcholine receptor regulator activit...,23,0,0.06,1.00000,1,1,0
MF,GO:0030551,cyclic nucleotide binding,41,0,0.1,1.00000,1,1,0
MF,GO:0030552,cAMP binding,25,0,0.06,1.00000,1,1,0
MF,GO:0030594,neurotransmitter receptor activity,123,0,0.3,1.00000,1,1,0
MF,GO:0030621,U4 snRNA binding,25,0,0.06,1.00000,1,1,0
MF,GO:0030627,pre-mRNA 5'-splice site binding,20,0,0.05,1.00000,1,1,0
MF,GO:0030742,GTP-dependent protein binding,22,0,0.05,1.00000,1,1,0
MF,GO:0030881,beta-2-microglobulin binding,26,0,0.06,1.00000,1,1,0
MF,GO:0030983,mismatched DNA binding,21,0,0.05,1.00000,1,1,0
MF,GO:0031210,phosphatidylcholine binding,31,0,0.07,1.00000,1,1,0
MF,GO:0031369,translation initiation factor binding,33,0,0.08,1.00000,1,1,0
MF,GO:0031406,carboxylic acid binding,181,0,0.44,1.00000,1,1,0
MF,GO:0031418,L-ascorbic acid binding,20,0,0.05,1.00000,1,1,0
MF,GO:0031593,polyubiquitin modification-dependent pro...,64,0,0.15,1.00000,1,1,0
MF,GO:0031624,ubiquitin conjugating enzyme binding,32,0,0.08,1.00000,1,1,0
MF,GO:0031681,G-protein beta-subunit binding,21,0,0.05,1.00000,1,1,0
MF,GO:0031683,G-protein beta/gamma-subunit complex bin...,20,0,0.05,1.00000,1,1,0
MF,GO:0031690,adrenergic receptor binding,20,0,0.05,1.00000,1,1,0
MF,GO:0032266,phosphatidylinositol-3-phosphate binding,44,0,0.11,1.00000,1,1,0
MF,GO:0032393,MHC class I receptor activity,97,0,0.23,1.00000,1,1,0
MF,GO:0032394,MHC class Ib receptor activity,50,0,0.12,1.00000,1,1,0
MF,GO:0032395,MHC class II receptor activity,67,0,0.16,1.00000,1,1,0
MF,GO:0032396,inhibitory MHC class I receptor activity,83,0,0.2,1.00000,1,1,0
MF,GO:0032451,demethylase activity,39,0,0.09,1.00000,1,1,0
MF,GO:0032452,histone demethylase activity,29,0,0.07,1.00000,1,1,0
MF,GO:0032794,GTPase activating protein binding,22,0,0.05,1.00000,1,1,0
MF,GO:0032813,tumor necrosis factor receptor superfami...,70,0,0.17,1.00000,1,1,0
MF,GO:0033038,bitter taste receptor activity,44,0,0.11,1.00000,1,1,0
MF,GO:0033293,monocarboxylic acid binding,74,0,0.18,1.00000,1,1,0
MF,GO:0033549,MAP kinase phosphatase activity,23,0,0.06,1.00000,1,1,0
MF,GO:0033558,protein deacetylase activity,23,0,0.06,1.00000,1,1,0
MF,GO:0033612,receptor serine/threonine kinase binding,29,0,0.07,1.00000,1,1,0
MF,GO:0033691,sialic acid binding,22,0,0.05,1.00000,1,1,0
MF,GO:0033764,"steroid dehydrogenase activity, acting o...",36,0,0.09,1.00000,1,1,0
MF,GO:0034061,DNA polymerase activity,31,0,0.07,1.00000,1,1,0
MF,GO:0034062,5'-3' RNA polymerase activity,53,0,0.13,1.00000,1,1,0
MF,GO:0034212,peptide N-acetyltransferase activity,58,0,0.14,1.00000,1,1,0
MF,GO:0034237,protein kinase A regulatory subunit bind...,28,0,0.07,1.00000,1,1,0
MF,GO:0034593,phosphatidylinositol bisphosphate phosph...,30,0,0.07,1.00000,1,1,0
MF,GO:0034987,immunoglobulin receptor binding,77,0,0.19,1.00000,1,1,0
MF,GO:0035014,phosphatidylinositol 3-kinase regulator ...,22,0,0.05,1.00000,1,1,0
MF,GO:0035035,histone acetyltransferase binding,28,0,0.07,1.00000,1,1,0
MF,GO:0035198,miRNA binding,40,0,0.1,1.00000,1,1,0
MF,GO:0035250,UDP-galactosyltransferase activity,34,0,0.08,1.00000,1,1,0
MF,GO:0035254,glutamate receptor binding,59,0,0.14,1.00000,1,1,0
MF,GO:0035255,ionotropic glutamate receptor binding,39,0,0.09,1.00000,1,1,0
MF,GO:0035615,clathrin adaptor activity,21,0,0.05,1.00000,1,1,0
MF,GO:0035925,mRNA 3'-UTR AU-rich region binding,28,0,0.07,1.00000,1,1,0
MF,GO:0036002,pre-mRNA binding,61,0,0.15,1.00000,1,1,0
MF,GO:0038064,collagen receptor activity,21,0,0.05,1.00000,1,1,0
MF,GO:0038187,pattern recognition receptor activity,26,0,0.06,1.00000,1,1,0
MF,GO:0042054,histone methyltransferase activity,63,0,0.15,1.00000,1,1,0
MF,GO:0042056,chemoattractant activity,55,0,0.13,1.00000,1,1,0
MF,GO:0042165,neurotransmitter binding,21,0,0.05,1.00000,1,1,0
MF,GO:0042171,lysophosphatidic acid acyltransferase ac...,40,0,0.1,1.00000,1,1,0
MF,GO:0042287,MHC protein binding,154,0,0.37,1.00000,1,1,0
MF,GO:0042288,MHC class I protein binding,59,0,0.14,1.00000,1,1,0
MF,GO:0042379,chemokine receptor binding,99,0,0.24,1.00000,1,1,0
MF,GO:0042562,hormone binding,94,0,0.23,1.00000,1,1,0
MF,GO:0042605,peptide antigen binding,138,0,0.33,1.00000,1,1,0
MF,GO:0042608,T cell receptor binding,36,0,0.09,1.00000,1,1,0
MF,GO:0042625,ATPase-coupled ion transmembrane transpo...,24,0,0.06,1.00000,1,1,0
MF,GO:0042626,ATPase-coupled transmembrane transporter...,138,0,0.33,1.00000,1,1,0
MF,GO:0042805,actinin binding,38,0,0.09,1.00000,1,1,0
MF,GO:0042826,histone deacetylase binding,136,0,0.33,1.00000,1,1,0
MF,GO:0042887,amide transmembrane transporter activity,53,0,0.13,1.00000,1,1,0
MF,GO:0042910,xenobiotic transmembrane transporter act...,34,0,0.08,1.00000,1,1,0
MF,GO:0042923,neuropeptide binding,29,0,0.07,1.00000,1,1,0
MF,GO:0042974,retinoic acid receptor binding,28,0,0.07,1.00000,1,1,0
MF,GO:0043014,alpha-tubulin binding,41,0,0.1,1.00000,1,1,0
MF,GO:0043015,gamma-tubulin binding,35,0,0.08,1.00000,1,1,0
MF,GO:0043021,ribonucleoprotein complex binding,179,0,0.43,1.00000,1,1,0
MF,GO:0043022,ribosome binding,77,0,0.19,1.00000,1,1,0
MF,GO:0043027,cysteine-type endopeptidase inhibitor ac...,25,0,0.06,1.00000,1,1,0
MF,GO:0043028,cysteine-type endopeptidase regulator ac...,44,0,0.11,1.00000,1,1,0
MF,GO:0043177,organic acid binding,145,0,0.35,1.00000,1,1,0
MF,GO:0043225,ATPase-coupled inorganic anion transmemb...,28,0,0.07,1.00000,1,1,0
MF,GO:0043236,laminin binding,29,0,0.07,1.00000,1,1,0
MF,GO:0043325,"phosphatidylinositol-3,4-bisphosphate bi...",29,0,0.07,1.00000,1,1,0
MF,GO:0043425,bHLH transcription factor binding,27,0,0.07,1.00000,1,1,0
MF,GO:0043539,protein serine/threonine kinase activato...,48,0,0.12,1.00000,1,1,0
MF,GO:0043548,phosphatidylinositol 3-kinase binding,34,0,0.08,1.00000,1,1,0
MF,GO:0044183,protein folding chaperone,51,0,0.12,1.00000,1,1,0
MF,GO:0044390,ubiquitin-like protein conjugating enzym...,44,0,0.11,1.00000,1,1,0
MF,GO:0044594,17-beta-hydroxysteroid dehydrogenase (NA...,20,0,0.05,1.00000,1,1,0
MF,GO:0044769,"ATPase activity, coupled to transmembran...",24,0,0.06,1.00000,1,1,0
MF,GO:0045182,translation regulator activity,165,0,0.4,1.00000,1,1,0
MF,GO:0045499,chemorepellent activity,28,0,0.07,1.00000,1,1,0
MF,GO:0046625,sphingolipid binding,30,0,0.07,1.00000,1,1,0
MF,GO:0046703,natural killer cell lectin-like receptor...,27,0,0.07,1.00000,1,1,0
MF,GO:0046875,ephrin receptor binding,28,0,0.07,1.00000,1,1,0
MF,GO:0046906,tetrapyrrole binding,163,0,0.39,1.00000,1,1,0
MF,GO:0046915,transition metal ion transmembrane trans...,47,0,0.11,1.00000,1,1,0
MF,GO:0046943,carboxylic acid transmembrane transporte...,169,0,0.41,1.00000,1,1,0
MF,GO:0046961,"proton-transporting ATPase activity, rot...",24,0,0.06,1.00000,1,1,0
MF,GO:0046966,thyroid hormone receptor binding,33,0,0.08,1.00000,1,1,0
MF,GO:0046977,TAP binding,50,0,0.12,1.00000,1,1,0
MF,GO:0046978,TAP1 binding,29,0,0.07,1.00000,1,1,0
MF,GO:0046979,TAP2 binding,20,0,0.05,1.00000,1,1,0
MF,GO:0047372,acylglycerol lipase activity,21,0,0.05,1.00000,1,1,0
MF,GO:0047485,protein N-terminus binding,129,0,0.31,1.00000,1,1,0
MF,GO:0047617,acyl-CoA hydrolase activity,24,0,0.06,1.00000,1,1,0
MF,GO:0048018,receptor ligand activity,556,0,1.34,1.00000,1,1,0
MF,GO:0048019,receptor antagonist activity,32,0,0.08,1.00000,1,1,0
MF,GO:0048020,CCR chemokine receptor binding,75,0,0.18,1.00000,1,1,0
MF,GO:0048027,mRNA 5'-UTR binding,29,0,0.07,1.00000,1,1,0
MF,GO:0048029,monosaccharide binding,74,0,0.18,1.00000,1,1,0
MF,GO:0048038,quinone binding,23,0,0.06,1.00000,1,1,0
MF,GO:0048306,calcium-dependent protein binding,87,0,0.21,1.00000,1,1,0
MF,GO:0048487,beta-tubulin binding,42,0,0.1,1.00000,1,1,0
MF,GO:0048531,"beta-1,3-galactosyltransferase activity",22,0,0.05,1.00000,1,1,0
MF,GO:0050136,"NADH dehydrogenase (quinone) activity",58,0,0.14,1.00000,1,1,0
MF,GO:0050321,tau-protein kinase activity,22,0,0.05,1.00000,1,1,0
MF,GO:0050431,transforming growth factor beta binding,25,0,0.06,1.00000,1,1,0
MF,GO:0050660,flavin adenine dinucleotide binding,86,0,0.21,1.00000,1,1,0
MF,GO:0050661,"NADP binding",52,0,0.13,1.00000,1,1,0
MF,GO:0050681,androgen receptor binding,33,0,0.08,1.00000,1,1,0
MF,GO:0050699,WW domain binding,33,0,0.08,1.00000,1,1,0
MF,GO:0050750,low-density lipoprotein particle recepto...,23,0,0.06,1.00000,1,1,0
MF,GO:0050840,extracellular matrix binding,57,0,0.14,1.00000,1,1,0
MF,GO:0050997,quaternary ammonium group binding,39,0,0.09,1.00000,1,1,0
MF,GO:0051018,protein kinase A binding,55,0,0.13,1.00000,1,1,0
MF,GO:0051019,mitogen-activated protein kinase binding,25,0,0.06,1.00000,1,1,0
MF,GO:0051059,NF-kappaB binding,30,0,0.07,1.00000,1,1,0
MF,GO:0051082,unfolded protein binding,142,0,0.34,1.00000,1,1,0
MF,GO:0051119,sugar transmembrane transporter activity,31,0,0.07,1.00000,1,1,0
MF,GO:0051213,dioxygenase activity,95,0,0.23,1.00000,1,1,0
MF,GO:0051287,"NAD binding",63,0,0.15,1.00000,1,1,0
MF,GO:0051393,alpha-actinin binding,29,0,0.07,1.00000,1,1,0
MF,GO:0051536,iron-sulfur cluster binding,69,0,0.17,1.00000,1,1,0
MF,GO:0051537,"2 iron, 2 sulfur cluster binding",25,0,0.06,1.00000,1,1,0
MF,GO:0051539,"4 iron, 4 sulfur cluster binding",43,0,0.1,1.00000,1,1,0
MF,GO:0051540,metal cluster binding,69,0,0.17,1.00000,1,1,0
MF,GO:0051721,protein phosphatase 2A binding,36,0,0.09,1.00000,1,1,0
MF,GO:0051787,misfolded protein binding,47,0,0.11,1.00000,1,1,0
MF,GO:0051861,glycolipid binding,29,0,0.07,1.00000,1,1,0
MF,GO:0052650,"NADP-retinol dehydrogenase activity",23,0,0.06,1.00000,1,1,0
MF,GO:0052689,carboxylic ester hydrolase activity,169,0,0.41,1.00000,1,1,0
MF,GO:0052744,phosphatidylinositol monophosphate phosp...,22,0,0.05,1.00000,1,1,0
MF,GO:0052866,phosphatidylinositol phosphate phosphata...,39,0,0.09,1.00000,1,1,0
MF,GO:0055106,ubiquitin-protein transferase regulator ...,27,0,0.07,1.00000,1,1,0
MF,GO:0060229,lipase activator activity,21,0,0.05,1.00000,1,1,0
MF,GO:0061134,peptidase regulator activity,259,0,0.63,1.00000,1,1,0
MF,GO:0061135,endopeptidase regulator activity,221,0,0.53,1.00000,1,1,0
MF,GO:0061608,nuclear import signal receptor activity,22,0,0.05,1.00000,1,1,0
MF,GO:0061631,ubiquitin conjugating enzyme activity,36,0,0.09,1.00000,1,1,0
MF,GO:0061650,ubiquitin-like protein conjugating enzym...,39,0,0.09,1.00000,1,1,0
MF,GO:0061733,peptide-lysine-N-acetyltransferase activ...,50,0,0.12,1.00000,1,1,0
MF,GO:0061778,intracellular chloride channel activity,22,0,0.05,1.00000,1,1,0
MF,GO:0061980,regulatory RNA binding,52,0,0.13,1.00000,1,1,0
MF,GO:0070001,aspartic-type peptidase activity,30,0,0.07,1.00000,1,1,0
MF,GO:0070003,threonine-type peptidase activity,41,0,0.1,1.00000,1,1,0
MF,GO:0070006,metalloaminopeptidase activity,27,0,0.07,1.00000,1,1,0
MF,GO:0070034,telomerase RNA binding,26,0,0.06,1.00000,1,1,0
MF,GO:0070122,isopeptidase activity,20,0,0.05,1.00000,1,1,0
MF,GO:0070182,DNA polymerase binding,22,0,0.05,1.00000,1,1,0
MF,GO:0070273,phosphatidylinositol-4-phosphate binding,31,0,0.07,1.00000,1,1,0
MF,GO:0070279,vitamin B6 binding,59,0,0.14,1.00000,1,1,0
MF,GO:0070300,phosphatidic acid binding,21,0,0.05,1.00000,1,1,0
MF,GO:0070330,aromatase activity,24,0,0.06,1.00000,1,1,0
MF,GO:0070412,R-SMAD binding,25,0,0.06,1.00000,1,1,0
MF,GO:0070530,K63-linked polyubiquitin modification-de...,28,0,0.07,1.00000,1,1,0
MF,GO:0070566,adenylyltransferase activity,31,0,0.07,1.00000,1,1,0
MF,GO:0070577,lysine-acetylated histone binding,27,0,0.07,1.00000,1,1,0
MF,GO:0070628,proteasome binding,29,0,0.07,1.00000,1,1,0
MF,GO:0070696,transmembrane receptor protein serine/th...,24,0,0.06,1.00000,1,1,0
MF,GO:0070717,poly-purine tract binding,29,0,0.07,1.00000,1,1,0
MF,GO:0070742,C2H2 zinc finger domain binding,22,0,0.05,1.00000,1,1,0
MF,GO:0070840,dynein complex binding,24,0,0.06,1.00000,1,1,0
MF,GO:0070851,growth factor receptor binding,145,0,0.35,1.00000,1,1,0
MF,GO:0070888,E-box binding,48,0,0.12,1.00000,1,1,0
MF,GO:0071617,lysophospholipid acyltransferase activit...,40,0,0.1,1.00000,1,1,0
MF,GO:0071813,lipoprotein particle binding,35,0,0.08,1.00000,1,1,0
MF,GO:0071814,protein-lipid complex binding,35,0,0.08,1.00000,1,1,0
MF,GO:0071855,neuropeptide receptor binding,38,0,0.09,1.00000,1,1,0
MF,GO:0071889,14-3-3 protein binding,38,0,0.09,1.00000,1,1,0
MF,GO:0071949,FAD binding,37,0,0.09,1.00000,1,1,0
MF,GO:0072341,modified amino acid binding,96,0,0.23,1.00000,1,1,0
MF,GO:0072349,modified amino acid transmembrane transp...,23,0,0.06,1.00000,1,1,0
MF,GO:0080025,"phosphatidylinositol-3,5-bisphosphate bi...",28,0,0.07,1.00000,1,1,0
MF,GO:0089720,caspase binding,22,0,0.05,1.00000,1,1,0
MF,GO:0090079,"translation regulator activity, nucleic ...",122,0,0.29,1.00000,1,1,0
MF,GO:0090482,vitamin transmembrane transporter activi...,42,0,0.1,1.00000,1,1,0
MF,GO:0097001,ceramide binding,21,0,0.05,1.00000,1,1,0
MF,GO:0097110,scaffold protein binding,70,0,0.17,1.00000,1,1,0
MF,GO:0097472,cyclin-dependent protein kinase activity,30,0,0.07,1.00000,1,1,0
MF,GO:0097602,cullin family protein binding,27,0,0.07,1.00000,1,1,0
MF,GO:0097747,RNA polymerase activity,53,0,0.13,1.00000,1,1,0
MF,GO:0098531,ligand-activated transcription factor ac...,57,0,0.14,1.00000,1,1,0
MF,GO:0098599,palmitoyl hydrolase activity,27,0,0.07,1.00000,1,1,0
MF,GO:0098631,cell adhesion mediator activity,59,0,0.14,1.00000,1,1,0
MF,GO:0098632,cell-cell adhesion mediator activity,49,0,0.12,1.00000,1,1,0
MF,GO:0098960,postsynaptic neurotransmitter receptor a...,73,0,0.18,1.00000,1,1,0
MF,GO:0099529,neurotransmitter receptor activity invol...,56,0,0.14,1.00000,1,1,0
MF,GO:0099589,serotonin receptor activity,36,0,0.09,1.00000,1,1,0
MF,GO:0099602,neurotransmitter receptor regulator acti...,23,0,0.06,1.00000,1,1,0
MF,GO:0101005,deubiquitinase activity,118,0,0.29,1.00000,1,1,0
MF,GO:0106306,protein serine phosphatase activity,82,0,0.2,1.00000,1,1,0
MF,GO:0106307,protein threonine phosphatase activity,82,0,0.2,1.00000,1,1,0
MF,GO:0120013,lipid transfer activity,48,0,0.12,1.00000,1,1,0
MF,GO:0120014,phospholipid transfer activity,24,0,0.06,1.00000,1,1,0
MF,GO:0120015,sterol transfer activity,23,0,0.06,1.00000,1,1,0
MF,GO:0120020,cholesterol transfer activity,22,0,0.05,1.00000,1,1,0
MF,GO:0120227,acyl-CoA binding,25,0,0.06,1.00000,1,1,0
MF,GO:0140033,acetylation-dependent protein binding,27,0,0.07,1.00000,1,1,0
MF,GO:0140098,"catalytic activity, acting on RNA",452,0,1.09,1.00000,1,1,0
MF,GO:0140101,"catalytic activity, acting on a tRNA",155,0,0.37,1.00000,1,1,0
MF,GO:0140102,"catalytic activity, acting on a rRNA",23,0,0.06,1.00000,1,1,0
MF,GO:0140103,"catalytic activity, acting on a glycopro...",28,0,0.07,1.00000,1,1,0
MF,GO:0140104,molecular carrier activity,76,0,0.18,1.00000,1,1,0
MF,GO:0140142,nucleocytoplasmic carrier activity,33,0,0.08,1.00000,1,1,0
MF,GO:0140223,general transcription initiation factor ...,54,0,0.13,1.00000,1,1,0
MF,GO:0140272,exogenous protein binding,94,0,0.23,1.00000,1,1,0
MF,GO:0140296,general transcription initiation factor ...,51,0,0.12,1.00000,1,1,0
MF,GO:0140303,intramembrane lipid transporter activity,42,0,0.1,1.00000,1,1,0
MF,GO:0140312,cargo adaptor activity,22,0,0.05,1.00000,1,1,0
MF,GO:0140318,protein transporter activity,34,0,0.08,1.00000,1,1,0
MF,GO:0140323,solute:anion antiporter activity,34,0,0.08,1.00000,1,1,0
MF,GO:0140326,ATPase-coupled intramembrane lipid trans...,29,0,0.07,1.00000,1,1,0
MF,GO:0140358,P-type transmembrane transporter activit...,22,0,0.05,1.00000,1,1,0
MF,GO:0140359,ABC-type transporter activity,71,0,0.17,1.00000,1,1,0
MF,GO:0140375,immune receptor activity,323,0,0.78,1.00000,1,1,0
MF,GO:0140416,transcription regulator inhibitor activi...,27,0,0.07,1.00000,1,1,0
MF,GO:0140457,protein demethylase activity,29,0,0.07,1.00000,1,1,0
MF,GO:0140677,molecular function activator activity,161,0,0.39,1.00000,1,1,0
MF,GO:0150100,RNA binding involved in posttranscriptio...,261,0,0.63,1.00000,1,1,0
MF,GO:1901505,carbohydrate derivative transmembrane tr...,56,0,0.14,1.00000,1,1,0
MF,GO:1901567,fatty acid derivative binding,23,0,0.06,1.00000,1,1,0
MF,GO:1901618,organic hydroxy compound transmembrane t...,59,0,0.14,1.00000,1,1,0
MF,GO:1901682,sulfur compound transmembrane transporte...,62,0,0.15,1.00000,1,1,0
MF,GO:1902936,phosphatidylinositol bisphosphate bindin...,112,0,0.27,1.00000,1,1,0
MF,GO:1903231,mRNA binding involved in posttranscripti...,261,0,0.63,1.00000,1,1,0
MF,GO:1904315,transmitter-gated ion channel activity i...,47,0,0.11,1.00000,1,1,0
MF,GO:1904680,peptide transmembrane transporter activi...,34,0,0.08,1.00000,1,1,0
MF,GO:1990381,ubiquitin-specific protease binding,29,0,0.07,1.00000,1,1,0
MF,GO:1990756,ubiquitin ligase-substrate adaptor activ...,31,0,0.07,1.00000,1,1,0
MF,GO:1990841,promoter-specific chromatin binding,73,0,0.18,1.00000,1,1,0
CC,GO:0005856,cytoskeleton,2522,23,5.87,1.8e-09,1.143e-6,1.143e-6,3.92
CC,GO:0005829,cytosol,5896,32,13.72,8.7e-08,5.5245e-5,2.38125e-5,2.33
CC,GO:0043228,non-membrane-bounded organelle,6024,32,14.02,1.5e-07,9.525e-5,2.38125e-5,2.28
CC,GO:0043232,intracellular non-membrane-bounded organ...,6024,32,14.02,1.5e-07,9.525e-5,2.38125e-5,2.28
CC,GO:1904115,axon cytoplasm,66,5,0.15,4.5e-07,2.8575e-4,5.715e-5,33.33
CC,GO:0015630,microtubule cytoskeleton,1412,14,3.29,2.7e-06,0.0017145,2.4606249999999997e-4,4.26
CC,GO:0032991,protein-containing complex,6053,30,14.09,2.9e-06,0.0018415,2.4606249999999997e-4,2.13
CC,GO:0120111,neuron projection cytoplasm,97,5,0.23,3.1e-06,0.0019684999999999998,2.4606249999999997e-4,21.74
CC,GO:0030424,axon,696,10,1.62,3.9e-06,0.0024765,2.54e-4,6.17
CC,GO:0099080,supramolecular complex,1468,14,3.42,4.2e-06,0.0026669999999999997,2.54e-4,4.09
CC,GO:0043005,neuron projection,1472,14,3.43,4.4e-06,0.002794,2.54e-4,4.08
CC,GO:0070161,anchoring junction,919,11,2.14,6.8e-06,0.004318,3.598333333333333e-4,5.14
CC,GO:0030054,cell junction,2282,17,5.31,8.6e-06,0.005461000000000001,4.172857142857143e-4,3.2
CC,GO:0005938,cell cortex,322,7,0.75,9.2e-06,0.005842,4.172857142857143e-4,9.33
CC,GO:0005634,nucleus,8809,36,20.5,1.1e-05,0.006985,4.656666666666667e-4,1.76
CC,GO:0120025,plasma membrane bounded cell projection,2398,17,5.58,1.7e-05,0.010795,6.746875e-4,3.05
CC,GO:0005654,nucleoplasm,4545,24,10.58,2.3e-05,0.014605,8.591176470588235e-4,2.27
CC,GO:0042995,cell projection,2511,17,5.84,3.0e-05,0.01905,0.0010583333333333334,2.91
CC,GO:0099568,cytoplasmic region,280,6,0.65,4.6e-05,0.02921,0.0015373684210526315,9.23
CC,GO:0043229,intracellular organelle,15069,47,35.07,6.4e-05,0.040639999999999996,0.002032,1.34
CC,GO:0005912,adherens junction,185,5,0.43,7.0e-05,0.044449999999999996,0.0021166666666666664,11.63
CC,GO:0044297,cell body,618,8,1.44,8.3e-05,0.052705,0.002395681818181818,5.56
CC,GO:0070603,SWI/SNF superfamily-type complex,101,4,0.24,9.0e-05,0.057150000000000006,0.0024606249999999997,16.67
CC,GO:1904949,ATPase complex,102,4,0.24,9.3e-05,0.059054999999999996,0.0024606249999999997,16.67
CC,GO:0005925,focal adhesion,479,7,1.11,0.00011,0.06985000000000001,0.002794,6.31
CC,GO:0031981,nuclear lumen,5350,25,12.45,0.00012,0.0762,0.0029307692307692307,2.01
CC,GO:0030055,cell-substrate junction,486,7,1.13,0.00013,0.08255,0.003057407407407407,6.19
CC,GO:0030425,dendrite,685,8,1.59,0.00017,0.10795,0.003419230769230769,5.03
CC,GO:0097447,dendritic tree,687,8,1.6,0.00017,0.10795,0.003419230769230769,5
CC,GO:0043226,organelle,16116,48,37.5,0.00018,0.11430000000000001,0.003419230769230769,1.28
CC,GO:0014069,postsynaptic density,359,6,0.84,0.00018,0.11430000000000001,0.003419230769230769,7.14
CC,GO:0032279,asymmetric synapse,364,6,0.85,0.00019,0.12065000000000001,0.003419230769230769,7.06
CC,GO:0099512,supramolecular fiber,1103,10,2.57,0.00019,0.12065000000000001,0.003419230769230769,3.89
CC,GO:0031974,membrane-enclosed lumen,6611,28,15.38,0.00020,0.127,0.003419230769230769,1.82
CC,GO:0043233,organelle lumen,6611,28,15.38,0.00020,0.127,0.003419230769230769,1.82
