validated_id,current_symbol,human_gene_symbol,Syp_brain_iCLIP,Syp_larva_iCLIP,sfari_dmel
FBgn0030482,CG1673,BCAT1,FALSE,TRUE,FALSE
FBgn0030486,Set2,SETD2,FALSE,FALSE,TRUE
FBgn0030502,tth,DPF1,TRUE,TRUE,FALSE
FBgn0030505,NFAT,NFATC2,FALSE,TRUE,FALSE
FBgn0030512,Nadsyn,NADSYN1,FALSE,TRUE,FALSE
FBgn0030519,CG11151,SCP2D1,FALSE,TRUE,FALSE
FBgn0030520,Pdcd4,PDCD4,TRUE,TRUE,FALSE
FBgn0030521,CtsB1,CTSB,FALSE,TRUE,FALSE
FBgn0030529,Clic,CLIC6,TRUE,TRUE,FALSE
FBgn0030574,sbm,SLC7A13,FALSE,TRUE,FALSE
FBgn0030582,CG14411,MTMR11,FALSE,TRUE,FALSE
FBgn0030594,fiz,N/A,FALSE,TRUE,FALSE
FBgn0030595,CG14406,N/A,FALSE,TRUE,FALSE
FBgn0030608,Lsd-2,PLIN5,TRUE,TRUE,FALSE
FBgn0030616,RpL37a,RPL37,FALSE,TRUE,FALSE
FBgn0030648,CG6340,RSRC2,FALSE,TRUE,FALSE
FBgn0030653,CG7860,ASRGL1,FALSE,TRUE,FALSE
FBgn0030658,CG7872,DNAJC25,FALSE,TRUE,FALSE
FBgn0030665,CG15646,N/A,TRUE,FALSE,FALSE
FBgn0030670,Pis,CDIPT,FALSE,TRUE,FALSE
FBgn0030672,CG9281,LOC114483834,TRUE,TRUE,FALSE
FBgn0030674,HUWE1,HUWE1,TRUE,TRUE,TRUE
FBgn0030685,Graf,OPHN1,FALSE,FALSE,TRUE
FBgn0030687,RpIIIC160,POLR3A,FALSE,FALSE,TRUE
FBgn0030693,CG8974,RNF5,TRUE,TRUE,FALSE
FBgn0030699,CG8578,LRRFIP1,FALSE,TRUE,FALSE
FBgn0030703,MSBP,PGRMC2,TRUE,TRUE,FALSE
FBgn0030707,CG8916,GABRE,FALSE,FALSE,TRUE
FBgn0030719,eIF5,EIF5,TRUE,TRUE,FALSE
FBgn0030724,Nipsnap,NIPSNAP1,FALSE,TRUE,FALSE
FBgn0030734,CG9911,ERP44,FALSE,TRUE,FALSE
FBgn0286508,Had1,CRYL1,FALSE,TRUE,FALSE
FBgn0030740,CG9917,N/A,FALSE,TRUE,FALSE
FBgn0030744,CG9992,N/A,FALSE,TRUE,FALSE
FBgn0030745,CG4239,TMEM38B,FALSE,TRUE,FALSE
FBgn0030749,AnxB11,ANXA4,FALSE,TRUE,FALSE
FBgn0030753,rngo,DDI1,FALSE,TRUE,FALSE
FBgn0030766,mthl1,N/A,TRUE,TRUE,FALSE
FBgn0030791,CG9132,NECAP1,FALSE,TRUE,FALSE
FBgn0030802,DENR,DENR,FALSE,FALSE,TRUE
FBgn0030803,CG4880,N/A,FALSE,TRUE,FALSE
FBgn0030809,Ubr1,UBR1,FALSE,TRUE,TRUE
FBgn0030812,wcy,WAC,FALSE,FALSE,TRUE
FBgn0030816,CG16700,SLC36A3,FALSE,TRUE,FALSE
FBgn0030817,CG4991,N/A,FALSE,TRUE,FALSE
FBgn0030833,CG8915,YTHDC2,FALSE,FALSE,TRUE
FBgn0030838,CG5445,ILRUN,FALSE,TRUE,FALSE
FBgn0030850,stas,TMEM41B,FALSE,TRUE,FALSE
FBgn0030854,CG8289,N/A,TRUE,TRUE,FALSE
FBgn0030863,CG8188,UBE2S,TRUE,TRUE,FALSE
FBgn0030869,Socs16D,SOCS7,FALSE,TRUE,FALSE
FBgn0030872,Ucp4A,SLC25A27,FALSE,FALSE,TRUE
FBgn0030876,CG6762,SRXN1,FALSE,TRUE,FALSE
FBgn0030891,Ada3,TADA3,FALSE,TRUE,FALSE
FBgn0030894,Mvb12,MVB12A,FALSE,TRUE,FALSE
FBgn0030930,Pgant7,GALNT7,FALSE,TRUE,FALSE
FBgn0030933,CG6470,N/A,FALSE,TRUE,FALSE
FBgn0030955,CG6891,COTL1,FALSE,TRUE,FALSE
FBgn0030956,CG18259,POLDIP3,FALSE,TRUE,FALSE
FBgn0030959,CG6961,POLDIP3,FALSE,TRUE,FALSE
FBgn0030973,CG7332,MINDY3,TRUE,FALSE,FALSE
FBgn0030974,Flacc,ZC3H13,TRUE,TRUE,FALSE
FBgn0030991,CG7453,N/A,FALSE,TRUE,FALSE
FBgn0030999,Mur18B,N/A,FALSE,TRUE,FALSE
FBgn0031011,CG8034,SLC16A3,FALSE,TRUE,FALSE
FBgn0031016,kek5,N/A,TRUE,TRUE,FALSE
FBgn0031020,Naa15-16,NAA15,FALSE,FALSE,TRUE
FBgn0031023,CG14200,N/A,FALSE,TRUE,FALSE
FBgn0031030,Tao,TAOK2,TRUE,TRUE,TRUE
FBgn0031037,CG14207,HSPB1,FALSE,TRUE,FALSE
FBgn0031039,Shawn,SLC25A39,FALSE,FALSE,TRUE
FBgn0031049,Sec61gamma,SEC61G,TRUE,TRUE,FALSE
FBgn0031057,Ubqn,UBQLN3,TRUE,TRUE,FALSE
FBgn0031068,Alr,GFER,FALSE,TRUE,FALSE
FBgn0031085,CG9570,N/A,FALSE,TRUE,FALSE
FBgn0031090,Rab35,RAB35,FALSE,TRUE,FALSE
FBgn0031091,Phf7,G2E3,FALSE,FALSE,TRUE
FBgn0031097,obst-A,N/A,FALSE,TRUE,FALSE
FBgn0031107,HERC2,HERC2,FALSE,FALSE,TRUE
FBgn0031118,RhoGAP19D,ARHGAP21,TRUE,TRUE,FALSE
FBgn0031127,CG1835,N/A,FALSE,TRUE,FALSE
FBgn0031129,CG1324,N/A,FALSE,TRUE,FALSE
FBgn0031143,CG1532,GLOD4,FALSE,TRUE,FALSE
FBgn0031145,Ntf-2,NUTF2,TRUE,FALSE,FALSE
FBgn0031149,Stt3A,STT3B,TRUE,TRUE,FALSE
FBgn0031170,ABCA,ABCA3,FALSE,TRUE,FALSE
FBgn0031187,Usp2,USP21,TRUE,TRUE,FALSE
FBgn0031190,CG12576,N/A,FALSE,TRUE,FALSE
FBgn0031213,galectin,LGALS3,FALSE,TRUE,FALSE
FBgn0031216,Zir,DOCK6,TRUE,TRUE,TRUE
FBgn0031220,CG4822,N/A,FALSE,TRUE,FALSE
FBgn0031228,ND-15,NDUFS5,FALSE,TRUE,FALSE
FBgn0031232,CG11617,MKX,FALSE,FALSE,TRUE
FBgn0031233,Tbc1d15-17,TBC1D15,FALSE,TRUE,FALSE
FBgn0031245,CG3625,ADTRP,TRUE,TRUE,FALSE
FBgn0031250,Ent1,SLC29A2,FALSE,TRUE,FALSE
FBgn0031260,Spp,HM13,TRUE,TRUE,FALSE
FBgn0031263,Tspo,TSPO2,FALSE,TRUE,FALSE
FBgn0031266,Sf3b1,SF3B1,FALSE,FALSE,TRUE
FBgn0031268,cold,N/A,FALSE,TRUE,FALSE
FBgn0031285,CG3662,ITM2A,TRUE,TRUE,FALSE
FBgn0031294,IA-2,PTPRN2,TRUE,TRUE,FALSE
FBgn0031295,CG4375,N/A,FALSE,TRUE,FALSE
FBgn0031304,TBC1D23,TBC1D23,FALSE,TRUE,TRUE
FBgn0031322,CG5001,DNAJB4,FALSE,TRUE,FALSE
FBgn0031323,CG5139,N/A,FALSE,TRUE,FALSE
FBgn0031333,CG5561,N/A,FALSE,TRUE,FALSE
FBgn0031335,CG5565,N/A,FALSE,TRUE,FALSE
FBgn0031347,CG10869,N/A,FALSE,TRUE,FALSE
FBgn0031375,erm,FEZF1,FALSE,FALSE,TRUE
FBgn0031377,CG15356,EMSY,FALSE,FALSE,TRUE
FBgn0031381,Npc2a,NPC2,TRUE,TRUE,FALSE
FBgn0031403,CG15387,C12orf57,FALSE,FALSE,TRUE
FBgn0031407,CG4270,GLIPR2,FALSE,TRUE,FALSE
FBgn0031424,VGlut,SLC17A8,TRUE,FALSE,FALSE
FBgn0031437,Arpc5,ARPC5L,FALSE,TRUE,FALSE
FBgn0031450,Hrs,HGS,TRUE,TRUE,FALSE
FBgn0031453,Bacc,N/A,TRUE,TRUE,FALSE
FBgn0031458,aph-1,APH1B,FALSE,FALSE,TRUE
FBgn0031459,HINT1,HINT2,FALSE,TRUE,FALSE
FBgn0031474,CG2991,N/A,TRUE,TRUE,FALSE
FBgn0031497,SerRS,SARS,TRUE,TRUE,FALSE
FBgn0031501,CG17261,N/A,FALSE,TRUE,FALSE
FBgn0031529,CG9662,OSTC,FALSE,TRUE,FALSE
FBgn0031530,Pgant2,GALNT14,FALSE,FALSE,TRUE
FBgn0031534,Snx1,SNX1,TRUE,TRUE,FALSE
FBgn0031545,CG3213,N/A,FALSE,TRUE,FALSE
FBgn0031558,CG16704,N/A,FALSE,TRUE,FALSE
FBgn0031561,IM33,EPPIN-WFDC6,FALSE,TRUE,FALSE
FBgn0031574,TTLL4B,TTLL4,FALSE,TRUE,FALSE
FBgn0031585,CG2955,N/A,FALSE,TRUE,FALSE
FBgn0031589,Naprt,NAPRT,FALSE,TRUE,FALSE
FBgn0031632,CG15628,N/A,TRUE,TRUE,FALSE
FBgn0031635,tank,EI24,FALSE,TRUE,FALSE
FBgn0031637,mxt,N/A,FALSE,TRUE,FALSE
FBgn0031645,CG3036,N/A,FALSE,TRUE,FALSE
FBgn0031681,Pgant5,GALNT1,FALSE,TRUE,TRUE
FBgn0031684,ND-13A,NDUFS6,FALSE,TRUE,FALSE
FBgn0031698,Ncoa6,NCOA6,FALSE,TRUE,FALSE
FBgn0031702,fusl,N/A,FALSE,TRUE,FALSE
FBgn0031711,CG6907,ELP4,FALSE,FALSE,TRUE
FBgn0031717,Oscillin,GNPDA1,FALSE,TRUE,FALSE
FBgn0031728,Hsp60C,HSPD1,FALSE,TRUE,FALSE
FBgn0031736,CG11030,NGDN,TRUE,TRUE,FALSE
FBgn0031738,CG9171,B4GAT1,FALSE,TRUE,FALSE
FBgn0031741,CG11034,DPP10,FALSE,FALSE,TRUE
FBgn0031747,CG9021,N/A,FALSE,TRUE,FALSE
FBgn0031751,CG9016,N/A,TRUE,TRUE,FALSE
FBgn0031752,CG9044,STK11IP,FALSE,TRUE,FALSE
FBgn0031757,Ucp4C,SLC25A27,FALSE,FALSE,TRUE
FBgn0031758,Ucp4B,SLC25A27,FALSE,FALSE,TRUE
FBgn0031759,lid,KDM5D,TRUE,TRUE,TRUE
FBgn0031760,Tsp26A,TSPAN14,FALSE,TRUE,TRUE
FBgn0031769,CG9135,RCC2,TRUE,TRUE,FALSE
FBgn0031791,AANATL2,N/A,FALSE,TRUE,FALSE
FBgn0031815,frj,MBOAT7,FALSE,TRUE,TRUE
FBgn0031816,Rchy1,RCHY1,FALSE,TRUE,FALSE
FBgn0031826,CG9550,CHST2,FALSE,TRUE,FALSE
FBgn0031835,CG11319,DPP10,FALSE,FALSE,TRUE
FBgn0031836,CG11050,HDDC2,FALSE,TRUE,FALSE
FBgn0031849,CG11327,N/A,FALSE,TRUE,FALSE
FBgn0031850,Tsp,THBS1,FALSE,FALSE,TRUE
FBgn0031859,CG17377,N/A,FALSE,TRUE,FALSE
FBgn0031866,Nlg2,NLGN2,FALSE,FALSE,TRUE
FBgn0031869,CG18304,SOGA3,FALSE,TRUE,FALSE
FBgn0031872,ihog,BOC,FALSE,FALSE,TRUE
FBgn0031879,uif,N/A,FALSE,TRUE,FALSE
FBgn0031883,Caper,RBM23,TRUE,FALSE,FALSE
FBgn0031885,Mnn1,MEN1,FALSE,TRUE,FALSE
FBgn0031896,CG4502,UBE2QL1,TRUE,FALSE,FALSE
FBgn0031897,CG13784,SLC66A2,FALSE,TRUE,FALSE
FBgn0031907,CG5171,N/A,FALSE,TRUE,FALSE
FBgn0031908,CG5177,N/A,FALSE,TRUE,FALSE
FBgn0031909,CG5181,NABP2,TRUE,TRUE,FALSE
FBgn0031913,CG5958,RLBP1,FALSE,TRUE,FALSE
FBgn0031920,CG6441,N/A,FALSE,TRUE,FALSE
FBgn0031939,CG13796,N/A,FALSE,TRUE,FALSE
FBgn0031946,CG7164,N/A,FALSE,TRUE,FALSE
FBgn0031952,cdc14,CDC14C,FALSE,TRUE,FALSE
FBgn0031969,pes,N/A,FALSE,TRUE,FALSE
FBgn0031972,Wwox,WWOX,FALSE,FALSE,TRUE
FBgn0031980,RpL36A,RPL36AL,TRUE,FALSE,FALSE
FBgn0031981,Megf8,MEGF8,FALSE,TRUE,FALSE
FBgn0031990,PAPLA1,SEC23IP,FALSE,TRUE,TRUE
FBgn0031995,CG8475,PHKB,TRUE,TRUE,FALSE
FBgn0032003,CG8349,N/A,FALSE,TRUE,FALSE
FBgn0032005,Snx6,SNX5,FALSE,FALSE,TRUE
FBgn0032006,Pvr,CSF1R,FALSE,TRUE,FALSE
FBgn0032010,CG8086,ODF3,FALSE,FALSE,TRUE
FBgn0032015,Ostgamma,MAGT1,FALSE,TRUE,FALSE
FBgn0032018,CG7806,ABCC10,FALSE,TRUE,FALSE
FBgn0032021,CG7781,N/A,TRUE,FALSE,FALSE
FBgn0032025,CG7778,N/A,FALSE,TRUE,FALSE
FBgn0032061,CG9314,CAT,FALSE,TRUE,FALSE
FBgn0032120,CG33298,ATP10A,FALSE,TRUE,TRUE
FBgn0032123,Oatp30B,SLCO3A1,FALSE,TRUE,FALSE
FBgn0032129,jp,JPH4,FALSE,TRUE,FALSE
FBgn0032132,CG4382,ACHE,FALSE,FALSE,TRUE
FBgn0032151,nAChRalpha6,CHRNA7,FALSE,FALSE,TRUE
FBgn0032156,CG13124,CTIF,FALSE,TRUE,FALSE
FBgn0032170,CG4658,N/A,FALSE,TRUE,FALSE
FBgn0032172,CG5850,TMEM184C,FALSE,TRUE,FALSE
FBgn0032198,eEF1delta,EEF1D,TRUE,TRUE,FALSE
FBgn0032200,CG5676,FUNDC2,TRUE,TRUE,FALSE
FBgn0032208,Ufd4,HECTD1,FALSE,TRUE,FALSE
FBgn0032216,Usp14,USP14,FALSE,TRUE,FALSE
FBgn0032217,CG4972,NCLN,TRUE,TRUE,FALSE
FBgn0032223,GATAd,N/A,TRUE,FALSE,FALSE
FBgn0032229,ClpP,CLPP,TRUE,TRUE,FALSE
FBgn0032230,lft,LIX1,TRUE,TRUE,FALSE
FBgn0032234,gny,ALG6,FALSE,FALSE,TRUE
FBgn0032248,Bug22,CFAP20,FALSE,TRUE,FALSE
FBgn0032287,CG6415,AMT,FALSE,FALSE,TRUE
FBgn0032297,CG17124,PPP1R14D,TRUE,FALSE,FALSE
FBgn0032305,CG6700,LENG8,FALSE,TRUE,FALSE
FBgn0032314,CG7309,N/A,FALSE,TRUE,FALSE
FBgn0032330,Samuel,SAMD11,FALSE,TRUE,TRUE
FBgn0032341,Reps,REPS2,TRUE,TRUE,FALSE
FBgn0032350,CG6287,PHGDH,FALSE,TRUE,FALSE
FBgn0032360,CG14926,N/A,FALSE,TRUE,FALSE
FBgn0032363,Dlg5,DLG5,FALSE,TRUE,FALSE
FBgn0032371,CG4983,N/A,FALSE,TRUE,FALSE
FBgn0032373,Vha100-5,TCIRG1,FALSE,FALSE,TRUE
FBgn0032378,CycY,CCNYL1,FALSE,TRUE,FALSE
FBgn0032400,CG6770,NUPR2,TRUE,TRUE,FALSE
FBgn0032420,CG6583,N/A,FALSE,TRUE,FALSE
FBgn0032421,crok,N/A,FALSE,TRUE,FALSE
FBgn0032428,Fam92,FAM92B,FALSE,FALSE,TRUE
FBgn0032444,CCT4,CCT4,TRUE,TRUE,TRUE
FBgn0032451,spict,NIPAL4,FALSE,FALSE,TRUE
FBgn0032453,CG6180,PEBP1,TRUE,TRUE,FALSE
FBgn0032456,MRP,ABCC10,FALSE,TRUE,FALSE
FBgn0032467,CG9934,UBE4B,FALSE,TRUE,FALSE
FBgn0032474,DnaJ-H,N/A,FALSE,TRUE,FALSE
FBgn0032479,CG16974,N/A,TRUE,TRUE,FALSE
FBgn0032482,Pect,PCYT2,TRUE,TRUE,FALSE
FBgn0032485,CG9426,IPP,FALSE,TRUE,FALSE
FBgn0032506,CG9395,N/A,TRUE,FALSE,FALSE
FBgn0032515,loqs,TARBP2,TRUE,FALSE,FALSE
FBgn0032518,RpL24,RPL24,TRUE,TRUE,FALSE
FBgn0032519,CG16957,PGRMC2,FALSE,TRUE,FALSE
FBgn0032525,Hsp60D,N/A,FALSE,TRUE,FALSE
FBgn0032538,Vajk2,N/A,FALSE,TRUE,FALSE
FBgn0032586,Tpr2,DNAJC7,TRUE,TRUE,FALSE
FBgn0032587,CG5953,N/A,FALSE,TRUE,FALSE
FBgn0032588,CG5968,N/A,FALSE,TRUE,FALSE
FBgn0032590,CG4631,N/A,FALSE,TRUE,FALSE
FBgn0032596,Prosbeta4,PSMB2,FALSE,TRUE,FALSE
FBgn0032600,BuGZ,ZNF207,TRUE,TRUE,FALSE
FBgn0032626,CG12620,N/A,FALSE,TRUE,FALSE
FBgn0032635,CG15141,UBR7,TRUE,FALSE,FALSE
FBgn0032638,SPH93,N/A,FALSE,TRUE,FALSE
FBgn0032639,CG18563,N/A,FALSE,TRUE,FALSE
FBgn0032643,GCS2beta,PRKCSH,FALSE,TRUE,FALSE
FBgn0032646,mEFTs,TSFM,TRUE,TRUE,FALSE
FBgn0032652,CG6870,CYB5A,FALSE,TRUE,FALSE
FBgn0032656,CG5674,N/A,FALSE,TRUE,FALSE
FBgn0032666,CG5758,N/A,TRUE,FALSE,FALSE
FBgn0032682,grnd,N/A,FALSE,TRUE,FALSE
FBgn0032689,CG10413,SLC12A9,TRUE,TRUE,FALSE
FBgn0032704,Jwa,PRAF2,FALSE,TRUE,FALSE
FBgn0032706,Irk3,KCNJ10,FALSE,FALSE,TRUE
FBgn0032713,Ugt36D1,N/A,FALSE,TRUE,FALSE
FBgn0032715,CG17597,SCP2,FALSE,FALSE,TRUE
FBgn0032725,Nedd8,NEDD8,TRUE,TRUE,FALSE
FBgn0032726,CG10621,N/A,FALSE,TRUE,FALSE
FBgn0032727,CG10623,N/A,FALSE,TRUE,FALSE
FBgn0032729,L2HGDH,L2HGDH,FALSE,TRUE,FALSE
FBgn0032731,Swip-1,EFHD1,TRUE,TRUE,FALSE
FBgn0032755,CG17344,N/A,FALSE,TRUE,FALSE
FBgn0032771,CG17349,PACRG,FALSE,TRUE,FALSE
FBgn0032773,fon,N/A,FALSE,TRUE,FALSE
FBgn0032821,CdGAPr,ARHGAP31,TRUE,FALSE,TRUE
FBgn0032833,COX4,COX4I2,FALSE,TRUE,FALSE
FBgn0032859,Arpc2,ARPC2,FALSE,TRUE,FALSE
FBgn0032864,CG2493,PRCP,FALSE,TRUE,FALSE
FBgn0032867,CG15475,N/A,FALSE,TRUE,FALSE
FBgn0032869,CG17470,N/A,FALSE,TRUE,FALSE
FBgn0032880,TM9SF2,TM9SF4,TRUE,TRUE,TRUE
FBgn0032884,Pomp,POMP,TRUE,TRUE,FALSE
FBgn0032886,CG9328,FAM107A,TRUE,FALSE,FALSE
FBgn0032897,CG9336,N/A,FALSE,TRUE,FALSE
FBgn0032901,sky,TBC1D24,TRUE,TRUE,FALSE
FBgn0032935,Atg18b,WIPI1,TRUE,TRUE,FALSE
FBgn0032938,CG8671,FAM102B,TRUE,TRUE,FALSE
FBgn0032940,Mondo,MLXIPL,FALSE,TRUE,FALSE
FBgn0032946,nrv3,ATP4B,TRUE,FALSE,FALSE
FBgn0032949,Lamp1,LAMP3,TRUE,TRUE,FALSE
FBgn0032955,CG2201,CHKA,FALSE,TRUE,TRUE
FBgn0032956,Cul2,CUL2,FALSE,TRUE,FALSE
FBgn0032957,CG2225,N/A,TRUE,FALSE,FALSE
FBgn0032961,CG1416,AHSA1,TRUE,FALSE,FALSE
FBgn0032986,CG3262,NUBPL,FALSE,TRUE,FALSE
FBgn0032987,RpL21,RPL21,TRUE,TRUE,FALSE
FBgn0032988,Tif-IA,RRN3,TRUE,TRUE,FALSE
FBgn0032997,CG17486,ASNSD1,FALSE,TRUE,FALSE
FBgn0033000,CG14464,ARL14EPL,TRUE,FALSE,FALSE
FBgn0033005,CG3107,PITRM1,TRUE,TRUE,FALSE
FBgn0033010,Atf6,ATF6B,TRUE,TRUE,FALSE
FBgn0033017,CG10465,KCTD13,TRUE,FALSE,TRUE
FBgn0033021,CG10417,PPM1G,TRUE,FALSE,FALSE
FBgn0033028,hrm,SLC16A3,TRUE,TRUE,FALSE
FBgn0033029,Not3,CNOT3,TRUE,TRUE,TRUE
FBgn0033047,CG7882,SLC2A1,FALSE,TRUE,FALSE
FBgn0033051,Strica,N/A,FALSE,TRUE,FALSE
FBgn0033095,chk,SLC16A3,FALSE,TRUE,FALSE
FBgn0033108,CG15236,N/A,TRUE,FALSE,FALSE
FBgn0033127,Tsp42Ef,N/A,FALSE,TRUE,FALSE
FBgn0033130,Tsp42Ei,N/A,FALSE,TRUE,FALSE
FBgn0033133,Tsp42Ek,N/A,FALSE,TRUE,FALSE
FBgn0033137,Tsp42Ep,N/A,FALSE,TRUE,FALSE
FBgn0033159,Dscam1,DSCAM,TRUE,FALSE,TRUE
FBgn0033184,mEFTu2,TUFM,FALSE,TRUE,FALSE
FBgn0033188,Drat,N/A,FALSE,TRUE,FALSE
FBgn0033190,Gpo2,GPD2,FALSE,FALSE,TRUE
FBgn0033194,Vps13,VPS13C,FALSE,TRUE,FALSE
FBgn0033199,CG17985,LYSMD4,FALSE,TRUE,FALSE
FBgn0033212,LRR,CARMIL2,FALSE,TRUE,FALSE
FBgn0033224,Nop17l,DNAAF2,TRUE,TRUE,FALSE
FBgn0033233,Kdm4A,KDM4D,FALSE,FALSE,TRUE
FBgn0033235,CG8728,PMPCA,FALSE,TRUE,FALSE
FBgn0033244,CG8726,PXK,TRUE,TRUE,FALSE
FBgn0033268,Obp44a,N/A,TRUE,FALSE,FALSE
FBgn0033272,RagC-D,RRAGD,FALSE,TRUE,FALSE
FBgn0033279,CG2291,N/A,FALSE,TRUE,FALSE
FBgn0033283,CG11635,N/A,FALSE,TRUE,FALSE
FBgn0033285,CG18449,N/A,FALSE,TRUE,FALSE
FBgn0033286,CG2127,N/A,FALSE,TRUE,FALSE
FBgn0033287,CG8701,N/A,FALSE,TRUE,FALSE
FBgn0033309,Lnpk,LNPK,FALSE,FALSE,TRUE
FBgn0033330,CG8746,N/A,FALSE,TRUE,FALSE
FBgn0033356,CG8229,N/A,FALSE,TRUE,FALSE
FBgn0033357,Tom7,TOMM7,TRUE,TRUE,FALSE
FBgn0033377,Pgm2a,PGM2,TRUE,TRUE,FALSE
FBgn0033382,Hydr1,ABHD1,FALSE,TRUE,FALSE
FBgn0033391,CG8026,SLC25A32,FALSE,TRUE,FALSE
FBgn0033413,prel,PRELID1,FALSE,TRUE,FALSE
FBgn0033434,CG1902,N/A,FALSE,TRUE,FALSE
FBgn0033438,Mmp2,MMP15,FALSE,TRUE,FALSE
FBgn0033446,CG1648,N/A,FALSE,TRUE,FALSE
FBgn0033453,Sting,TMEM173,FALSE,TRUE,FALSE
FBgn0033460,Sec24AB,SEC24A,FALSE,TRUE,FALSE
FBgn0286783,Etf-QO,ETFDH,FALSE,TRUE,FALSE
FBgn0033476,oys,MBOAT4,FALSE,TRUE,FALSE
FBgn0033482,CG1371,NOMO2,FALSE,TRUE,FALSE
FBgn0033494,KCNQ,KCNQ1,FALSE,FALSE,TRUE
FBgn0033497,CG12912,N/A,FALSE,TRUE,FALSE
FBgn0033504,CAP,SORBS1,FALSE,TRUE,FALSE
FBgn0033512,CG12902,N/A,FALSE,TRUE,FALSE
FBgn0033524,Cyp49a1,CYP27A1,FALSE,FALSE,TRUE
FBgn0033529,CG17765,PEF1,TRUE,TRUE,FALSE
FBgn0033544,CG7220,UBE2W,FALSE,TRUE,FALSE
FBgn0033551,CG7222,DESI2,FALSE,TRUE,FALSE
FBgn0033570,ND-B14,NDUFA6,FALSE,TRUE,FALSE
FBgn0033578,BBS4,BBS4,FALSE,FALSE,TRUE
FBgn0033605,CG9067,TRAPPC2L,FALSE,FALSE,TRUE
FBgn0033610,CG18335,FAM166B,FALSE,TRUE,FALSE
FBgn0033624,CG12384,DAPL1,TRUE,TRUE,FALSE
FBgn0033631,Sod3,N/A,FALSE,TRUE,FALSE
FBgn0033635,Prip,AQP1,FALSE,TRUE,FALSE
FBgn0033636,tou,BAZ2A,TRUE,TRUE,TRUE
FBgn0033638,CG9005,FAM214B,FALSE,TRUE,FALSE
FBgn0033639,CG9003,FBXL2,FALSE,TRUE,FALSE
FBgn0033653,CG13192,GNB1L,FALSE,FALSE,TRUE
FBgn0033663,ERp60,P4HB,TRUE,TRUE,FALSE
FBgn0033669,PI31,PSMF1,FALSE,TRUE,FALSE
FBgn0033679,CG8888,RDH5,FALSE,TRUE,FALSE
FBgn0033683,CG18343,N/A,FALSE,TRUE,FALSE
FBgn0033688,Prp8,PRPF8,TRUE,FALSE,FALSE
FBgn0033691,CG8860,SEC61G,TRUE,TRUE,FALSE
FBgn0033692,wash,WASH3P,FALSE,TRUE,FALSE
FBgn0033699,RpS11,RPS11,TRUE,TRUE,FALSE
FBgn0033725,Cpr49Ac,N/A,FALSE,TRUE,FALSE
FBgn0033734,CG8520,AFG1L,FALSE,TRUE,FALSE
FBgn0033752,CG8569,ZMYND11,FALSE,FALSE,TRUE
FBgn0033802,CG17724,N/A,TRUE,TRUE,FALSE
FBgn0033844,bbc,CHPT1,FALSE,TRUE,FALSE
FBgn0033860,S-Lap5,N/A,FALSE,TRUE,FALSE
FBgn0033868,S-Lap7,N/A,FALSE,TRUE,FALSE
FBgn0033872,CG6329,N/A,TRUE,FALSE,FALSE
FBgn0033884,CG13344,RNF25,FALSE,FALSE,TRUE
FBgn0033886,Rpn13,ADRM1,FALSE,TRUE,FALSE
FBgn0033888,CG18568,N/A,FALSE,TRUE,FALSE
FBgn0033889,CG6701,MOV10,FALSE,TRUE,FALSE
FBgn0033899,CG13016,TMEM39B,FALSE,FALSE,TRUE
FBgn0033901,O-fut1,POFUT1,TRUE,FALSE,FALSE
FBgn0033902,eIF3m,EIF3M,FALSE,TRUE,FALSE
FBgn0033906,ReepB,REEP6,FALSE,TRUE,FALSE
FBgn0033912,RpS23,RPS23,TRUE,TRUE,FALSE
FBgn0033918,CG8531,DNAJC11,FALSE,TRUE,FALSE
FBgn0033919,CG8547,N/A,FALSE,TRUE,FALSE
FBgn0033936,Achl,LARP6,FALSE,TRUE,FALSE
FBgn0033953,CG12861,N/A,FALSE,TRUE,FALSE
FBgn0033954,CG12860,N/A,FALSE,TRUE,FALSE
FBgn0033978,Cyp6a23,TBXAS1,FALSE,TRUE,FALSE
FBgn0033984,Lap1,ERBIN,FALSE,TRUE,TRUE
FBgn0033996,CG11807,NISCH,FALSE,TRUE,FALSE
FBgn0033998,row,ZNF280C,TRUE,TRUE,TRUE
FBgn0034009,CG8155,TBC1D25,TRUE,FALSE,FALSE
FBgn0034013,unc-5,UNC5D,FALSE,FALSE,TRUE
FBgn0034051,Mlf,MLF1,TRUE,TRUE,FALSE
FBgn0034071,CG8405,TMEM259,TRUE,TRUE,FALSE
FBgn0034072,Dg,DAG1,TRUE,TRUE,FALSE
FBgn0034075,Asph,ASPH,FALSE,TRUE,FALSE
FBgn0034082,CG10734,N/A,FALSE,TRUE,FALSE
FBgn0034087,clu,CLUH,FALSE,TRUE,FALSE
FBgn0034091,mrj,DNAJB8,TRUE,TRUE,FALSE
FBgn0034121,CG6262,TREH,FALSE,TRUE,FALSE
FBgn0034122,CG15711,N/A,FALSE,TRUE,FALSE
FBgn0034132,S-Lap8,N/A,FALSE,TRUE,FALSE
FBgn0034135,Syn2,SNTG2,FALSE,FALSE,TRUE
FBgn0034136,DAT,SLC6A4,FALSE,FALSE,TRUE
FBgn0034140,Lst,N/A,FALSE,TRUE,FALSE
FBgn0034141,CG8311,DOLK,FALSE,FALSE,TRUE
FBgn0034144,CG5089,N/A,FALSE,TRUE,FALSE
