GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment,ontology
GO:0005416,amino acid:cation symporter activity,21,3,2.75,0.53043,1,0.9693348235294117,1.09,MF
GO:0008375,acetylglucosaminyltransferase activity,21,3,2.75,0.53043,1,0.9693348235294117,1.09,MF
GO:0015103,inorganic anion transmembrane transporte...,69,9,9.02,0.55724,1,1,1,MF
GO:0003755,peptidyl-prolyl cis-trans isomerase acti...,30,4,3.92,0.56451,1,1,1.02,MF
GO:0004812,aminoacyl-tRNA ligase activity,38,5,4.97,0.56641,1,1,1.01,MF
GO:0015108,chloride transmembrane transporter activ...,38,5,4.97,0.56641,1,1,1.01,MF
GO:0016875,"ligase activity, forming carbon-oxygen b...",38,5,4.97,0.56641,1,1,1.01,MF
GO:0038024,cargo receptor activity,38,5,4.97,0.56641,1,1,1.01,MF
GO:0016407,acetyltransferase activity,62,8,8.11,0.57312,1,1,0.99,MF
GO:0003774,cytoskeletal motor activity,47,6,6.15,0.59051,1,1,0.98,MF
GO:0005253,anion channel activity,31,4,4.05,0.59153,1,1,0.99,MF
GO:0015932,nucleobase-containing compound transmemb...,23,3,3.01,0.59457,1,1,1,MF
GO:0016811,"hydrolase activity, acting on carbon-nit...",56,7,7.32,0.61089,1,1,0.96,MF
GO:0004364,glutathione transferase activity,40,5,5.23,0.61384,1,1,0.96,MF
GO:0016788,"hydrolase activity, acting on ester bond...",495,63,64.73,0.61397,1,1,0.97,MF
GO:0046914,transition metal ion binding,721,92,94.28,0.62029,1,1,0.98,MF
GO:0005507,copper ion binding,24,3,3.14,0.62441,1,1,0.96,MF
GO:0016645,"oxidoreductase activity, acting on the C...",24,3,3.14,0.62441,1,1,0.96,MF
GO:0030371,translation repressor activity,105,13,13.73,0.62786,1,1,0.95,MF
GO:0016779,nucleotidyltransferase activity,65,8,8.5,0.62866,1,1,0.94,MF
GO:0016859,cis-trans isomerase activity,33,4,4.32,0.64249,1,1,0.93,MF
GO:0016763,pentosyltransferase activity,25,3,3.27,0.65272,1,1,0.92,MF
GO:0008509,anion transmembrane transporter activity,147,18,19.22,0.65514,1,1,0.94,MF
GO:0008408,3'-5' exonuclease activity,34,4,4.45,0.66634,1,1,0.9,MF
GO:0015293,symporter activity,59,7,7.72,0.66701,1,1,0.91,MF
GO:0016796,"exonuclease activity, active with either...",35,4,4.58,0.68908,1,1,0.87,MF
GO:0005254,chloride channel activity,27,3,3.53,0.70464,1,1,0.85,MF
GO:0015179,L-amino acid transmembrane transporter a...,27,3,3.53,0.70464,1,1,0.85,MF
GO:0008514,organic anion transmembrane transporter ...,78,9,10.2,0.70678,1,1,0.88,MF
GO:0003777,microtubule motor activity,36,4,4.71,0.71069,1,1,0.85,MF
GO:0015291,secondary active transmembrane transport...,120,14,15.69,0.71728,1,1,0.89,MF
GO:0016410,N-acyltransferase activity,54,6,7.06,0.72581,1,1,0.85,MF
GO:0004222,metalloendopeptidase activity,46,5,6.02,0.73629,1,1,0.83,MF
GO:0004527,exonuclease activity,46,5,6.02,0.73629,1,1,0.83,MF
GO:0016409,palmitoyltransferase activity,29,3,3.79,0.75040,1,1,0.79,MF
GO:0045504,dynein heavy chain binding,20,2,2.62,0.75718,1,1,0.76,MF
GO:0045505,dynein intermediate chain binding,30,3,3.92,0.77105,1,1,0.77,MF
GO:0060090,molecular adaptor activity,434,52,56.75,0.77498,1,1,0.92,MF
GO:0008201,heparin binding,21,2,2.75,0.78105,1,1,0.73,MF
GO:0018024,histone-lysine N-methyltransferase activ...,21,2,2.75,0.78105,1,1,0.73,MF
GO:0015297,antiporter activity,49,5,6.41,0.78576,1,1,0.78,MF
GO:0008028,monocarboxylic acid transmembrane transp...,31,3,4.05,0.79029,1,1,0.74,MF
GO:0046982,protein heterodimerization activity,211,24,27.59,0.79852,1,1,0.87,MF
GO:0003697,single-stranded DNA binding,50,5,6.54,0.80056,1,1,0.76,MF
GO:0031406,carboxylic acid binding,41,4,5.36,0.80228,1,1,0.75,MF
GO:0003684,damaged DNA binding,22,2,2.88,0.80283,1,1,0.69,MF
GO:0019199,transmembrane receptor protein kinase ac...,22,2,2.88,0.80283,1,1,0.69,MF
GO:0019706,protein-cysteine S-palmitoyltransferase ...,22,2,2.88,0.80283,1,1,0.69,MF
GO:0019707,protein-cysteine S-acyltransferase activ...,22,2,2.88,0.80283,1,1,0.69,MF
GO:1901505,carbohydrate derivative transmembrane tr...,22,2,2.88,0.80283,1,1,0.69,MF
GO:0004177,aminopeptidase activity,33,3,4.32,0.82472,1,1,0.69,MF
GO:0048029,monosaccharide binding,53,5,6.93,0.84012,1,1,0.72,MF
GO:0004879,nuclear receptor activity,24,2,3.14,0.84069,1,1,0.64,MF
GO:0005326,neurotransmitter transmembrane transport...,24,2,3.14,0.84069,1,1,0.64,MF
GO:0098531,ligand-activated transcription factor ac...,24,2,3.14,0.84069,1,1,0.64,MF
GO:0015171,amino acid transmembrane transporter act...,63,6,8.24,0.84893,1,1,0.73,MF
GO:0000049,tRNA binding,35,3,4.58,0.85420,1,1,0.66,MF
GO:0070851,growth factor receptor binding,25,2,3.27,0.85703,1,1,0.61,MF
GO:0071949,FAD binding,25,2,3.27,0.85703,1,1,0.61,MF
GO:0008094,"ATP-dependent activity, acting on DNA",64,6,8.37,0.85930,1,1,0.72,MF
GO:0017069,snRNA binding,26,2,3.4,0.87183,1,1,0.59,MF
GO:0015081,sodium ion transmembrane transporter act...,95,9,12.42,0.88879,1,1,0.72,MF
GO:0043177,organic acid binding,38,3,4.97,0.89029,1,1,0.6,MF
GO:0008237,metallopeptidase activity,114,11,14.91,0.89483,1,1,0.74,MF
GO:0042054,histone methyltransferase activity,28,2,3.66,0.89728,1,1,0.55,MF
GO:0016278,lysine N-methyltransferase activity,29,2,3.79,0.90816,1,1,0.53,MF
GO:0016279,protein-lysine N-methyltransferase activ...,29,2,3.79,0.90816,1,1,0.53,MF
GO:0005261,cation channel activity,170,17,22.23,0.90944,1,1,0.76,MF
GO:0005539,glycosaminoglycan binding,40,3,5.23,0.90967,1,1,0.57,MF
GO:0016810,"hydrolase activity, acting on carbon-nit...",89,8,11.64,0.91012,1,1,0.69,MF
GO:0008080,N-acetyltransferase activity,51,4,6.67,0.91514,1,1,0.6,MF
GO:1901682,sulfur compound transmembrane transporte...,30,2,3.92,0.91795,1,1,0.51,MF
GO:0005342,organic acid transmembrane transporter a...,100,9,13.08,0.91972,1,1,0.69,MF
GO:0046943,carboxylic acid transmembrane transporte...,100,9,13.08,0.91972,1,1,0.69,MF
GO:0004497,monooxygenase activity,42,3,5.49,0.92590,1,1,0.55,MF
GO:0016758,hexosyltransferase activity,120,11,15.69,0.92707,1,1,0.7,MF
GO:0046873,metal ion transmembrane transporter acti...,193,19,25.24,0.93116,1,1,0.75,MF
GO:0001216,DNA-binding transcription activator acti...,93,8,12.16,0.93211,1,1,0.66,MF
GO:0003678,DNA helicase activity,32,2,4.18,0.93466,1,1,0.48,MF
GO:0070006,metalloaminopeptidase activity,32,2,4.18,0.93466,1,1,0.48,MF
GO:0030246,carbohydrate binding,122,11,15.95,0.93574,1,1,0.69,MF
GO:0017056,structural constituent of nuclear pore,20,1,2.62,0.93951,1,1,0.38,MF
GO:0140103,"catalytic activity, acting on a glycopro...",20,1,2.62,0.93951,1,1,0.38,MF
GO:0015079,potassium ion transmembrane transporter ...,55,4,7.19,0.94103,1,1,0.56,MF
GO:0005044,scavenger receptor activity,21,1,2.75,0.94744,1,1,0.36,MF
GO:0015144,carbohydrate transmembrane transporter a...,21,1,2.75,0.94744,1,1,0.36,MF
GO:0016229,steroid dehydrogenase activity,21,1,2.75,0.94744,1,1,0.36,MF
GO:0005262,calcium channel activity,46,3,6.02,0.95061,1,1,0.5,MF
GO:0031491,nucleosome binding,47,3,6.15,0.95545,1,1,0.49,MF
GO:0004540,ribonuclease activity,69,5,9.02,0.95714,1,1,0.55,MF
GO:0004518,nuclease activity,110,9,14.38,0.96010,1,1,0.63,MF
GO:0001228,DNA-binding transcription activator acti...,91,7,11.9,0.96235,1,1,0.59,MF
GO:0016247,channel regulator activity,24,1,3.14,0.96551,1,1,0.32,MF
GO:0008233,peptidase activity,461,48,60.28,0.96732,1,1,0.8,MF
GO:0005244,voltage-gated ion channel activity,38,2,4.97,0.96751,1,1,0.4,MF
GO:0022832,voltage-gated channel activity,38,2,4.97,0.96751,1,1,0.4,MF
GO:0016893,"endonuclease activity, active with eithe...",25,1,3.27,0.97003,1,1,0.31,MF
GO:0031418,L-ascorbic acid binding,26,1,3.4,0.97396,1,1,0.29,MF
GO:0008276,protein methyltransferase activity,53,3,6.93,0.97635,1,1,0.43,MF
GO:0031545,peptidyl-proline 4-dioxygenase activity,27,1,3.53,0.97737,1,1,0.28,MF
GO:0140098,"catalytic activity, acting on RNA",250,23,32.69,0.97757,1,1,0.7,MF
GO:0001227,DNA-binding transcription repressor acti...,54,3,7.06,0.97876,1,1,0.42,MF
GO:0061134,peptidase regulator activity,88,6,11.51,0.97970,1,1,0.52,MF
GO:0016849,phosphorus-oxygen lyase activity,28,1,3.66,0.98034,1,1,0.27,MF
GO:0031543,peptidyl-proline dioxygenase activity,28,1,3.66,0.98034,1,1,0.27,MF
GO:0001217,DNA-binding transcription repressor acti...,55,3,7.19,0.98094,1,1,0.42,MF
GO:0140097,"catalytic activity, acting on DNA",130,10,17,0.98119,1,1,0.59,MF
GO:0004536,deoxyribonuclease activity,44,2,5.75,0.98414,1,1,0.35,MF
GO:0008238,exopeptidase activity,80,5,10.46,0.98439,1,1,0.48,MF
GO:0061135,endopeptidase regulator activity,80,5,10.46,0.98439,1,1,0.48,MF
GO:0004520,endodeoxyribonuclease activity,30,1,3.92,0.98515,1,1,0.26,MF
GO:0051213,dioxygenase activity,58,3,7.58,0.98626,1,1,0.4,MF
GO:0016782,"transferase activity, transferring sulph...",32,1,4.18,0.98879,1,1,0.24,MF
GO:0016798,"hydrolase activity, acting on glycosyl b...",95,6,12.42,0.98920,1,1,0.48,MF
GO:0004553,"hydrolase activity, hydrolyzing O-glycos...",84,5,10.98,0.98936,1,1,0.46,MF
GO:0016757,glycosyltransferase activity,180,14,23.54,0.99117,1,1,0.59,MF
GO:0004521,endoribonuclease activity,49,2,6.41,0.99138,1,1,0.31,MF
GO:0016702,"oxidoreductase activity, acting on singl...",34,1,4.45,0.99154,1,1,0.22,MF
GO:0140101,"catalytic activity, acting on a tRNA",87,5,11.38,0.99206,1,1,0.44,MF
GO:0016706,2-oxoglutarate-dependent dioxygenase act...,50,2,6.54,0.99237,1,1,0.31,MF
GO:0016701,"oxidoreductase activity, acting on singl...",35,1,4.58,0.99265,1,1,0.22,MF
GO:0140640,"catalytic activity, acting on a nucleic ...",363,33,47.47,0.99320,1,1,0.7,MF
GO:0004866,endopeptidase inhibitor activity,78,4,10.2,0.99404,1,1,0.39,MF
GO:0004519,endonuclease activity,66,3,8.63,0.99438,1,1,0.35,MF
GO:0031490,chromatin DNA binding,91,5,11.9,0.99466,1,1,0.42,MF
GO:0005216,ion channel activity,257,21,33.61,0.99520,1,1,0.62,MF
GO:0030414,peptidase inhibitor activity,81,4,10.59,0.99567,1,1,0.38,MF
GO:0016298,lipase activity,94,5,12.29,0.99606,1,1,0.41,MF
GO:0008170,N-methyltransferase activity,56,2,7.32,0.99637,1,1,0.27,MF
GO:0008194,UDP-glycosyltransferase activity,108,6,14.12,0.99685,1,1,0.42,MF
GO:0004175,endopeptidase activity,321,27,41.98,0.99689,1,1,0.64,MF
GO:0008235,metalloexopeptidase activity,59,2,7.72,0.99751,1,1,0.26,MF
GO:0015267,channel activity,272,21,35.57,0.99824,1,1,0.59,MF
GO:0022803,passive transmembrane transporter activi...,272,21,35.57,0.99824,1,1,0.59,MF
GO:0020037,heme binding,137,7,17.91,0.99942,1,1,0.39,MF
GO:0099094,ligand-gated cation channel activity,71,2,9.28,0.99946,1,1,0.22,MF
GO:0046906,tetrapyrrole binding,138,7,18.05,0.99948,1,1,0.39,MF
GO:0008757,S-adenosylmethionine-dependent methyltra...,91,3,11.9,0.99970,1,1,0.25,MF
GO:0016705,"oxidoreductase activity, acting on paire...",169,9,22.1,0.99975,1,1,0.41,MF
GO:0052689,carboxylic ester hydrolase activity,137,6,17.91,0.99984,1,1,0.34,MF
GO:0043565,sequence-specific DNA binding,616,53,80.55,0.99985,1,1,0.66,MF
GO:0016741,"transferase activity, transferring one-c...",125,5,16.35,0.99985,1,1,0.31,MF
GO:0140110,transcription regulator activity,707,60,92.45,0.99997,1,1,0.65,MF
GO:0005506,iron ion binding,155,6,20.27,0.99998,1,1,0.3,MF
GO:1903231,mRNA base-pairing post-transcriptional r...,81,1,10.59,0.99999,1,1,0.09,MF
GO:0008168,methyltransferase activity,119,3,15.56,0.99999,1,1,0.19,MF
GO:0001067,transcription regulatory region nucleic ...,527,39,68.91,0.99999,1,1,0.57,MF
GO:0000976,transcription cis-regulatory region bind...,526,38,68.78,1.00000,1,1,0.55,MF
GO:1990837,sequence-specific double-stranded DNA bi...,548,40,71.66,1.00000,1,1,0.56,MF
GO:0003677,DNA binding,1030,89,134.69,1.00000,1,1,0.66,MF
GO:0000987,cis-regulatory region sequence-specific ...,386,23,50.48,1.00000,1,1,0.46,MF
GO:0003690,double-stranded DNA binding,581,41,75.97,1.00000,1,1,0.54,MF
GO:0000978,RNA polymerase II cis-regulatory region ...,378,21,49.43,1.00000,1,1,0.42,MF
GO:0000977,RNA polymerase II transcription regulato...,477,30,62.38,1.00000,1,1,0.48,MF
GO:0030545,signaling receptor regulator activity,114,1,14.91,1.00000,1,1,0.07,MF
GO:0004930,G protein-coupled receptor activity,115,1,15.04,1.00000,1,1,0.07,MF
GO:0022836,gated channel activity,190,5,24.85,1.00000,1,1,0.2,MF
GO:0003700,DNA-binding transcription factor activit...,542,34,70.88,1.00000,1,1,0.48,MF
GO:0000981,DNA-binding transcription factor activit...,479,28,62.64,1.00000,1,1,0.45,MF
GO:0015276,ligand-gated ion channel activity,143,2,18.7,1.00000,1,1,0.11,MF
GO:0022834,ligand-gated channel activity,143,2,18.7,1.00000,1,1,0.11,MF
GO:0017171,serine hydrolase activity,292,9,38.18,1.00000,1,1,0.24,MF
GO:0008236,serine-type peptidase activity,230,3,30.08,1.00000,1,1,0.1,MF
GO:0004252,serine-type endopeptidase activity,210,2,27.46,1.00000,1,1,0.07,MF
GO:0038023,signaling receptor activity,402,10,52.57,1.00000,1,1,0.19,MF
GO:0060089,molecular transducer activity,402,10,52.57,1.00000,1,1,0.19,MF
GO:0004888,transmembrane signaling receptor activit...,336,5,43.94,1.00000,1,1,0.11,MF
GO:0003674,molecular_function,11555,1511,1511,1.00000,1,1,1,MF
GO:0001653,peptide receptor activity,55,0,7.19,1.00000,1,1,0,MF
GO:0004180,carboxypeptidase activity,28,0,3.66,1.00000,1,1,0,MF
GO:0004181,metallocarboxypeptidase activity,23,0,3.01,1.00000,1,1,0,MF
GO:0004656,procollagen-proline 4-dioxygenase activi...,26,0,3.4,1.00000,1,1,0,MF
GO:0004806,triglyceride lipase activity,60,0,7.85,1.00000,1,1,0,MF
GO:0004867,serine-type endopeptidase inhibitor acti...,62,0,8.11,1.00000,1,1,0,MF
GO:0004970,ionotropic glutamate receptor activity,21,0,2.75,1.00000,1,1,0,MF
GO:0004984,olfactory receptor activity,70,0,9.15,1.00000,1,1,0,MF
GO:0005125,cytokine activity,26,0,3.4,1.00000,1,1,0,MF
GO:0005179,hormone activity,48,0,6.28,1.00000,1,1,0,MF
GO:0005184,neuropeptide hormone activity,32,0,4.18,1.00000,1,1,0,MF
GO:0005201,extracellular matrix structural constitu...,33,0,4.32,1.00000,1,1,0,MF
GO:0005214,structural constituent of chitin-based c...,147,0,19.22,1.00000,1,1,0,MF
GO:0005230,extracellular ligand-gated ion channel a...,45,0,5.88,1.00000,1,1,0,MF
GO:0005267,potassium channel activity,37,0,4.84,1.00000,1,1,0,MF
GO:0005272,sodium channel activity,45,0,5.88,1.00000,1,1,0,MF
GO:0005549,odorant binding,111,0,14.52,1.00000,1,1,0,MF
GO:0008010,structural constituent of chitin-based l...,110,0,14.38,1.00000,1,1,0,MF
GO:0008061,chitin binding,123,0,16.08,1.00000,1,1,0,MF
GO:0008066,glutamate receptor activity,24,0,3.14,1.00000,1,1,0,MF
GO:0008083,growth factor activity,21,0,2.75,1.00000,1,1,0,MF
GO:0008173,RNA methyltransferase activity,48,0,6.28,1.00000,1,1,0,MF
GO:0008175,tRNA methyltransferase activity,21,0,2.75,1.00000,1,1,0,MF
GO:0008188,neuropeptide receptor activity,44,0,5.75,1.00000,1,1,0,MF
GO:0008227,G protein-coupled amine receptor activit...,21,0,2.75,1.00000,1,1,0,MF
GO:0008378,galactosyltransferase activity,26,0,3.4,1.00000,1,1,0,MF
GO:0008527,taste receptor activity,59,0,7.72,1.00000,1,1,0,MF
GO:0008528,G protein-coupled peptide receptor activ...,46,0,6.02,1.00000,1,1,0,MF
GO:0009975,cyclase activity,27,0,3.53,1.00000,1,1,0,MF
GO:0015280,ligand-gated sodium channel activity,30,0,3.92,1.00000,1,1,0,MF
GO:0016814,"hydrolase activity, acting on carbon-nit...",23,0,3.01,1.00000,1,1,0,MF
GO:0019239,deaminase activity,22,0,2.88,1.00000,1,1,0,MF
GO:0019798,procollagen-proline dioxygenase activity,26,0,3.4,1.00000,1,1,0,MF
GO:0022824,transmitter-gated ion channel activity,36,0,4.71,1.00000,1,1,0,MF
GO:0022835,transmitter-gated channel activity,36,0,4.71,1.00000,1,1,0,MF
GO:0022843,voltage-gated cation channel activity,30,0,3.92,1.00000,1,1,0,MF
GO:0030533,triplet codon-amino acid adaptor activit...,286,0,37.4,1.00000,1,1,0,MF
GO:0030546,signaling receptor activator activity,111,0,14.52,1.00000,1,1,0,MF
GO:0030594,neurotransmitter receptor activity,58,0,7.58,1.00000,1,1,0,MF
GO:0031492,nucleosomal DNA binding,31,0,4.05,1.00000,1,1,0,MF
GO:0033041,sweet taste receptor activity,26,0,3.4,1.00000,1,1,0,MF
GO:0042302,structural constituent of cuticle,151,0,19.75,1.00000,1,1,0,MF
GO:0048018,receptor ligand activity,106,0,13.86,1.00000,1,1,0,MF
GO:0061783,peptidoglycan muralytic activity,23,0,3.01,1.00000,1,1,0,MF
GO:0098960,postsynaptic neurotransmitter receptor a...,26,0,3.4,1.00000,1,1,0,MF
GO:0005737,cytoplasm,4830,1174,659.62, 1e-30,3.59e-28,2.3933333333333336e-29,1.78,CC
GO:0005622,intracellular anatomical structure,7111,1430,971.12, 1e-30,3.59e-28,2.3933333333333336e-29,1.47,CC
GO:0043229,intracellular organelle,5762,1176,786.9, 1e-30,3.59e-28,2.3933333333333336e-29,1.49,CC
GO:0043226,organelle,5862,1181,800.55, 1e-30,3.59e-28,2.3933333333333336e-29,1.48,CC
GO:0110165,cellular anatomical entity,9717,1558,1327.02, 1e-30,3.59e-28,2.3933333333333336e-29,1.17,CC
GO:0043231,intracellular membrane-bounded organelle,4925,1018,672.59, 1e-30,3.59e-28,2.3933333333333336e-29,1.51,CC
GO:0032991,protein-containing complex,2866,695,391.4, 1e-30,3.59e-28,2.3933333333333336e-29,1.78,CC
GO:0043227,membrane-bounded organelle,5127,1023,700.18, 1e-30,3.59e-28,2.3933333333333336e-29,1.46,CC
GO:0031090,organelle membrane,859,275,117.31, 1e-30,3.59e-28,2.3933333333333336e-29,2.34,CC
GO:0005829,cytosol,1274,338,173.99, 1e-30,3.59e-28,2.3933333333333336e-29,1.94,CC
GO:0098796,membrane protein complex,527,187,71.97, 1e-30,3.59e-28,2.3933333333333336e-29,2.6,CC
GO:0022625,cytosolic large ribosomal subunit,56,48,7.65, 1e-30,3.59e-28,2.3933333333333336e-29,6.27,CC
GO:1990904,ribonucleoprotein complex,597,193,81.53, 1e-30,3.59e-28,2.3933333333333336e-29,2.37,CC
GO:0012505,endomembrane system,1248,318,170.44, 1e-30,3.59e-28,2.3933333333333336e-29,1.87,CC
GO:0044391,ribosomal subunit,173,87,23.63, 1e-30,3.59e-28,2.3933333333333336e-29,3.68,CC
GO:0098588,bounding membrane of organelle,357,132,48.75,2.0e-29,7.179999999999999e-27,4.4874999999999995e-28,2.71,CC
GO:0022627,cytosolic small ribosomal subunit,43,38,5.87,4.5e-28,1.6155e-25,9.502941176470588e-27,6.47,CC
GO:0031410,cytoplasmic vesicle,454,151,62,9.1e-28,3.2669e-25,1.719421052631579e-26,2.44,CC
GO:0097708,intracellular vesicle,454,151,62,9.1e-28,3.2669e-25,1.719421052631579e-26,2.44,CC
GO:0031982,vesicle,501,157,68.42,1.1e-25,3.9490000000000006e-23,1.9745e-24,2.29,CC
GO:1902494,catalytic complex,998,253,136.29,2.8e-25,1.0051999999999999e-22,4.786666666666666e-24,1.86,CC
GO:0098800,inner mitochondrial membrane protein com...,143,71,19.53,3.5e-25,1.2565e-22,5.711363636363636e-24,3.64,CC
GO:0022626,cytosolic ribosome,194,85,26.49,4.1e-25,1.4718999999999999e-22,6.399565217391304e-24,3.21,CC
GO:0030054,cell junction,460,144,62.82,1.6e-23,5.7439999999999994e-21,2.3933333333333334e-22,2.29,CC
GO:0031967,organelle envelope,453,142,61.86,2.8e-23,1.0051999999999998e-20,3.866153846153846e-22,2.3,CC
GO:0031975,envelope,453,142,61.86,2.8e-23,1.0051999999999998e-20,3.866153846153846e-22,2.3,CC
GO:0016020,membrane,2921,562,398.91,5.0e-23,1.795e-20,6.648148148148148e-22,1.41,CC
GO:0070469,respirasome,84,49,11.47,8.9e-22,3.1951000000000004e-19,1.1265172413793104e-20,4.27,CC
GO:0098803,respiratory chain complex,81,48,11.06,9.1e-22,3.2669000000000003e-19,1.1265172413793104e-20,4.34,CC
GO:0005746,mitochondrial respirasome,82,48,11.2,1.9e-21,6.820999999999999e-19,2.2736666666666666e-20,4.29,CC
GO:0031966,mitochondrial membrane,299,104,40.83,5.3e-21,1.9027e-18,6.137741935483871e-20,2.55,CC
GO:0012506,vesicle membrane,144,65,19.67,2.5e-20,8.975e-18,2.8046875e-19,3.3,CC
GO:1990204,oxidoreductase complex,90,49,12.29,5.4e-20,1.9385999999999998e-17,5.874545454545455e-19,3.99,CC
GO:0005740,mitochondrial envelope,326,108,44.52,6.4e-20,2.2976e-17,6.757647058823529e-19,2.43,CC
GO:0030659,cytoplasmic vesicle membrane,139,63,18.98,7.5e-20,2.6924999999999998e-17,7.692857142857143e-19,3.32,CC
GO:0005743,mitochondrial inner membrane,235,86,32.09,3.7e-19,1.3283e-16,3.689722222222222e-18,2.68,CC
GO:0019866,organelle inner membrane,246,88,33.6,7.8e-19,2.8002e-16,7.568108108108108e-18,2.62,CC
GO:0045202,synapse,312,102,42.61,2.1e-18,7.539e-16,1.9839473684210527e-17,2.39,CC
GO:0005938,cell cortex,186,72,25.4,8.7e-18,3.1233e-15,8.008461538461538e-17,2.83,CC
GO:0005739,mitochondrion,864,207,117.99,1.4e-17,5.026e-15,1.2564999999999998e-16,1.75,CC
GO:0098798,mitochondrial protein-containing complex,255,87,34.82,3.8e-17,1.3642e-14,3.327317073170732e-16,2.5,CC
GO:0043228,non-membrane-bounded organelle,1810,364,247.19,5.9e-17,2.1180999999999998e-14,4.925813953488372e-16,1.47,CC
GO:0043232,intracellular non-membrane-bounded organ...,1810,364,247.19,5.9e-17,2.1180999999999998e-14,4.925813953488372e-16,1.47,CC
GO:0098793,presynapse,176,68,24.04,8.1e-17,2.9079e-14,6.608863636363635e-16,2.83,CC
GO:0015934,large ribosomal subunit,105,49,14.34,2.3e-16,8.257e-14,1.7568085106382978e-15,3.42,CC
GO:0015935,small ribosomal subunit,71,39,9.7,2.3e-16,8.257e-14,1.7568085106382978e-15,4.02,CC
GO:0005840,ribosome,280,91,38.24,2.3e-16,8.257e-14,1.7568085106382978e-15,2.38,CC
GO:0150034,distal axon,107,49,14.61,5.9e-16,2.1181e-13,4.4127083333333335e-15,3.35,CC
GO:0030424,axon,249,83,34.01,9.6e-16,3.4464e-13,7.033469387755103e-15,2.44,CC
GO:0000502,proteasome complex,56,33,7.65,2.8e-15,1.0052e-12,2.0104e-14,4.31,CC
GO:0099080,supramolecular complex,349,103,47.66,3.8e-15,1.3642e-12,2.674901960784314e-14,2.16,CC
GO:0045169,fusome,37,26,5.05,5.1e-15,1.8309000000000002e-12,3.5209615384615384e-14,5.15,CC
GO:0030135,coated vesicle,70,37,9.56,7.1e-15,2.5489e-12,4.809245283018868e-14,3.87,CC
GO:0030117,membrane coat,33,24,4.51,1.7e-14,6.103e-12,1.1096363636363637e-13,5.32,CC
GO:0048475,coated membrane,33,24,4.51,1.7e-14,6.103e-12,1.1096363636363637e-13,5.32,CC
GO:0016469,proton-transporting two-sector ATPase co...,59,33,8.06,2.3e-14,8.257e-12,1.4744642857142858e-13,4.09,CC
GO:0005700,polytene chromosome,191,67,26.08,3.7e-14,1.3283e-11,2.330350877192982e-13,2.57,CC
GO:1905369,endopeptidase complex,61,33,8.33,8.5e-14,3.0515000000000004e-11,5.261206896551724e-13,3.96,CC
GO:0005747,mitochondrial respiratory chain complex ...,50,29,6.83,2.4e-13,8.615999999999999e-11,1.4124590163934425e-12,4.25,CC
GO:0030964,"NADH dehydrogenase complex",50,29,6.83,2.4e-13,8.615999999999999e-11,1.4124590163934425e-12,4.25,CC
GO:0045271,respiratory chain complex I,50,29,6.83,2.4e-13,8.615999999999999e-11,1.4124590163934425e-12,4.25,CC
GO:0030120,vesicle coat,28,21,3.82,2.8e-13,1.0052e-10,1.6212903225806452e-12,5.5,CC
GO:0043195,terminal bouton,70,35,9.56,3.4e-13,1.2206000000000002e-10,1.9374603174603177e-12,3.66,CC
GO:1905368,peptidase complex,92,41,12.56,4.4e-13,1.5796e-10,2.468125e-12,3.26,CC
GO:0099512,supramolecular fiber,210,69,28.68,5.8e-13,2.0821999999999998e-10,3.203384615384615e-12,2.41,CC
GO:0099081,supramolecular polymer,213,69,29.09,1.2e-12,4.308e-10,6.527272727272727e-12,2.37,CC
GO:0030662,coated vesicle membrane,35,23,4.78,1.8e-12,6.462e-10,9.644776119402986e-12,4.81,CC
GO:0005634,nucleus,2845,501,388.53,3.2e-12,1.1488e-9,1.6894117647058823e-11,1.29,CC
GO:0043679,axon terminus,79,36,10.79,5.2e-12,1.8668e-9,2.7055072463768113e-11,3.34,CC
GO:0044306,neuron projection terminus,80,36,10.93,8.3e-12,2.9797e-9,4.256714285714286e-11,3.29,CC
GO:0015629,actin cytoskeleton,124,47,16.93,1.1e-11,3.949e-9,5.561971830985916e-11,2.78,CC
GO:0061174,type I terminal bouton,29,20,3.96,1.3e-11,4.6670000000000005e-9,6.481944444444444e-11,5.05,CC
GO:0005794,Golgi apparatus,385,101,52.58,2.0e-11,7.18e-9,9.835616438356163e-11,1.92,CC
GO:0005768,endosome,269,78,36.74,2.4e-11,8.616000000000001e-9,1.1643243243243246e-10,2.12,CC
GO:0022624,proteasome accessory complex,27,19,3.69,2.5e-11,8.975000000000001e-9,1.196666666666667e-10,5.15,CC
GO:0005773,vacuole,166,55,22.67,9.2e-11,3.3028e-8,4.345789473684211e-10,2.43,CC
GO:0005838,proteasome regulatory particle,26,18,3.55,1.3e-10,4.6669999999999994e-8,6.06103896103896e-10,5.07,CC
GO:0030133,transport vesicle,103,40,14.07,1.6e-10,5.744e-8,7.364102564102563e-10,2.84,CC
GO:0016471,vacuolar proton-transporting V-type ATPa...,29,19,3.96,1.7e-10,6.103e-8,7.725316455696204e-10,4.8,CC
GO:0048471,perinuclear region of cytoplasm,77,32,10.52,1.4e-09,5.026e-7,6.282499999999999e-9,3.04,CC
GO:0005654,nucleoplasm,510,118,69.65,2.1e-09,7.539000000000001e-7,9.307407407407408e-9,1.69,CC
